date	hour	th	origin
2018-12-09	0	10.275	H
2018-12-09	1	9.447	R
2018-12-09	2	9.571	H
2018-12-09	3	10.063	H
2018-12-09	4	9.804	R
2018-12-09	5	6.329	R
2018-12-09	6	6.691	H
2018-12-09	7	7.849	H
2018-12-09	8	7.899	H
2018-12-09	9	8.431	H
2018-12-09	10	9.455	H
2018-12-09	11	9.603	H
2018-12-09	12	9.373	H
2018-12-09	13	8.995	H
2018-12-09	14	8.431	H
2018-12-09	15	7.915	H
2018-12-09	16	7.782	H
2018-12-09	17	7.515	H
2018-12-09	18	7.398	H
2018-12-09	19	7.364	H
2018-12-09	20	7.515	H
2018-12-09	21	7.146	H
2018-12-09	22	6.876	H
2018-12-09	23	6.251	H
2018-12-10	0	6.438	H
2018-12-10	1	6.369	H
2018-12-10	2	6.03	H
2018-12-10	3	6.268	H
2018-12-10	4	6.418	R
2018-12-10	5	5.346	H
2018-12-10	6	5.175	H
2018-12-10	7	5.123	H
2018-12-10	8	5.33	H
2018-12-10	9	5.62	H
2018-12-10	10	6.081	H
2018-12-10	11	6.977	H
2018-12-10	12	7.732	H
2018-12-10	13	8.289	R
2018-12-10	14	7.487	R
2018-12-10	15	6.758	H
2018-12-10	16	6.686	R
2018-12-10	17	6.52	H
2018-12-10	18	5.928	H
2018-12-10	19	6.081	H
2018-12-10	20	6.081	H
2018-12-10	21	5.791	H
2018-12-10	22	5.484	H
2018-12-10	23	4.744	H
2018-12-11	0	4.675	H
2018-12-11	1	4.536	H
2018-12-11	2	4.067	H
2018-12-11	3	3.7	H
2018-12-11	4	3.595	H
2018-12-11	5	3.472	H
2018-12-11	6	3.39	R
2018-12-11	7	1.98	H
2018-12-11	8	1.692	H
2018-12-11	9	2.016	H
2018-12-11	10	2.499	H
2018-12-11	11	3.366	H
2018-12-11	12	4.293	H
2018-12-11	13	6.686	R
2018-12-11	14	5.973	R
2018-12-11	15	5.209	H
2018-12-11	16	4.311	H
2018-12-11	17	3.946	H
2018-12-11	18	3.928	H
2018-12-11	19	3.472	H
2018-12-11	20	2.961	H
2018-12-11	21	2.391	H
2018-12-11	22	1.547	H
2018-12-11	23	0.948	H
2018-12-12	0	-0.158	H
2018-12-12	1	-0.662	H
2018-12-12	2	-0.624	H
2018-12-12	3	-1.058	H
2018-12-12	4	-1.285	H
2018-12-12	5	-1.665	H
2018-12-12	6	-2.03	H
2018-12-12	7	-2.358	H
2018-12-12	8	-2.436	H
2018-12-12	9	-2.01	H
2018-12-12	10	-0.645	H
2018-12-12	11	0.453	H
2018-12-12	12	1.167	H
2018-12-12	13	1.401	H
2018-12-12	14	3.664	H
2018-12-12	15	3.064	H
2018-12-12	16	0.908	H
2018-12-12	17	0.084	H
2018-12-12	18	-0.009	H
2018-12-12	19	-0.381	H
2018-12-12	20	-0.831	H
2018-12-12	21	-1.266	H
2018-12-12	22	-1.799	H
2018-12-12	23	-1.914	H
2018-12-13	0	-1.647	H
2018-12-13	1	-1.475	H
2018-12-13	2	-1.896	H
2018-12-13	3	-1.341	H
2018-12-13	4	0.005	R
2018-12-13	5	-1.627	H
2018-12-13	6	-0.794	H
2018-12-13	7	-0.533	H
2018-12-13	8	-1.058	H
2018-12-13	9	-0.325	H
2018-12-13	10	-0.232	H
2018-12-13	11	2.142	R
2018-12-13	12	3.122	R
2018-12-13	13	2.087	H
2018-12-13	14	2.642	H
2018-12-13	15	2.41	H
2018-12-13	16	1.872	H
2018-12-13	17	1.62	H
2018-12-13	18	1.385	H
2018-12-13	19	1.276	H
2018-12-13	20	1.003	H
2018-12-13	21	0.93	H
2018-12-13	22	0.508	H
2018-12-13	23	0.692	H
2018-12-14	0	0.287	H
2018-12-14	1	-0.009	H
2018-12-14	2	-0.046	H
2018-12-14	3	-0.232	H
2018-12-14	4	-0.963	H
2018-12-14	5	-1.741	H
2018-12-14	6	-1.076	H
2018-12-14	7	-0.619	R
2018-12-14	8	-3.001	H
2018-12-14	9	-2.825	H
2018-12-14	10	-2.088	H
2018-12-14	11	-1.551	H
2018-12-14	12	-0.122	H
2018-12-14	13	0.838	H
2018-12-14	14	1.583	H
2018-12-14	15	1.71	H
2018-12-14	16	1.057	H
2018-12-14	17	0.766	H
2018-12-14	18	0.618	H
2018-12-14	19	0.49	H
2018-12-14	20	0.361	H
2018-12-14	21	1.163	R
2018-12-14	22	0.342	H
2018-12-14	23	0.508	H
2018-12-15	0	0.176	H
2018-12-15	1	0.028	H
2018-12-15	2	0.806	R
2018-12-15	3	0.806	R
2018-12-15	4	-0.158	H
2018-12-15	5	0.806	R
2018-12-15	6	-0.381	H
2018-12-15	7	0.806	R
2018-12-15	8	-0.027	H
2018-12-15	9	-0.12	H
2018-12-15	10	0.618	H
2018-12-15	11	1.202	H
2018-12-15	12	0.674	H
2018-12-15	13	1.021	H
2018-12-15	14	1.148	H
2018-12-15	15	0.268	H
2018-12-15	16	-0.662	H
2018-12-15	17	-1.418	H
2018-12-15	18	-1.818	H
2018-12-15	19	-2.03	H
2018-12-15	20	-2.513	H
2018-12-15	21	-2.377	H
2018-12-15	22	-1.608	H
2018-12-15	23	-1.551	H
2018-12-16	0	-1.418	H
2018-12-16	1	-0.756	H
2018-12-16	2	-1.494	H
2018-12-16	3	-1.134	H
2018-12-16	4	-0.53	H
2018-12-16	5	-0.53	H
2018-12-16	6	0.272	R
2018-12-16	7	-0.381	H
2018-12-16	8	0.743	H
2018-12-16	9	2.516	H
2018-12-16	10	3.717	H
2018-12-16	11	4.847	H
2018-12-16	12	6.097	H
2018-12-16	13	6.539	H
2018-12-16	14	6.607	H
2018-12-16	15	5.928	H
2018-12-16	16	4.691	H
2018-12-16	17	3.7	H
2018-12-16	18	2.712	H
2018-12-16	19	2.195	H
2018-12-16	20	2.428	H
2018-12-16	21	1.872	H
2018-12-16	22	1.366	H
2018-12-16	23	1.185	H
2018-12-17	0	0.948	H
2018-12-17	1	1.184	H
2018-12-17	2	1.692	H
2018-12-17	3	1.872	H
2018-12-17	4	2.07	H
2018-12-17	5	1.964	R
2018-12-17	6	1.782	H
2018-12-17	7	1.908	H
2018-12-17	8	1.421	H
2018-12-17	9	2.336	H
2018-12-17	10	4.637	H
2018-12-17	11	6.03	H
2018-12-17	12	7.398	R
2018-12-17	13	7.487	R
2018-12-17	14	7.398	R
2018-12-17	15	7.23	H
2018-12-17	16	6.607	H
2018-12-17	17	6.37	H
2018-12-17	18	6.775	H
2018-12-17	19	6.741	H
2018-12-17	20	6.59	H
2018-12-17	21	6.64	H
2018-12-17	22	6.234	H
2018-12-17	23	5.774	H
2018-12-18	0	5.209	H
2018-12-18	1	4.172	H
2018-12-18	2	3.823	H
2018-12-18	3	3.648	H
2018-12-18	4	3.42	H
2018-12-18	5	3.137	H
2018-12-18	6	4.013	R
2018-12-18	7	1.094	H
2018-12-18	8	0.984	H
2018-12-18	9	1.13	H
2018-12-18	10	1.439	H
2018-12-18	11	1.908	H
2018-12-18	12	3.189	H
2018-12-18	13	4.57	H
2018-12-18	14	5.158	H
2018-12-18	15	4.432	H
2018-12-18	16	3.243	H
2018-12-18	17	2.356	H
2018-12-18	18	1.998	H
2018-12-18	19	1.602	H
2018-12-18	20	0.93	H
2018-12-18	21	0.416	H
2018-12-18	22	0.545	H
2018-12-18	23	0.545	H
2018-12-19	0	0.966	H
2018-12-19	1	0.838	H
2018-12-19	2	1.203	H
2018-12-19	3	1.566	H
2018-12-19	4	1.98	H
2018-12-19	5	6.329	R
2018-12-19	6	5.586	H
2018-12-19	7	7.63	H
2018-12-19	8	8.713	H
2018-12-19	9	9.982	R
2018-12-19	10	8.646	H
2018-12-19	11	8.481	H
2018-12-19	12	8.763	H
2018-12-19	13	9.324	H
2018-12-19	14	10.095	H
2018-12-19	15	9.208	H
2018-12-19	16	7.53	H
2018-12-19	17	7.179	H
2018-12-19	18	7.146	H
2018-12-19	19	7.095	H
2018-12-19	20	7.246	H
2018-12-19	21	7.079	H
2018-12-19	22	7.313	H
2018-12-19	23	7.916	H
2018-12-20	0	7.481	H
2018-12-20	1	7.514	H
2018-12-20	2	7.732	H
2018-12-20	3	7.699	H
2018-12-20	4	7.765	H
2018-12-20	5	7.665	H
2018-12-20	6	7.297	H
2018-12-20	7	7.314	H
2018-12-20	8	7.163	H
2018-12-20	9	7.844	R
2018-12-20	10	8.735	R
2018-12-20	11	8.913	R
2018-12-20	12	8.824	R
2018-12-20	13	8.824	R
2018-12-20	14	8.697	H
2018-12-20	15	8.181	H
2018-12-20	16	7.163	H
2018-12-20	17	6.995	H
2018-12-20	18	7.33	H
2018-12-20	19	7.381	H
2018-12-20	20	7.045	H
2018-12-20	21	7.464	H
2018-12-20	22	7.515	H
2018-12-20	23	7.949	H
2018-12-21	0	8.398	H
2018-12-21	1	8.498	H
2018-12-21	2	8.63	H
2018-12-21	3	8.415	H
2018-12-21	4	8.845	H
2018-12-21	5	8.895	H
2018-12-21	6	9.06	H
2018-12-21	7	9.8	H
2018-12-21	8	9.768	H
2018-12-21	9	9.669	H
2018-12-21	10	10.569	H
2018-12-21	11	10.7	H
2018-12-21	12	11.057	H
2018-12-21	13	10.992	H
2018-12-21	14	10.992	H
2018-12-21	15	11.317	H
2018-12-21	16	11.479	H
2018-12-21	17	11.463	H
2018-12-21	18	11.512	H
2018-12-21	19	11.585	R
2018-12-21	20	11.544	H
2018-12-21	21	11.641	H
2018-12-21	22	11.819	H
2018-12-21	23	12.094	H
2018-12-22	0	12.497	H
2018-12-22	1	12.819	H
2018-12-22	2	12.931	H
2018-12-22	3	12.835	H
2018-12-22	4	12.529	H
2018-12-22	5	12.465	H
2018-12-22	6	12.465	H
2018-12-22	7	12.159	H
2018-12-22	8	11.884	H
2018-12-22	9	12.159	H
2018-12-22	10	12.288	H
2018-12-22	11	12.272	H
2018-12-22	12	11.884	H
2018-12-22	13	12.142	H
2018-12-22	14	12.094	H
2018-12-22	15	12.126	H
2018-12-22	16	11.431	H
2018-12-22	17	11.252	H
2018-12-22	18	11.139	H
2018-12-22	19	10.781	H
2018-12-22	20	10.455	H
2018-12-22	21	10.249	R
2018-12-22	22	10.341	H
2018-12-22	23	10.275	H
2018-12-23	0	9.85	H
2018-12-23	1	9.784	H
2018-12-23	2	9.57	H
2018-12-23	3	9.357	H
2018-12-23	4	9.455	H
2018-12-23	5	9.521	H
2018-12-23	6	9.554	H
2018-12-23	7	9.587	H
2018-12-23	8	9.893	R
2018-12-23	9	10.03	H
2018-12-23	10	10.602	H
2018-12-23	11	10.683	H
2018-12-23	12	10.145	H
2018-12-23	13	9.931	H
2018-12-23	14	10.781	H
2018-12-23	15	11.188	H
2018-12-23	16	11.512	H
2018-12-23	17	11.803	H
2018-12-23	18	12.013	H
2018-12-23	19	12.207	H
2018-12-23	20	12.352	H
2018-12-23	21	12.481	H
2018-12-23	22	12.209	R
2018-12-23	23	12.298	R
2018-12-24	0	12.69	H
2018-12-24	1	12.722	H
2018-12-24	2	12.561	H
2018-12-24	3	12.384	H
2018-12-24	4	12.336	H
2018-12-24	5	8.735	R
2018-12-24	6	9.027	H
2018-12-24	7	8.531	H
2018-12-24	8	7.514	H
2018-12-24	9	7.297	H
2018-12-24	10	7.062	H
2018-12-24	11	7.042	R
2018-12-24	12	7.576	R
2018-12-24	13	7.682	H
2018-12-24	14	7.381	H
2018-12-24	15	7.028	H
2018-12-24	16	6.063	H
2018-12-24	17	5.054	H
2018-12-24	18	3.805	H
2018-12-24	19	3.137	H
2018-12-24	20	2.553	H
2018-12-24	21	2.105	H
2018-12-24	22	1.998	H
2018-12-24	23	1.98	H
2018-12-25	0	1.312	H
2018-12-25	1	0.674	H
2018-12-25	2	0.655	H
2018-12-25	3	0.342	H
