date	hour	th	origin
2018-12-10	00	4.015	H
2018-12-10	01	3.648	H
2018-12-10	02	3.49	H
2018-12-10	03	3.472	H
2018-12-10	04	4.128	R
2018-12-10	05	3.56	H
2018-12-10	06	3.332	H
2018-12-10	07	3.067	H
2018-12-10	08	2.978	H
2018-12-10	09	2.925	H
2018-12-10	10	3.031	H
2018-12-10	11	3.296	H
2018-12-10	12	4.62	R
2018-12-10	13	4.432	H
2018-12-10	14	4.553	H
2018-12-10	15	4.102	H
2018-12-10	16	3.56	H
2018-12-10	17	3.973	R
2018-12-10	18	3.472	H
2018-12-10	19	4.36	R
2018-12-10	20	3.402	H
2018-12-10	21	4.212	R
2018-12-10	22	3.987	R
2018-12-10	23	2.837	H
2018-12-11	00	2.499	H
2018-12-11	01	2.695	H
2018-12-11	02	2.209	R
2018-12-11	03	2.535	H
2018-12-11	04	2.061	R
2018-12-11	05	2.034	H
2018-12-11	06	1.962	H
2018-12-11	07	1.728	H
2018-12-11	08	1.002	H
2018-12-11	09	0.765	H
2018-12-11	10	1.921	R
2018-12-11	11	3.116	R
2018-12-11	12	3.586	R
2018-12-11	13	5.859	H
2018-12-11	14	6.045	H
2018-12-11	15	6.064	H
2018-12-11	16	4.847	H
2018-12-11	17	3.84	H
2018-12-11	18	3.12	H
2018-12-11	19	2.41	H
2018-12-11	20	1.962	H
2018-12-11	21	1.275	H
2018-12-11	22	0.784	H
2018-12-11	23	0.379	H
2018-12-12	00	0.14	H
2018-12-12	01	-0.046	H
2018-12-12	02	-0.362	H
2018-12-12	03	-0.4	H
2018-12-12	04	-0.4	H
2018-12-12	05	-0.344	H
2018-12-12	06	-1.748	R
2018-12-12	07	-1.038	H
2018-12-12	08	-0.925	H
2018-12-12	09	-0.793	H
2018-12-12	10	-0.406	R
2018-12-12	11	0.993	R
2018-12-12	12	1.611	R
2018-12-12	13	6.216	H
2018-12-12	14	7.414	H
2018-12-12	15	6.639	H
2018-12-12	16	5.139	H
2018-12-12	17	3.717	H
2018-12-12	18	2.676	H
2018-12-12	19	1.746	H
2018-12-12	20	1.746	H
2018-12-12	21	1.366	H
2018-12-12	22	1.094	H
2018-12-12	23	0.911	H
2018-12-13	00	0.838	H
2018-12-13	01	0.655	H
2018-12-13	02	0.563	H
2018-12-13	03	0.747	H
2018-12-13	04	0.526	H
2018-12-13	05	0.25	H
2018-12-13	06	0.195	H
2018-12-13	07	-0.009	H
2018-12-13	08	-0.046	H
2018-12-13	09	0.232	H
2018-12-13	10	1.347	H
2018-12-13	11	2.068	H
2018-12-13	12	1.908	H
2018-12-13	13	1.89	H
2018-12-13	14	1.62	H
2018-12-13	15	1.494	H
2018-12-13	16	1.366	H
2018-12-13	17	1.239	H
2018-12-13	18	0.951	R
2018-12-13	19	0.655	H
2018-12-13	20	0.287	H
2018-12-13	21	0.01	H
2018-12-13	22	-0.176	H
2018-12-13	23	-0.456	H
2018-12-14	00	-0.699	H
2018-12-14	01	-0.887	H
2018-12-14	02	-1.076	H
2018-12-14	03	-1.209	H
2018-12-14	04	-1.467	R
2018-12-14	05	-2.008	R
2018-12-14	06	-1.853	R
2018-12-14	07	-1.837	H
2018-12-14	08	-2.542	R
2018-12-14	09	-1.115	H
2018-12-14	10	-0.493	H
2018-12-14	11	0.471	H
2018-12-14	12	-0.089	R
2018-12-14	13	0.62	R
2018-12-14	14	0.859	R
2018-12-14	15	1.184	H
2018-12-14	16	-0.757	H
2018-12-14	17	0.353	R
2018-12-14	18	-1.704	H
2018-12-14	19	-1.818	H
2018-12-14	20	-1.703	H
2018-12-14	21	0.072	R
2018-12-14	22	-1.876	H
2018-12-14	23	-2.087	H
2018-12-15	00	-2.339	H
2018-12-15	01	-0.16	R
2018-12-15	02	-0.132	R
2018-12-15	03	-0.174	R
2018-12-15	04	-2.222	H
2018-12-15	05	-2.319	H
2018-12-15	06	-2.338	H
2018-12-15	07	-2.474	H
2018-12-15	08	-2.591	H
2018-12-15	09	-0.504	R
2018-12-15	10	-0.265	R
2018-12-15	11	-0.146	R
2018-12-15	12	0.129	R
2018-12-15	13	0.311	R
2018-12-15	14	1.292	H
2018-12-15	15	-0.04	R
2018-12-15	16	-0.729	R
2018-12-15	17	-3.574	H
2018-12-15	18	-4.656	H
2018-12-15	19	-4.616	H
2018-12-15	20	-4.232	H
2018-12-15	21	-1.924	R
2018-12-15	22	-3.534	H
2018-12-15	23	-2.981	H
2018-12-16	00	-2.727	H
2018-12-16	01	-1.094	R
2018-12-16	02	-1.186	R
2018-12-16	03	-0.87	R
2018-12-16	04	0.01	H
2018-12-16	05	-0.785	R
2018-12-16	06	2.105	H
2018-12-16	07	2.088	H
