date	hour	th	origin
2018-12-10	0	6.67	R
2018-12-10	1	6.651	R
2018-12-10	2	6.519	R
2018-12-10	3	6.33	R
2018-12-10	4	5.933	R
2018-12-10	5	5.14	R
2018-12-10	6	4.941	R
2018-12-10	7	4.932	R
2018-12-10	8	5.149	R
2018-12-10	9	5.612	R
2018-12-10	10	5.763	R
2018-12-10	11	6.226	R
2018-12-10	12	6.594	R
2018-12-10	13	7.652	R
2018-12-10	14	7.407	R
2018-12-10	15	6.453	R
2018-12-10	16	5.876	R
2018-12-10	17	5.725	R
2018-12-10	18	5.952	R
2018-12-10	19	6.245	R
2018-12-10	20	5.943	R
2018-12-10	21	6.046	R
2018-12-10	22	5.744	R
2018-12-10	23	4.29	R
2018-12-11	0	3.893	R
2018-12-11	1	3.893	H
2018-12-11	2	3.331	H
2018-12-11	3	3.392	R
2018-12-11	4	3.156	R
2018-12-11	5	2.553	H
2018-12-11	6	2.183	R
2018-12-11	7	1.075	H
2018-12-11	8	1.003	H
2018-12-11	9	1.421	H
2018-12-11	10	2.337	H
2018-12-11	11	3.717	H
2018-12-11	12	5.206	R
2018-12-11	13	5.631	R
2018-12-11	14	5.253	R
2018-12-11	15	5.725	R
2018-12-11	16	5.003	H
2018-12-11	17	3.927	H
2018-12-11	18	3.332	H
2018-12-11	19	3.031	H
2018-12-11	20	2.641	H
2018-12-11	21	1.709	H
2018-12-11	22	0.673	H
2018-12-11	23	0.195	H
2018-12-12	0	0.323	R
2018-12-12	1	-0.869	H
2018-12-12	2	-1.285	H
2018-12-12	3	-1.608	H
2018-12-12	4	-1.934	H
2018-12-12	5	-2.145	H
2018-12-12	6	-2.319	H
2018-12-12	7	-2.358	H
2018-12-12	8	-2.513	H
2018-12-12	9	-2.243	H
2018-12-12	10	-0.813	H
2018-12-12	11	0.891	H
2018-12-12	12	1.98	H
2018-12-12	13	2.826	R
2018-12-12	14	4.167	R
2018-12-12	15	4.346	H
2018-12-12	16	2.476	R
2018-12-12	17	0.893	H
2018-12-12	18	0.6	H
2018-12-12	19	0.176	H
2018-12-12	20	0.121	H
2018-12-12	21	-0.362	H
2018-12-12	22	-0.774	H
2018-12-12	23	-1.114	H
2018-12-13	0	-1.001	H
2018-12-13	1	-1.304	H
2018-12-13	2	-1.342	H
2018-12-13	3	-1.171	H
2018-12-13	4	-1.456	H
2018-12-13	5	-1.837	H
2018-12-13	6	-1.991	H
2018-12-13	7	-2.3	H
2018-12-13	8	-1.595	R
2018-12-13	9	-1.704	H
2018-12-13	10	-0.612	R
2018-12-13	11	0.644	R
2018-12-13	12	2.051	R
2018-12-13	13	2.213	H
2018-12-13	14	2.608	R
2018-12-13	15	2.467	R
2018-12-13	16	2.249	H
2018-12-13	17	1.962	H
2018-12-13	18	1.71	H
2018-12-13	19	1.512	H
2018-12-13	20	1.167	H
2018-12-13	21	0.765	H
2018-12-13	22	0.6	H
2018-12-13	23	0.549	R
2018-12-14	0	0.102	H
2018-12-14	1	-0.325	H
2018-12-14	2	-1.133	H
2018-12-14	3	-1.475	H
2018-12-14	4	-2.107	H
2018-12-14	5	-2.552	H
2018-12-14	6	-2.805	H
2018-12-14	7	-3.119	H
2018-12-14	8	-3.553	H
2018-12-14	9	-2.963	H
2018-12-14	10	-1.665	H
2018-12-14	11	-0.832	H
2018-12-14	12	0.266	R
2018-12-14	13	1.22	R
2018-12-14	14	1.366	H
2018-12-14	15	1.312	H
2018-12-14	16	0.984	H
2018-12-14	17	0.82	H
2018-12-14	18	0.757	R
2018-12-14	19	0.691	R
2018-12-14	20	0.625	R
2018-12-14	21	0.637	H
2018-12-14	22	0.49	H
2018-12-14	23	0.115	R
2018-12-15	0	0.435	H
2018-12-15	1	0.172	R
2018-12-15	2	0.209	R
2018-12-15	3	0.306	H
2018-12-15	4	0.068	R
2018-12-15	5	0.068	R
2018-12-15	6	-0.046	R
2018-12-15	7	0.011	R
2018-12-15	8	-0.139	H
2018-12-15	9	0.065	H
2018-12-15	10	0.582	H
2018-12-15	11	0.19	R
2018-12-15	12	0.618	H
2018-12-15	13	0.804	R
2018-12-15	14	0.618	H
2018-12-15	15	-0.046	H
2018-12-15	16	-0.925	H
2018-12-15	17	-1.418	H
2018-12-15	18	-1.704	H
2018-12-15	19	-2.049	H
2018-12-15	20	-2.338	H
2018-12-15	21	-2.261	H
2018-12-15	22	-1.857	H
2018-12-15	23	-1.475	H
2018-12-16	0	-0.963	H
2018-12-16	1	-0.812	H
2018-12-16	2	-1.171	H
2018-12-16	3	-0.587	H
2018-12-16	4	-0.306	H
2018-12-16	5	-0.4	H
2018-12-16	6	-0.456	H
2018-12-16	7	-0.15	R
2018-12-16	8	2.157	H
2018-12-16	9	3.822	H
2018-12-16	10	5.072	H
2018-12-16	11	5.754	R
2018-12-16	12	6.849	R
2018-12-16	13	7.813	R
2018-12-16	14	8.2	R
2018-12-16	15	6.69	H
2018-12-16	16	4.95	H
2018-12-16	17	3.4	H
2018-12-16	18	2.195	H
2018-12-16	19	1.764	H
2018-12-16	20	1.638	H
2018-12-16	21	1.166	H
2018-12-16	22	1.021	H
2018-12-16	23	1.728	H
2018-12-17	0	1.239	H
2018-12-17	1	1.348	H
2018-12-17	2	1.836	H
2018-12-17	3	2.124	H
2018-12-17	4	1.777	R
2018-12-17	5	2.141	H
2018-12-17	6	2.088	H
2018-12-17	7	2.015	H
2018-12-17	8	1.638	H
2018-12-17	9	3.185	R
2018-12-17	10	6.402	H
2018-12-17	11	6.674	H
2018-12-17	12	6.386	R
2018-12-17	13	7.548	R
2018-12-17	14	6.915	R
2018-12-17	15	7.297	H
2018-12-17	16	6.86	H
2018-12-17	17	6.437	H
2018-12-17	18	6.708	H
2018-12-17	19	6.774	R
2018-12-17	20	6.556	H
2018-12-17	21	6.573	H
2018-12-17	22	5.74	H
2018-12-17	23	5.123	H
2018-12-18	0	3.769	H
2018-12-18	1	2.641	H
2018-12-18	2	2.642	H
2018-12-18	3	2.231	H
2018-12-18	4	2.141	H
2018-12-18	5	1.474	H
2018-12-18	6	0.928	H
2018-12-18	7	0.139	H
2018-12-18	8	-0.4	H
2018-12-18	9	-0.4	H
