date	hour	th	origin
2018-12-10	 00	7.011	R
2018-12-10	 01	6.978	H
2018-12-10	 02	6.86	H
2018-12-10	 03	6.961	H
2018-12-10	 04	7.146	H
2018-12-10	 05	6.403	H
2018-12-10	 06	6.268	H
2018-12-10	 07	5.996	H
2018-12-10	 08	6.149	H
2018-12-10	 09	6.404	H
2018-12-10	 10	6.708	H
2018-12-10	 11	7.028	H
2018-12-10	 12	7.498	H
2018-12-10	 13	8.249	H
2018-12-10	 14	8.265	H
2018-12-10	 15	6.922	R
2018-12-10	 16	7.096	H
2018-12-10	 17	6.809	H
2018-12-10	 18	6.674	H
2018-12-10	 19	6.922	R
2018-12-10	 20	6.833	R
2018-12-10	 21	6.437	H
2018-12-10	 22	6.064	H
2018-12-10	 23	5.296	H
2018-12-11	 00	5.552	H
2018-12-11	 01	5.672	H
2018-12-11	 02	5.484	H
2018-12-11	 03	4.518	R
2018-12-11	 04	4.34	R
2018-12-11	 05	4.744	H
2018-12-11	 06	4.397	H
2018-12-11	 07	3.805	H
2018-12-11	 08	3.437	H
2018-12-11	 09	3.472	H
2018-12-11	 10	3.91	H
2018-12-11	 11	4.761	H
2018-12-11	 12	5.433	H
2018-12-11	 13	5.928	H
2018-12-11	 14	6.589	H
2018-12-11	 15	6.032	R
2018-12-11	 16	5.979	H
2018-12-11	 17	5.638	H
2018-12-11	 18	5.261	H
2018-12-11	 19	4.607	R
2018-12-11	 20	4.34	R
2018-12-11	 21	4.241	H
2018-12-11	 22	3.455	H
2018-12-11	 23	2.89	H
2018-12-12	 00	2.356	H
2018-12-12	 01	2.034	H
2018-12-12	 02	1.8	H
2018-12-12	 03	1.53	H
2018-12-12	 04	1.276	H
2018-12-12	 05	1.003	H
2018-12-12	 06	0.637	H
2018-12-12	 07	0.453	H
2018-12-12	 08	0.656	H
2018-12-12	 09	0.508	H
2018-12-12	 10	1.239	H
2018-12-12	 11	1.782	H
2018-12-12	 12	2.32	H
2018-12-12	 13	2.923	H
2018-12-12	 14	4.311	H
2018-12-12	 15	4.828	H
2018-12-12	 16	2.692	H
2018-12-12	 17	1.53	H
2018-12-12	 18	1.276	H
2018-12-12	 19	1.33	H
2018-12-12	 20	0.875	H
2018-12-12	 21	0.93	H
2018-12-12	 22	0.378	H
2018-12-12	 23	0.047	H
2018-12-13	 00	0.269	H
2018-12-13	 01	-0.201	R
2018-12-13	 02	-0.195	H
2018-12-13	 03	0.102	H
2018-12-13	 04	0.158	H
2018-12-13	 05	-0.027	H
2018-12-13	 06	0.158	H
2018-12-13	 07	-0.009	H
2018-12-13	 08	0.139	H
2018-12-13	 09	0.416	H
2018-12-13	 10	0.655	H
2018-12-13	 11	1.257	H
2018-12-13	 12	2.32	H
2018-12-13	 13	2.498	H
2018-12-13	 14	3.628	R
2018-12-13	 15	3.449	R
2018-12-13	 16	2.588	H
2018-12-13	 17	2.737	R
2018-12-13	 18	2.648	R
2018-12-13	 19	2.915	R
2018-12-13	 20	2.374	H
2018-12-13	 21	2.124	H
2018-12-13	 22	1.89	H
2018-12-13	 23	1.512	H
2018-12-14	 00	1.257	H
2018-12-14	 01	1.039	H
2018-12-14	 02	0.802	H
2018-12-14	 03	0.637	H
2018-12-14	 04	0.324	H
2018-12-14	 05	0.14	H
2018-12-14	 06	0.047	H
2018-12-14	 07	-0.29	R
2018-12-14	 08	-0.736	R
2018-12-14	 09	-0.379	R
2018-12-14	 10	-0.195	H
2018-12-14	 11	0.121	H
2018-12-14	 12	0.765	H
2018-12-14	 13	3.182	R
2018-12-14	 14	1.89	H
2018-12-14	 15	1.746	H
2018-12-14	 16	1.548	H
2018-12-14	 17	1.936	R
2018-12-14	 18	1.936	R
2018-12-14	 19	1.758	R
2018-12-14	 20	1.758	R
2018-12-14	 21	1.057	H
2018-12-14	 22	0.93	H
2018-12-14	 23	1.057	H
2018-12-15	 00	0.875	H
2018-12-15	 01	1.003	H
2018-12-15	 02	0.911	H
2018-12-15	 03	0.912	H
2018-12-15	 04	0.948	H
2018-12-15	 05	0.93	H
2018-12-15	 06	0.711	H
2018-12-15	 07	1.134	R
2018-12-15	 08	0.867	R
2018-12-15	 09	1.045	R
2018-12-15	 10	1.366	H
2018-12-15	 11	1.692	H
2018-12-15	 12	1.494	H
2018-12-15	 13	1.457	H
2018-12-15	 14	1.602	H
2018-12-15	 15	1.491	R
2018-12-15	 16	0.746	H
2018-12-15	 17	0.434	H
2018-12-15	 18	0.066	H
