date_time,th,origin
2024-11-05 21,10.862,H
2024-11-05 22,10.748,H
2024-11-05 23,10.292,H
2024-11-06 00,10.226,H
2024-11-06 01,9.505,H
2024-11-06 02,10.259,H
2024-11-06 03,10.52,H
2024-11-06 04,10.928,H
2024-11-06 05,10.569,H
2024-11-06 06,11.851,H
2024-11-06 07,11.267,H
2024-11-06 08,10.076,H
2024-11-06 09,10.078,H
2024-11-06 10,10.585,H
2024-11-06 11,11.22,H
2024-11-06 12,10.992,H
2024-11-06 13,11.77,H
2024-11-06 14,11.122,H
2024-11-06 15,12.125,H
2024-11-06 16,10.092,H
2024-11-06 17,9.78,H
2024-11-06 18,11.69,H
2024-11-06 19,7.233,R
2024-11-06 20,6.176,R
2024-11-06 21,6.708,H
2024-11-06 22,6.539,H
2024-11-06 23,6.285,H
2024-11-07 00,6.268,H
2024-11-07 01,5.859,H
2024-11-07 02,5.518,H
2024-11-07 03,5.381,H
2024-11-07 04,5.21,H
2024-11-07 05,5.175,H
2024-11-07 06,4.882,H
2024-11-07 07,4.658,H
2024-11-07 08,4.71,H
2024-11-07 09,4.606,H
2024-11-07 10,4.744,H
2024-11-07 11,4.658,H
2024-11-07 12,4.813,H
2024-11-07 13,4.969,H
2024-11-07 14,5.278,H
2024-11-07 15,5.467,H
2024-11-07 16,5.244,H
2024-11-07 17,5.175,H
2024-11-07 18,5.175,H
2024-11-07 19,5.278,H
2024-11-07 20,5.621,R
2024-11-07 21,5.978,H
2024-11-07 22,6.573,H
2024-11-07 23,6.758,H
2024-11-08 00,5.875,R
2024-11-08 01,6.387,H
2024-11-08 02,6.217,H
2024-11-08 03,6.064,H
2024-11-08 04,5.532,R
2024-11-08 05,5.469,R
2024-11-08 06,5.467,R
2024-11-08 07,5.43,R
2024-11-08 08,5.734,R
2024-11-08 09,6.234,H
2024-11-08 10,6.91,H
2024-11-08 11,7.23,H
2024-11-08 12,7.364,H
2024-11-08 13,7.448,H
2024-11-08 14,6.756,R
2024-11-08 15,7.414,H
2024-11-08 16,7.196,H
2024-11-08 17,6.578,R
2024-11-08 18,6.582,R
2024-11-08 19,7.045,H
2024-11-08 20,6.436,R
2024-11-08 21,6.894,H
2024-11-08 22,6.792,H
2024-11-08 23,6.758,H
2024-11-09 00,6.274,R
2024-11-09 01,6.741,H
2024-11-09 02,6.826,H
2024-11-09 03,6.505,H
2024-11-09 04,6.285,H
2024-11-09 05,5.826,H
2024-11-09 06,5.637,H
2024-11-09 07,5.604,H
2024-11-09 08,6.42,H
2024-11-09 09,6.774,R
2024-11-09 10,8.131,H
2024-11-09 11,9.291,H
2024-11-09 12,9.439,H
2024-11-09 13,8.647,H
2024-11-09 14,8.663,H
2024-11-09 15,7.581,H
2024-11-09 16,6.961,H
2024-11-09 17,6.59,H
2024-11-09 18,6.387,H
2024-11-09 19,6.115,H
2024-11-09 20,6.149,H
2024-11-09 21,6.013,H
2024-11-09 22,6.149,H
2024-11-09 23,6.166,H
2024-11-10 00,5.996,H
2024-11-10 01,5.877,H
2024-11-10 02,5.237,R
2024-11-10 03,5.101,R
2024-11-10 04,5.552,H
2024-11-10 05,5.467,H
2024-11-10 06,5.209,H
2024-11-10 07,4.934,H
2024-11-10 08,5.158,H
2024-11-10 09,5.586,H
2024-11-10 10,5.158,R
2024-11-10 11,5.945,H
2024-11-10 12,6.166,H
2024-11-10 13,6.217,H
2024-11-10 14,5.979,H
2024-11-10 15,5.672,H
2024-11-10 16,5.175,H
2024-11-10 17,4.554,H
2024-11-10 18,4.259,H
2024-11-10 19,4.155,H
2024-11-10 20,3.535,R
2024-11-10 21,3.963,H
2024-11-10 22,3.805,H
2024-11-10 23,3.665,H
2024-11-11 00,3.56,H
2024-11-11 01,3.525,H
2024-11-11 02,3.349,H
2024-11-11 03,3.208,H
2024-11-11 04,3.084,H
2024-11-11 05,3.049,H
2024-11-11 06,2.925,H
2024-11-11 07,2.855,H
2024-11-11 08,2.961,H
2024-11-11 09,3.12,H
2024-11-11 10,3.243,H
2024-11-11 11,3.84,H
2024-11-11 12,3.805,H
2024-11-11 13,4.068,H
2024-11-11 14,4.467,H
2024-11-11 15,4.294,H
2024-11-11 16,4.363,H
2024-11-11 17,4.207,H
2024-11-11 18,4.224,H
2024-11-11 19,4.623,H
2024-11-11 20,4.505,R
2024-11-11 21,4.934,H
2024-11-11 22,5.037,H
2024-11-11 23,5.089,H
2024-11-12 00,5.227,H
2024-11-12 01,5.141,H
2024-11-12 02,4.848,H
2024-11-12 03,4.623,H
2024-11-12 04,4.554,H
2024-11-12 05,4.311,H
2024-11-12 06,3.7,H
2024-11-12 07,3.402,H
2024-11-12 08,3.507,H
2024-11-12 09,3.91,H
2024-11-12 10,4.432,H
2024-11-12 11,4.986,H
2024-11-12 12,4.917,H
2024-11-12 13,5.089,H
2024-11-12 14,5.261,H
2024-11-12 15,4.966,R
2024-11-12 16,5.192,H
2024-11-12 17,5.02,H
2024-11-12 18,4.328,H
2024-11-12 19,3.56,H
2024-11-12 20,3.155,H
2024-11-12 21,2.719,R
2024-11-12 22,2.661,R
2024-11-12 23,2.961,H
2024-11-13 00,2.611,R
2024-11-13 01,2.531,R
2024-11-13 02,2.837,H
2024-11-13 03,2.659,H
2024-11-13 04,2.41,H
2024-11-13 05,2.195,H
2024-11-13 06,1.962,H
2024-11-13 07,1.642,R
2024-11-13 08,1.944,H
2024-11-13 09,2.052,H
2024-11-13 10,2.249,H
2024-11-13 11,2.553,H
2024-11-13 12,2.73,H
2024-11-13 13,2.978,H
2024-11-13 14,2.925,H
2024-11-13 15,2.553,H
2024-11-13 16,1.51,R
2024-11-13 17,1.764,H
2024-11-13 18,1.385,H
2024-11-13 19,1.512,H
2024-11-13 20,1.8,H
2024-11-13 21,1.89,H
2024-11-13 22,1.836,H
2024-11-13 23,1.98,H
2024-11-14 00,1.782,H
2024-11-14 01,1.348,H
2024-11-14 02,0.911,H
2024-11-14 03,1.094,H
2024-11-14 04,1.493,H
2024-11-14 05,1.228,R
2024-11-14 06,1.457,H
2024-11-14 07,1.457,H
2024-11-14 08,1.71,H
2024-11-14 09,2.267,H
2024-11-14 10,3.225,H
2024-11-14 11,4.154,H
2024-11-14 12,5.329,H
2024-11-14 13,5.859,H
2024-11-14 14,6.047,H
2024-11-14 15,5.672,H
2024-11-14 16,5.449,H
2024-11-14 17,4.934,H
2024-11-14 18,5.02,H
2024-11-14 19,5.33,H
2024-11-14 20,5.261,H
2024-11-14 21,5.791,H
2024-11-14 22,5.603,H
2024-11-14 23,5.928,H
2024-11-15 00,6.047,H
2024-11-15 01,6.03,H
2024-11-15 02,5.62,H
2024-11-15 03,5.74,H
2024-11-15 04,5.45,H
2024-11-15 05,5.21,H
2024-11-15 06,5.21,H
2024-11-15 07,5.535,H
2024-11-15 08,5.689,H
2024-11-15 09,6.251,H
2024-11-15 10,6.674,H
2024-11-15 11,7.112,H
2024-11-15 12,7.481,H
2024-11-15 13,7.213,H
2024-11-15 14,7.363,H
2024-11-15 15,6.792,H
2024-11-15 16,6.251,H
2024-11-15 17,5.877,H
2024-11-15 18,5.431,R
2024-11-15 19,5.843,H
2024-11-15 20,5.74,H
2024-11-15 21,5.655,H
2024-11-15 22,5.466,H
2024-11-15 23,5.141,H
2024-11-16 00,4.623,H
2024-11-16 01,4.189,H
2024-11-16 02,3.998,H
2024-11-16 03,3.436,H
2024-11-16 04,2.588,H
2024-11-16 05,2.553,H
2024-11-16 06,2.32,H
2024-11-16 07,1.42,H
2024-11-16 08,1.457,H
2024-11-16 09,3.296,H
2024-11-16 10,4.553,H
2024-11-16 11,4.675,H
2024-11-16 12,4.709,H
2024-11-16 13,4.196,R
2024-11-16 14,7.212,H
2024-11-16 15,8.013,H
2024-11-16 16,5.136,H
2024-11-16 17,3.349,H
2024-11-16 18,1.692,H
2024-11-16 19,1.511,H
2024-11-16 20,1.89,H
2024-11-16 21,1.818,H
2024-11-16 22,1.656,H
2024-11-16 23,1.53,H
2024-11-17 00,1.292,R
2024-11-17 01,1.516,R
2024-11-17 02,1.764,H
2024-11-17 03,1.89,H
2024-11-17 04,1.638,H
2024-11-17 05,1.584,H
2024-11-17 06,2.052,H
2024-11-17 07,2.267,H
2024-11-17 08,2.641,H
2024-11-17 09,3.437,H
2024-11-17 10,3.875,H
2024-11-17 11,4.761,H
2024-11-17 12,5.45,H
2024-11-17 13,6.047,H
2024-11-17 14,6.013,H
2024-11-17 15,5.381,H
2024-11-17 16,5.124,H
2024-11-17 17,4.899,H
2024-11-17 18,4.762,H
2024-11-17 19,4.64,H
2024-11-17 20,4.113,R
2024-11-17 21,3.915,R
2024-11-17 22,4.172,H
2024-11-17 23,3.945,H
2024-11-18 00,3.84,H
2024-11-18 01,3.823,H
2024-11-18 02,3.858,H
2024-11-18 03,3.946,H
2024-11-18 04,3.91,H
2024-11-18 05,3.7,H
2024-11-18 06,3.753,H
2024-11-18 07,4.172,H
2024-11-18 08,4.346,H
2024-11-18 09,4.9,H
2024-11-18 10,5.74,H
2024-11-18 11,5.826,H
2024-11-18 12,6.2,H
2024-11-18 13,6.522,H
2024-11-18 14,6.725,H
2024-11-18 15,6.86,H
2024-11-18 16,6.525,R
2024-11-18 17,6.961,H
2024-11-18 18,7.012,H
2024-11-18 19,6.47,R
2024-11-18 20,6.927,H
2024-11-18 21,6.742,H
2024-11-18 22,6.775,H
2024-11-18 23,6.843,H
2024-11-19 00,6.995,H
2024-11-19 01,7.028,H
2024-11-19 02,7.028,H
2024-11-19 03,6.319,H
2024-11-19 04,6.556,H
2024-11-19 05,6.809,H
2024-11-19 06,6.562,R
2024-11-19 07,7.012,H
2024-11-19 08,7.095,H
2024-11-19 09,7.699,H
2024-11-19 10,8.115,H
2024-11-19 11,8.365,H
2024-11-19 12,8.63,H
2024-11-19 13,8.73,H
2024-11-19 14,9.06,H
2024-11-19 15,9.06,H
2024-11-19 16,9.077,H
2024-11-19 17,9.357,H
2024-11-19 18,9.34,H
2024-11-19 19,9.406,H
2024-11-19 20,8.514,H
2024-11-19 21,8.282,H
2024-11-19 22,7.746,H
2024-11-19 23,5.018,H
2024-11-20 00,3.7,H
2024-11-20 01,3.42,H
2024-11-20 02,3.578,H
2024-11-20 03,2.426,H
2024-11-20 04,0.269,H
2024-11-20 05,0.471,H
2024-11-20 06,0.379,H
2024-11-20 07,-0.139,H
2024-11-20 08,0.563,H
2024-11-20 09,1.365,H
2024-11-20 10,1.926,H
2024-11-20 11,2.568,R
2024-11-20 12,2.835,H
2024-11-20 13,3.817,R
2024-11-20 14,3.732,R
2024-11-20 15,2.82,R
2024-11-20 16,3.501,H
2024-11-20 17,1.908,H
2024-11-20 18,1.475,H
2024-11-20 19,1.348,H
2024-11-20 20,1.239,H
2024-11-20 21,1.167,H
2024-11-20 22,1.148,H
2024-11-20 23,0.416,H
2024-11-21 00,0.306,H
2024-11-21 01,0.065,H
2024-11-21 02,-0.102,H
2024-11-21 03,-0.176,H
2024-11-21 04,-0.587,H
2024-11-21 05,-0.737,H
2024-11-21 06,-1.152,H
2024-11-21 07,-1.57,H
2024-11-21 08,-1.097,H
2024-11-21 09,-0.158,H
2024-11-21 10,0.232,H
2024-11-21 11,1.112,H
2024-11-21 12,1.764,H
2024-11-21 13,1.872,H
2024-11-21 14,1.365,H
2024-11-21 15,0.637,H
2024-11-21 16,-0.143,H
2024-11-21 17,-1.876,H
2024-11-21 18,-1.95,R
2024-11-21 19,-1.98,R
2024-11-21 20,-2.065,R
2024-11-21 21,-1.991,H
2024-11-21 22,-2.03,H
2024-11-21 23,-1.908,R
2024-11-22 00,-1.837,H
2024-11-22 01,-1.991,H
2024-11-22 02,-2.669,H
2024-11-22 03,-3.119,H
2024-11-22 04,-2.962,H
2024-11-22 05,-3.138,H
2024-11-22 06,-3.04,H
2024-11-22 07,-3.237,H
2024-11-22 08,-3.316,H
2024-11-22 09,-2.885,H
2024-11-22 10,-2.884,H
2024-11-22 11,-2.708,H
2024-11-22 12,-2.435,H
2024-11-22 13,-2.011,H
2024-11-22 14,-1.783,R
2024-11-22 15,-1.857,R
2024-11-22 16,-1.818,H
2024-11-22 17,-1.475,H
2024-11-22 18,-1.284,H
2024-11-22 19,-1.152,H
2024-11-22 20,-0.925,H
2024-11-22 21,-0.963,H
2024-11-22 22,-0.774,H
2024-11-22 23,-0.606,H
2024-11-23 00,-0.313,R
2024-11-23 01,-0.195,H
2024-11-23 02,-0.195,H
2024-11-23 03,-0.269,H
2024-11-23 04,-0.269,H
2024-11-23 05,-0.288,H
2024-11-23 06,0.047,H
2024-11-23 07,0.361,H
2024-11-23 08,0.929,H
2024-11-23 09,2.243,R
2024-11-23 10,2.283,R
2024-11-23 11,3.577,H
2024-11-23 12,4.71,H
2024-11-23 13,5.482,H
2024-11-23 14,4.586,H
2024-11-23 15,3.367,H
2024-11-23 16,4.032,H
2024-11-23 17,5.157,H
2024-11-23 18,5.603,H
2024-11-23 19,6.302,H
2024-11-23 20,6.909,H
2024-11-23 21,7.464,H
2024-11-23 22,7.799,H
2024-11-23 23,7.681,H
2024-11-24 00,8.464,H
2024-11-24 01,9.85,H
2024-11-24 02,10.079,H
2024-11-24 03,10.585,H
2024-11-24 04,11.009,H
2024-11-24 05,11.641,H
2024-11-24 06,11.317,H
2024-11-24 07,11.884,H
2024-11-24 08,12.883,H
2024-11-24 09,12.947,H
2024-11-24 10,13.766,H
2024-11-24 11,14.597,H
2024-11-24 12,15.091,H
2024-11-24 13,16.474,H
2024-11-24 14,16.491,H
2024-11-24 15,15.982,H
2024-11-24 16,15.585,H
2024-11-24 17,15.139,H
2024-11-24 18,15.489,H
2024-11-24 19,15.76,H
2024-11-24 20,15.76,H
2024-11-24 21,15.298,H
2024-11-24 22,14.948,H
2024-11-24 23,14.82,H
2024-11-25 00,14.533,H
2024-11-25 01,14.852,H
2024-11-25 02,14.868,H
2024-11-25 03,14.645,H
2024-11-25 04,14.118,H
2024-11-25 05,14.756,H
2024-11-25 06,15.41,H
2024-11-25 07,15.33,H
2024-11-25 08,15.871,H
2024-11-25 09,17.506,H
2024-11-25 10,18.014,H
2024-11-25 11,18.695,H
2024-11-25 12,18.949,H
2024-11-25 13,19.329,H
2024-11-25 14,18.806,H
2024-11-25 15,18.901,H
2024-11-25 16,18.727,H
2024-11-25 17,18.172,H
2024-11-25 18,17.427,H
2024-11-25 19,15.663,H
2024-11-25 20,11.721,H
2024-11-25 21,10.406,H
2024-11-25 22,10.275,H
2024-11-25 23,9.652,H
2024-11-26 00,8.928,H
2024-11-26 01,9.307,H
2024-11-26 02,8.73,H
2024-11-26 03,8.448,H
2024-11-26 04,7.999,H
2024-11-26 05,7.28,H
2024-11-26 06,6.758,H
2024-11-26 07,6.944,H
2024-11-26 08,7.196,H
2024-11-26 09,7.431,H
2024-11-26 10,8.265,H
2024-11-26 11,8.448,H
2024-11-26 12,8.697,H
2024-11-26 13,8.928,H
2024-11-26 14,9.209,H
2024-11-26 15,9.274,H
2024-11-26 16,8.945,H
2024-11-26 17,8.73,H
2024-11-26 18,8.075,R
2024-11-26 19,8.481,H
2024-11-26 20,8.531,H
2024-11-26 21,8.514,H
2024-11-26 22,8.382,H
2024-11-26 23,8.232,H
2024-11-27 00,8.049,H
2024-11-27 01,7.598,H
2024-11-27 02,7.381,H
2024-11-27 03,7.364,H
2024-11-27 04,7.464,H
2024-11-27 05,7.347,H
2024-11-27 06,7.464,H
2024-11-27 07,7.548,H
2024-11-27 08,7.816,H
2024-11-27 09,8.596,H
2024-11-27 10,10.209,H
2024-11-27 11,11.284,H
2024-11-27 12,11.22,H
2024-11-27 13,10.418,R
2024-11-27 14,10.015,R
2024-11-27 15,10.83,H
2024-11-27 16,10.716,H
2024-11-27 17,10.732,H
2024-11-27 18,10.584,H
2024-11-27 19,8.431,H
2024-11-27 20,10.111,H
2024-11-27 21,10.895,H
2024-11-27 22,8.492,H
2024-11-27 23,8.182,H
2024-11-28 00,8.349,H
2024-11-28 01,8.614,H
2024-11-28 02,8.341,R
2024-11-28 03,8.095,R
2024-11-28 04,5.861,R
2024-11-28 05,6.351,H
2024-11-28 06,5.105,H
2024-11-28 07,3.963,H
2024-11-28 08,3.718,H
2024-11-28 09,3.84,H
2024-11-28 10,4.344,H
2024-11-28 11,4.968,H
2024-11-28 12,4.432,H
2024-11-28 13,5.137,H
2024-11-28 14,4.553,H
2024-11-28 15,4.473,R
2024-11-28 16,4.532,R
2024-11-28 17,4.554,H
2024-11-28 18,4.432,H
2024-11-28 19,4.554,H
2024-11-28 20,3.611,H
2024-11-28 21,3.084,H
2024-11-28 22,3.612,H
2024-11-28 23,3.7,H
2024-11-29 00,3.296,H
2024-11-29 01,3.155,H
2024-11-29 02,2.783,H
2024-11-29 03,2.392,H
2024-11-29 04,2.339,H
2024-11-29 05,1.728,H
2024-11-29 06,1.854,H
2024-11-29 07,1.746,H
2024-11-29 08,2.521,R
2024-11-29 09,3.527,R
2024-11-29 10,4.949,H
2024-11-29 11,5.089,H
2024-11-29 12,5.637,H
2024-11-29 13,4.967,R
2024-11-29 14,3.121,R
2024-11-29 15,2.715,R
2024-11-29 16,3.34,R
2024-11-29 17,3.525,H
2024-11-29 18,3.049,H
2024-11-29 19,2.695,H
2024-11-29 20,2.034,H
2024-11-29 21,1.475,H
2024-11-29 22,1.094,H
2024-11-29 23,0.875,H
2024-11-30 00,0.838,H
2024-11-30 01,0.875,H
2024-11-30 02,1.039,H
2024-11-30 03,1.203,H
2024-11-30 04,0.93,H
2024-11-30 05,0.71,H
2024-11-30 06,-0.308,H
2024-11-30 07,-2.344,H
2024-11-30 08,-2.884,H
2024-11-30 09,-1.82,H
2024-11-30 10,-1.133,H
2024-11-30 11,0.083,H
2024-11-30 12,0.359,H
2024-11-30 13,-0.112,R
2024-11-30 14,0.888,R
2024-11-30 15,0.511,R
2024-11-30 16,-0.302,R
2024-11-30 17,-0.438,H
2024-11-30 18,-0.925,H
2024-11-30 19,-0.756,H
2024-11-30 20,-1.248,H
2024-11-30 21,-2.126,H
2024-11-30 22,-2.126,H
2024-11-30 23,-2.319,H
2024-12-01 00,-2.746,H
2024-12-01 01,-2.903,H
2024-12-01 02,-3.079,H
2024-12-01 03,-2.785,H
2024-12-01 04,-3.06,H
2024-12-01 05,-3.179,H
2024-12-01 06,-3.593,H
2024-12-01 07,-3.732,H
2024-12-01 08,-2.074,H
2024-12-01 09,1.196,R
2024-12-01 10,0.402,R
2024-12-01 11,1.671,H
2024-12-01 12,3.723,H
2024-12-01 13,5.366,R
2024-12-01 14,6.048,R
2024-12-01 15,5.695,R
2024-12-01 16,5.562,R
2024-12-01 17,5.672,H
2024-12-01 18,6.268,H
2024-12-01 19,7.562,R
2024-12-01 20,7.966,H
2024-12-01 21,8.777,H
2024-12-01 22,8.746,H
2024-12-01 23,9.438,H
2024-12-02 00,10.389,H
2024-12-02 01,7.541,R
2024-12-02 02,9.067,R
2024-12-02 03,9.339,H
2024-12-02 04,9.866,H
2024-12-02 05,10.259,H
2024-12-02 06,10.259,H
2024-12-02 07,10.046,H
2024-12-02 08,10.095,H
2024-12-02 09,10.618,H
2024-12-02 10,10.83,H
2024-12-02 11,10.602,H
2024-12-02 12,10.292,H
2024-12-02 13,10.194,H
2024-12-02 14,9.834,H
2024-12-02 15,9.373,H
2024-12-02 16,8.829,H
2024-12-02 17,8.961,H
2024-12-02 18,8.812,H
2024-12-02 19,8.215,H
2024-12-02 20,7.949,H
2024-12-02 21,7.682,H
2024-12-02 22,7.414,H
2024-12-02 23,7.028,H
2024-12-03 00,6.809,H
2024-12-03 01,6.2,H
2024-12-03 02,5.944,H
2024-12-03 03,4.692,H
2024-12-03 04,5.106,H
2024-12-03 05,4.761,H
2024-12-03 06,4.727,H
2024-12-03 07,4.172,H
2024-12-03 08,4.397,H
2024-12-03 09,6.078,H
2024-12-03 10,6.876,H
2024-12-03 11,6.791,H
2024-12-03 12,5.893,H
2024-12-03 13,5.894,H
2024-12-03 14,5.928,H
2024-12-03 15,5.14,H
2024-12-03 16,4.658,H
2024-12-03 17,4.259,H
2024-12-03 18,4.032,H
2024-12-03 19,3.665,H
2024-12-03 20,3.332,H
2024-12-03 21,3.19,H
2024-12-03 22,2.873,R
2024-12-03 23,3.067,H
2024-12-04 00,2.863,R
2024-12-04 01,2.775,R
2024-12-04 02,2.566,R
2024-12-04 03,2.801,H
2024-12-04 04,2.73,H
2024-12-04 05,2.499,H
2024-12-04 06,2.285,H
2024-12-04 07,2.374,H
2024-12-04 08,2.339,H
2024-12-04 09,2.302,H
2024-12-04 10,3.048,H
2024-12-04 11,2.925,H
2024-12-04 12,3.944,H
2024-12-04 13,2.367,R
2024-12-04 14,3.278,H
2024-12-04 15,2.606,H
2024-12-04 16,2.303,H
2024-12-04 17,2.213,H
2024-12-04 18,2.249,H
2024-12-04 19,2.177,H
2024-12-04 20,1.8,H
2024-12-04 21,1.782,H
2024-12-04 22,1.818,H
2024-12-04 23,0.892,H
2024-12-05 00,0.893,H
2024-12-05 01,0.305,H
2024-12-05 02,-0.046,H
2024-12-05 03,-0.139,H
2024-12-05 04,-0.102,H
2024-12-05 05,-0.027,H
2024-12-05 06,0.065,H
2024-12-05 07,0.453,H
2024-12-05 08,0.654,H
2024-12-05 09,1.76,R
2024-12-05 10,2.569,H
2024-12-05 11,3.152,H
2024-12-05 12,2.369,R
2024-12-05 13,3.752,H
2024-12-05 14,3.225,H
2024-12-05 15,3.63,H
2024-12-05 16,3.998,H
2024-12-05 17,2.497,H
2024-12-05 18,2.641,H
2024-12-05 19,3.681,H
2024-12-05 20,4.761,H
2024-12-05 21,5.278,H
2024-12-05 22,5.535,H
2024-12-05 23,6.013,H
2024-12-06 00,7.129,H
2024-12-06 01,7.045,H
2024-12-06 02,7.582,H
2024-12-06 03,8.049,H
2024-12-06 04,8.199,H
2024-12-06 05,7.832,H
2024-12-06 06,6.96,H
2024-12-06 07,6.438,H
2024-12-06 08,6.336,H
2024-12-06 09,6.387,H
2024-12-06 10,6.336,H
2024-12-06 11,6.691,H
2024-12-06 12,7.296,H
2024-12-06 13,7.995,H
2024-12-06 14,6.376,R
2024-12-06 15,5.861,R
2024-12-06 16,6.351,H
2024-12-06 17,5.672,H
2024-12-06 18,5.278,H
2024-12-06 19,4.986,H
2024-12-06 20,4.814,H
2024-12-06 21,4.414,H
2024-12-06 22,3.648,H
2024-12-06 23,3.928,H
2024-12-07 00,4.623,H
2024-12-07 01,4.934,H
2024-12-07 02,5.141,H
2024-12-07 03,5.381,H
2024-12-07 04,5.586,H
2024-12-07 05,6.386,H
2024-12-07 06,6.556,H
2024-12-07 07,6.742,H
2024-12-07 08,7.481,H
2024-12-07 09,8.166,H
2024-12-07 10,7.646,H
2024-12-07 11,5.825,H
2024-12-07 12,5.877,H
2024-12-07 13,6.285,H
2024-12-07 14,6.266,H
2024-12-07 15,5.398,H
2024-12-07 16,5.655,H
2024-12-07 17,4.796,H
2024-12-07 18,4.883,H
2024-12-07 19,4.658,H
2024-12-07 20,4.276,H
2024-12-07 21,3.665,H
2024-12-07 22,3.595,H
2024-12-07 23,3.683,H
2024-12-08 00,3.736,H
2024-12-08 01,3.683,H
2024-12-08 02,3.63,H
2024-12-08 03,3.226,H
2024-12-08 04,2.57,H
2024-12-08 05,2.606,H
2024-12-08 06,2.553,H
2024-12-08 07,2.41,H
2024-12-08 08,2.052,H
2024-12-08 09,2.41,H
2024-12-08 10,3.278,H
2024-12-08 11,4.276,H
2024-12-08 12,4.71,H
2024-12-08 13,4.658,H
2024-12-08 14,4.761,H
