dttm,th,origin
2024-10-31 00,8.933,R
2024-10-31 01,8.939,R
2024-10-31 02,8.928,R
2024-10-31 03,8.754,R
2024-10-31 04,8.819,R
2024-10-31 05,8.466,R
2024-10-31 06,8.443,R
2024-10-31 07,8.937,R
2024-10-31 08,8.731,H
2024-10-31 09,8.477,R
2024-10-31 10,8.991,H
2024-10-31 11,9.282,H
2024-10-31 12,8.860,R
2024-10-31 13,8.933,R
2024-10-31 14,8.959,R
2024-10-31 15,9.032,R
2024-10-31 16,9.136,H
2024-10-31 17,8.867,R
2024-10-31 18,8.873,R
2024-10-31 19,8.806,R
2024-10-31 20,8.823,R
2024-10-31 21,8.729,R
2024-10-31 22,8.736,R
2024-10-31 23,8.803,R
2024-11-01 00,8.537,H
2024-11-01 01,8.130,H
2024-11-01 02,7.823,R
2024-11-01 03,7.713,R
2024-11-01 04,7.509,R
2024-11-01 05,7.511,R
2024-11-01 06,7.685,R
2024-11-01 07,7.492,H
2024-11-01 08,7.366,R
2024-11-01 09,7.968,H
2024-11-01 10,8.212,H
2024-11-01 11,8.699,H
2024-11-01 12,9.636,H
2024-11-01 13,10.358,H
2024-11-01 14,10.614,H
2024-11-01 15,10.996,H
2024-11-01 16,10.789,H
2024-11-01 17,9.957,H
2024-11-01 18,9.893,H
2024-11-01 19,9.636,H
2024-11-01 20,8.358,H
2024-11-01 21,8.065,H
2024-11-01 22,7.738,H
2024-11-01 23,7.578,R
2024-11-02 00,7.610,R
2024-11-02 01,7.225,R
2024-11-02 02,7.057,R
2024-11-02 03,6.652,H
2024-11-02 04,6.487,H
2024-11-02 05,6.250,R
2024-11-02 06,6.364,R
2024-11-02 07,6.403,R
2024-11-02 08,6.426,R
2024-11-02 09,6.396,R
2024-11-02 10,7.229,H
2024-11-02 11,7.771,H
2024-11-02 12,7.935,H
2024-11-02 13,7.759,R
2024-11-02 14,8.002,R
2024-11-02 15,7.841,R
2024-11-02 16,7.819,R
2024-11-02 17,7.608,R
2024-11-02 18,7.213,H
2024-11-02 19,7.344,R
2024-11-02 20,7.382,R
2024-11-02 21,7.430,R
2024-11-02 22,6.900,H
2024-11-02 23,7.073,R
2024-11-03 00,6.520,H
2024-11-03 01,6.778,R
2024-11-03 02,6.353,H
2024-11-03 03,5.820,H
2024-11-03 04,6.054,H
2024-11-03 05,5.753,H
2024-11-03 06,5.887,H
2024-11-03 07,5.787,H
2024-11-03 08,6.187,H
2024-11-03 09,7.032,H
2024-11-03 10,7.934,H
2024-11-03 11,8.732,H
2024-11-03 12,9.588,H
2024-11-03 13,10.245,H
2024-11-03 14,10.084,R
2024-11-03 15,10.300,R
