"dttm","th","origin"
"2024-10-31 00",8.523,"R"
"2024-10-31 01",8.518,"H"
"2024-10-31 02",8.518,"R"
"2024-10-31 03",8.343,"R"
"2024-10-31 04",8.407,"R"
"2024-10-31 05",8.051,"R"
"2024-10-31 06",8.028,"R"
"2024-10-31 07",8.527,"R"
"2024-10-31 08",8.223,"R"
"2024-10-31 09",8.403,"H"
"2024-10-31 10",8.203,"R"
"2024-10-31 11",8.589,"R"
"2024-10-31 12",8.469,"H"
"2024-10-31 13",8.78,"H"
"2024-10-31 14",8.549,"R"
"2024-10-31 15",8.623,"R"
"2024-10-31 16",8.489,"R"
"2024-10-31 17",8.456,"R"
"2024-10-31 18",8.463,"R"
"2024-10-31 19",8.394,"R"
"2024-10-31 20",8.412,"R"
"2024-10-31 21",8.317,"R"
"2024-10-31 22",8.324,"R"
"2024-10-31 23",8.391,"R"
"2024-11-01 00",8.048,"R"
"2024-11-01 01",7.519,"R"
"2024-11-01 02",7.908,"H"
"2024-11-01 03",7.528,"H"
"2024-11-01 04",7.395,"H"
"2024-11-01 05",7.088,"R"
"2024-11-01 06",7.263,"R"
"2024-11-01 07",6.917,"R"
"2024-11-01 08",6.942,"R"
"2024-11-01 09",6.913,"H"
"2024-11-01 10",7.062,"H"
"2024-11-01 11",7.528,"H"
"2024-11-01 12",7.908,"H"
"2024-11-01 13",8.485,"H"
"2024-11-01 14",9.646,"H"
"2024-11-01 15",10.279,"H"
"2024-11-01 16",10.506,"H"
"2024-11-01 17",10.877,"H"
"2024-11-01 18",10.441,"H"
"2024-11-01 19",9.499,"H"
"2024-11-01 20",9.385,"H"
"2024-11-01 21",9.075,"H"
"2024-11-01 22",7.792,"H"
"2024-11-01 23",7.494,"H"
"2024-11-02 00",7.188,"R"
"2024-11-02 01",6.799,"R"
"2024-11-02 02",6.63,"R"
"2024-11-02 03",6.863,"H"
"2024-11-02 04",6.595,"H"
"2024-11-02 05",6.059,"H"
"2024-11-02 06",5.931,"R"
"2024-11-02 07",5.97,"R"
"2024-11-02 08",6.093,"H"
"2024-11-02 09",5.963,"R"
"2024-11-02 10",6.389,"R"
"2024-11-02 11",6.311,"H"
"2024-11-02 12",6.812,"H"
"2024-11-02 13",7.528,"H"
"2024-11-02 14",7.776,"H"
"2024-11-02 15",7.925,"H"
"2024-11-02 16",7.399,"R"
"2024-11-02 17",7.186,"R"
"2024-11-02 18",7.395,"H"
"2024-11-02 19",6.919,"R"
"2024-11-02 20",6.958,"R"
"2024-11-02 21",7.007,"R"
"2024-11-02 22",6.811,"R"
"2024-11-02 23",6.646,"R"
"2024-11-03 00",6.629,"H"
"2024-11-03 01",6.462,"H"
"2024-11-03 02",6.21,"H"
"2024-11-03 03",6.244,"H"
"2024-11-03 04",5.89,"H"
"2024-11-03 05",5.264,"H"
"2024-11-03 06",5.519,"H"
"2024-11-03 07",5.196,"H"
"2024-11-03 08",5.366,"H"
"2024-11-03 09",5.196,"H"
"2024-11-03 10",5.789,"H"
"2024-11-03 11",6.912,"H"
"2024-11-03 12",8.876,"H"
"2024-11-03 13",10.294,"H"
"2024-11-03 14",10.326,"H"
"2024-11-03 15",10.344,"H"
"2024-11-03 16",10.392,"H"
"2024-11-03 17",10.02,"H"
"2024-11-03 18",9.156,"H"
"2024-11-03 19",7.957,"H"
"2024-11-03 20",7.013,"H"
"2024-11-03 21",6.929,"H"
"2024-11-03 22",6.712,"H"
"2024-11-03 23",6.616,"R"
"2024-11-04 00",6.398,"R"
"2024-11-04 01",6.378,"H"
"2024-11-04 02",6.193,"H"
"2024-11-04 03",5.789,"H"
"2024-11-04 04",5.552,"H"
"2024-11-04 05",5.281,"H"
"2024-11-04 06",5.026,"H"
"2024-11-04 07",4.719,"H"
"2024-11-04 08",4.685,"H"
"2024-11-04 09",4.839,"H"
"2024-11-04 10",4.992,"H"
"2024-11-04 11",4.975,"H"
"2024-11-04 12",5.77,"H"
