dttm,th,origin
2024-10-31 00,9.015,R
2024-10-31 01,9.021,R
2024-10-31 02,8.955,R
2024-10-31 03,9.113,H
2024-10-31 04,8.971,R
2024-10-31 05,8.758,H
2024-10-31 06,8.919,H
2024-10-31 07,9.129,H
2024-10-31 08,8.936,H
2024-10-31 09,8.87,H
2024-10-31 10,9.178,H
2024-10-31 11,9.435,H
2024-10-31 12,9.274,H
2024-10-31 13,9.403,H
2024-10-31 14,9.451,H
2024-10-31 15,9.419,H
2024-10-31 16,9.258,H
2024-10-31 17,9.194,H
2024-10-31 18,9.129,H
2024-10-31 19,8.93,R
2024-10-31 20,8.932,R
2024-10-31 21,9.065,H
2024-10-31 22,8.809,R
2024-10-31 23,8.883,R
2024-11-01 00,8.628,H
2024-11-01 01,8.239,H
2024-11-01 02,8.028,H
2024-11-01 03,7.898,H
2024-11-01 04,7.718,H
2024-11-01 05,7.865,H
2024-11-01 06,7.897,H
2024-11-01 07,7.653,H
2024-11-01 08,7.734,H
2024-11-01 09,8.174,H
2024-11-01 10,8.402,H
2024-11-01 11,8.935,H
2024-11-01 12,10.011,H
2024-11-01 13,10.475,H
2024-11-01 14,10.872,H
2024-11-01 15,11.221,H
2024-11-01 16,10.904,H
2024-11-01 17,10.028,H
2024-11-01 18,9.932,H
2024-11-01 19,9.579,H
2024-11-01 20,8.45,H
2024-11-01 21,8.142,H
2024-11-01 22,7.8,H
2024-11-01 23,7.865,H
2024-11-02 00,7.751,H
2024-11-02 01,7.489,H
2024-11-02 02,7.161,H
2024-11-02 03,6.618,H
2024-11-02 04,6.486,H
2024-11-02 05,6.552,H
2024-11-02 06,6.667,H
2024-11-02 07,6.491,R
2024-11-02 08,6.651,H
2024-11-02 09,6.816,H
2024-11-02 10,7.227,H
2024-11-02 11,7.8,H
2024-11-02 12,8.044,H
2024-11-02 13,8.32,H
2024-11-02 14,8.32,H
2024-11-02 15,8.255,H
2024-11-02 16,8.044,H
2024-11-02 17,7.8,H
2024-11-02 18,7.604,H
2024-11-02 19,7.466,R
2024-11-02 20,7.62,H
2024-11-02 21,7.597,R
2024-11-02 22,7.391,H
2024-11-02 23,7.227,H
2024-11-03 00,6.997,H
2024-11-03 01,7.046,H
2024-11-03 02,6.7,H
2024-11-03 03,6.121,H
2024-11-03 04,6.287,H
2024-11-03 05,6.021,H
2024-11-03 06,6.154,H
2024-11-03 07,6.021,H
2024-11-03 08,6.617,H
2024-11-03 09,7.62,H
2024-11-03 10,8.774,H
2024-11-03 11,9.563,H
2024-11-03 12,10.427,H
2024-11-03 13,10.618,H
2024-11-03 14,10.729,H
2024-11-03 15,10.411,H
2024-11-03 16,9.707,H
2024-11-03 17,8.596,H
2024-11-03 18,7.848,H
2024-11-03 19,7.816,H
2024-11-03 20,7.489,H
2024-11-03 21,7.325,H
2024-11-03 22,7.129,H
2024-11-03 23,6.964,H
2024-11-04 00,6.8,H
2024-11-04 01,6.486,H
2024-11-04 02,6.221,H
2024-11-04 03,6.004,H
2024-11-04 04,5.771,H
