"dttm","th","origin"
"2024-10-31 00"," 9.330","H"
"2024-10-31 01"," 8.948","R"
"2024-10-31 02"," 8.957","R"
"2024-10-31 03"," 8.901","R"
"2024-10-31 04"," 8.782","R"
"2024-10-31 05"," 8.554","R"
"2024-10-31 06"," 8.779","R"
"2024-10-31 07"," 8.926","R"
"2024-10-31 08"," 8.896","H"
"2024-10-31 09"," 8.589","R"
"2024-10-31 10"," 9.186","H"
"2024-10-31 11"," 9.026","R"
"2024-10-31 12"," 8.920","R"
"2024-10-31 13"," 9.037","R"
"2024-10-31 14"," 9.475","H"
"2024-10-31 15"," 9.087","R"
"2024-10-31 16"," 8.985","R"
"2024-10-31 17"," 8.955","R"
"2024-10-31 18"," 8.911","R"
"2024-10-31 19"," 8.903","R"
"2024-10-31 20"," 8.897","R"
"2024-10-31 21"," 8.839","R"
"2024-10-31 22"," 8.807","R"
"2024-10-31 23"," 8.746","R"
"2024-11-01 00"," 8.622","H"
"2024-11-01 01"," 8.251","H"
"2024-11-01 02"," 7.825","R"
"2024-11-01 03"," 7.702","R"
"2024-11-01 04"," 7.514","R"
"2024-11-01 05"," 7.677","R"
"2024-11-01 06"," 7.655","R"
"2024-11-01 07"," 7.666","H"
"2024-11-01 08"," 7.520","R"
"2024-11-01 09"," 8.234","H"
"2024-11-01 10"," 7.986","R"
"2024-11-01 11"," 8.993","H"
"2024-11-01 12","10.082","H"
"2024-11-01 13","10.527","H"
"2024-11-01 14","11.018","H"
"2024-11-01 15","11.287","H"
"2024-11-01 16","11.002","H"
"2024-11-01 17","10.066","H"
"2024-11-01 18"," 9.970","H"
"2024-11-01 19"," 9.699","H"
"2024-11-01 20"," 8.525","H"
"2024-11-01 21"," 8.185","H"
"2024-11-01 22"," 7.578","R"
"2024-11-01 23"," 7.698","R"
"2024-11-02 00"," 7.558","R"
"2024-11-02 01"," 7.299","R"
"2024-11-02 02"," 7.290","H"
"2024-11-02 03"," 6.732","H"
"2024-11-02 04"," 6.349","R"
"2024-11-02 05"," 6.426","R"
"2024-11-02 06"," 6.514","R"
"2024-11-02 07"," 6.583","R"
"2024-11-02 08"," 6.483","R"
"2024-11-02 09"," 6.962","H"
"2024-11-02 10"," 7.355","H"
"2024-11-02 11"," 7.991","H"
"2024-11-02 12"," 8.202","H"
"2024-11-02 13"," 7.962","R"
"2024-11-02 14"," 7.951","R"
"2024-11-02 15"," 7.963","R"
"2024-11-02 16"," 7.878","R"
"2024-11-02 17"," 7.779","H"
"2024-11-02 18"," 7.502","R"
"2024-11-02 19"," 7.485","R"
"2024-11-02 20"," 7.567","R"
"2024-11-02 21"," 7.510","R"
"2024-11-02 22"," 7.372","H"
"2024-11-02 23"," 7.126","R"
