"dttm","th","origin"
"2024-10-31 00","8.708","R"
"2024-10-31 01","8.639","R"
"2024-10-31 02","8.575","R"
"2024-10-31 03","8.823","H"
"2024-10-31 04","8.755","H"
"2024-10-31 05","8.653","H"
"2024-10-31 06","8.381","H"
"2024-10-31 07","8.568","H"
"2024-10-31 08","8.806","H"
"2024-10-31 09","8.518","H"
"2024-10-31 10","8.467","H"
"2024-10-31 11","8.840","H"
"2024-10-31 12","9.043","H"
"2024-10-31 13","8.890","H"
"2024-10-31 14","9.026","H"
"2024-10-31 15","9.110","H"
"2024-10-31 16","8.704","R"
"2024-10-31 17","8.907","H"
"2024-10-31 18","8.613","R"
"2024-10-31 19","8.615","R"
"2024-10-31 20","8.772","H"
"2024-10-31 21","8.772","H"
"2024-10-31 22","8.687","H"
"2024-10-31 23","8.205","R"
"2024-11-01 00","8.602","H"
"2024-11-01 01","8.177","H"
"2024-11-01 02","7.803","H"
"2024-11-01 03","7.648","H"
"2024-11-01 04","7.529","H"
"2024-11-01 05","7.322","H"
"2024-11-01 06","7.426","H"
"2024-11-01 07","7.460","H"
"2024-11-01 08","7.151","H"
"2024-11-01 09","7.306","H"
"2024-11-01 10","7.699","H"
"2024-11-01 11","7.905","H"
"2024-11-01 12","8.500","H"
"2024-11-01 13","9.616","H"
"2024-11-01 14","10.253","H"
"2024-11-01 15","10.821","H"
"2024-11-01 16","11.271","H"
"2024-11-01 17","10.771","H"
"2024-11-01 18","9.767","H"
"2024-11-01 19","9.649","H"
"2024-11-01 20","9.330","H"
"2024-11-01 21","8.075","H"
"2024-11-01 22","7.750","H"
"2024-11-01 23","7.374","H"
"2024-11-02 00","7.477","H"
"2024-11-02 01","7.374","H"
"2024-11-02 02","7.082","H"
"2024-11-02 03","6.790","H"
"2024-11-02 04","6.201","H"
"2024-11-02 05","6.062","H"
"2024-11-02 06","6.053","R"
"2024-11-02 07","6.133","R"
"2024-11-02 08","6.288","H"
"2024-11-02 09","6.218","H"
"2024-11-02 10","6.392","H"
"2024-11-02 11","6.858","H"
"2024-11-02 12","7.528","H"
"2024-11-02 13","7.836","H"
"2024-11-02 14","8.024","H"
"2024-11-02 15","7.973","H"
"2024-11-02 16","7.904","H"
"2024-11-02 17","7.666","H"
"2024-11-02 18","7.391","H"
"2024-11-02 19","7.185","H"
"2024-11-02 20","7.214","R"
"2024-11-02 21","7.203","H"
"2024-11-02 22","6.836","R"
"2024-11-02 23","6.927","H"
"2024-11-03 00","6.755","H"
"2024-11-03 01","6.496","H"
"2024-11-03 02","6.582","H"
"2024-11-03 03","6.201","H"
"2024-11-03 04","5.521","H"
"2024-11-03 05","5.731","H"
"2024-11-03 06","5.434","H"
"2024-11-03 07","5.626","H"
"2024-11-03 08","5.416","H"
"2024-11-03 09","6.061","H"
"2024-11-03 10","7.185","H"
