dttm,th,origin
2024-10-31 00, 8.943,R
2024-10-31 01, 8.883,R
2024-10-31 02, 8.893,R
2024-10-31 03, 8.835,R
2024-10-31 04, 8.713,R
2024-10-31 05, 8.481,R
2024-10-31 06, 8.711,R
2024-10-31 07, 8.861,R
2024-10-31 08, 8.800,H
2024-10-31 09, 8.784,H
2024-10-31 10, 9.123,H
2024-10-31 11, 9.398,H
2024-10-31 12, 8.854,R
2024-10-31 13, 8.974,R
2024-10-31 14, 9.050,R
2024-10-31 15, 9.025,R
2024-10-31 16, 9.172,H
2024-10-31 17, 8.891,R
2024-10-31 18, 8.846,R
2024-10-31 19, 8.837,R
2024-10-31 20, 8.831,R
2024-10-31 21, 8.772,R
2024-10-31 22, 8.739,R
2024-10-31 23, 8.677,R
2024-11-01 00, 8.508,H
2024-11-01 01, 8.101,H
2024-11-01 02, 7.738,R
2024-11-01 03, 7.613,R
2024-11-01 04, 7.611,H
2024-11-01 05, 7.587,R
2024-11-01 06, 7.565,R
2024-11-01 07, 7.545,H
2024-11-01 08, 7.427,R
2024-11-01 09, 8.134,H
2024-11-01 10, 8.459,H
2024-11-01 11, 9.010,H
2024-11-01 12,10.184,H
2024-11-01 13,10.520,H
2024-11-01 14,10.870,H
2024-11-01 15,11.109,H
2024-11-01 16,10.727,H
2024-11-01 17, 9.864,H
2024-11-01 18, 9.664,R
2024-11-01 19, 9.398,H
2024-11-01 20, 8.312,H
2024-11-01 21, 8.003,H
2024-11-01 22, 7.693,H
2024-11-01 23, 7.609,R
2024-11-02 00, 7.465,R
2024-11-02 01, 7.202,R
2024-11-02 02, 7.085,H
2024-11-02 03, 6.556,H
2024-11-02 04, 6.233,R
2024-11-02 05, 6.312,R
2024-11-02 06, 6.401,R
2024-11-02 07, 6.472,R
2024-11-02 08, 6.370,R
2024-11-02 09, 6.804,H
2024-11-02 10, 7.266,H
2024-11-02 11, 7.938,H
2024-11-02 12, 8.182,H
2024-11-02 13, 8.345,H
2024-11-02 14, 7.866,R
2024-11-02 15, 7.878,R
2024-11-02 16, 7.872,H
2024-11-02 17, 7.603,R
2024-11-02 18, 7.397,H
2024-11-02 19, 7.392,R
2024-11-02 20, 7.475,R
2024-11-02 21, 7.417,R
2024-11-02 22, 7.192,R
2024-11-02 23, 7.025,R
2024-11-03 00, 6.771,H
2024-11-03 01, 6.821,H
2024-11-03 02, 6.490,H
2024-11-03 03, 5.890,H
2024-11-03 04, 6.108,H
2024-11-03 05, 5.824,H
2024-11-03 06, 5.940,H
2024-11-03 07, 5.807,H
2024-11-03 08, 6.506,H
2024-11-03 09, 7.512,H
2024-11-03 10, 9.008,H
2024-11-03 11, 9.943,H
2024-11-03 12,10.487,H
2024-11-03 13,10.679,H
2024-11-03 14,10.711,H
2024-11-03 15,10.216,H
2024-11-03 16, 9.381,H
2024-11-03 17, 8.296,H
2024-11-03 18, 7.545,H
2024-11-03 19, 7.644,H
2024-11-03 20, 7.266,H
2024-11-03 21, 7.199,R
2024-11-03 22, 6.986,R
2024-11-03 23, 6.805,H
2024-11-04 00, 6.702,R
2024-11-04 01, 6.324,H
2024-11-04 02, 6.041,H
2024-11-04 03, 5.807,H
2024-11-04 04, 5.573,H
2024-11-04 05, 5.287,H
2024-11-04 06, 5.270,H
2024-11-04 07, 5.372,H
2024-11-04 08, 5.556,H
2024-11-04 09, 5.506,H
2024-11-04 10, 6.223,H
2024-11-04 11, 7.099,H
2024-11-04 12, 5.852,R
2024-11-04 13, 5.949,R
2024-11-04 14, 6.953,H
2024-11-04 15, 6.589,H
2024-11-04 16, 6.258,H
2024-11-04 17, 5.839,R
2024-11-04 18, 5.940,H
2024-11-04 19, 5.780,R
2024-11-04 20, 5.820,R
2024-11-04 21, 5.974,H
2024-11-04 22, 5.757,H
2024-11-04 23, 5.438,H
2024-11-05 00, 5.119,H
2024-11-05 01, 4.916,H
2024-11-05 02, 4.645,H
2024-11-05 03, 4.287,H
2024-11-05 04, 3.706,H
2024-11-05 05, 3.240,H
2024-11-05 06, 4.182,H
2024-11-05 07, 4.696,H
2024-11-05 08, 5.051,H
2024-11-05 09, 5.538,H
2024-11-05 10, 7.018,H
2024-11-05 11, 8.263,H
2024-11-05 12, 9.859,H
2024-11-05 13,10.552,H
2024-11-05 14,11.046,H
2024-11-05 15,11.363,H
2024-11-05 16,10.583,H
2024-11-05 17,10.455,H
2024-11-05 18,10.312,H
2024-11-05 19,10.312,H
2024-11-05 20,10.520,H
2024-11-05 21,10.312,H
2024-11-05 22,10.360,H
2024-11-05 23, 9.976,H
2024-11-06 00,10.051,R
2024-11-06 01, 9.300,H
2024-11-06 02, 9.735,H
2024-11-06 03, 9.863,H
2024-11-06 04,10.424,H
2024-11-06 05, 9.880,H
2024-11-06 06,10.679,H
2024-11-06 07,10.422,H
2024-11-06 08, 9.380,H
2024-11-06 09, 9.494,H
2024-11-06 10, 9.864,H
2024-11-06 11,10.248,H
2024-11-06 12,10.392,H
2024-11-06 13,10.791,H
2024-11-06 14,10.838,H
2024-11-06 15,10.838,H
2024-11-06 16, 9.799,H
2024-11-06 17, 9.155,H
2024-11-06 18, 9.958,H
2024-11-06 19, 9.410,H
2024-11-06 20, 7.610,H
2024-11-06 21, 7.135,H
2024-11-06 22, 6.791,R
2024-11-06 23, 6.599,R
2024-11-07 00, 6.526,R
2024-11-07 01, 6.241,H
2024-11-07 02, 5.940,H
2024-11-07 03, 5.790,H
2024-11-07 04, 5.690,H
2024-11-07 05, 5.556,H
2024-11-07 06, 5.270,H
2024-11-07 07, 4.956,R
2024-11-07 08, 4.857,R
2024-11-07 09, 4.765,R
2024-11-07 10, 4.805,R
2024-11-07 11, 5.035,H
2024-11-07 12, 5.135,H
2024-11-07 13, 5.287,H
2024-11-07 14, 5.207,R
2024-11-07 15, 5.640,H
2024-11-07 16, 5.573,H
2024-11-07 17, 5.372,R
2024-11-07 18, 5.453,R
2024-11-07 19, 5.690,H
2024-11-07 20, 5.740,H
2024-11-07 21, 5.872,R
2024-11-07 22, 6.540,H
2024-11-07 23, 6.738,H
2024-11-08 00, 6.523,H
2024-11-08 01, 6.673,H
2024-11-08 02, 6.439,R
2024-11-08 03, 6.301,R
2024-11-08 04, 6.193,R
