dttm,th,origin
2024-10-31 00,8.263,R
2024-10-31 01,8.24,R
2024-10-31 02,8.136,R
2024-10-31 03,8.025,R
2024-10-31 04,7.803,R
2024-10-31 05,8.049,R
2024-10-31 06,8.222,R
2024-10-31 07,8.275,H
2024-10-31 08,8.045,H
2024-10-31 09,8.16,R
2024-10-31 10,8.309,R
2024-10-31 11,8.653,H
2024-10-31 12,8.328,R
2024-10-31 13,8.339,R
2024-10-31 14,8.653,H
2024-10-31 15,8.253,R
2024-10-31 16,8.211,R
2024-10-31 17,8.184,R
2024-10-31 18,8.156,R
2024-10-31 19,8.153,R
2024-10-31 20,8.107,R
2024-10-31 21,8.106,R
2024-10-31 22,8.042,R
2024-10-31 23,7.611,R
2024-11-01 00,7.929,H
2024-11-01 01,7.532,H
2024-11-01 02,6.97,R
2024-11-01 03,6.8,R
2024-11-01 04,6.977,R
2024-11-01 05,6.946,R
2024-11-01 06,6.687,R
2024-11-01 07,6.918,H
2024-11-01 08,7.098,R
2024-11-01 09,7.466,H
2024-11-01 10,7.781,H
2024-11-01 11,8.341,H
2024-11-01 12,9.274,H
2024-11-01 13,9.715,H
2024-11-01 14,10.266,H
2024-11-01 15,10.606,H
2024-11-01 16,9.172,R
2024-11-01 17,9.47,H
2024-11-01 18,8.697,R
2024-11-01 19,9.013,H
2024-11-01 20,7.714,H
2024-11-01 21,7.366,H
2024-11-01 22,7.101,H
2024-11-01 23,6.833,R
2024-11-02 00,6.566,R
2024-11-02 01,6.768,H
2024-11-02 02,6.5,H
2024-11-02 03,5.963,H
2024-11-02 04,5.829,H
2024-11-02 05,5.766,R
2024-11-02 06,5.98,H
2024-11-02 07,5.733,R
2024-11-02 08,5.902,R
2024-11-02 09,6.278,R
2024-11-02 10,6.617,H
2024-11-02 11,7.3,H
2024-11-02 12,7.615,H
2024-11-02 13,7.731,H
2024-11-02 14,7.221,R
2024-11-02 15,7.064,R
2024-11-02 16,6.924,R
2024-11-02 17,6.745,R
2024-11-02 18,6.719,R
2024-11-02 19,6.807,R
2024-11-02 20,6.747,R
2024-11-02 21,6.517,R
2024-11-02 22,6.617,H
2024-11-02 23,6.168,R
2024-11-03 00,6.199,H
2024-11-03 01,6.182,H
2024-11-03 02,5.929,H
2024-11-03 03,5.389,H
2024-11-03 04,5.592,H
2024-11-03 05,5.338,H
2024-11-03 06,5.372,H
2024-11-03 07,5.805,R
2024-11-03 08,5.71,H
2024-11-03 09,6.601,H
2024-11-03 10,7.482,H
2024-11-03 11,8.292,H
2024-11-03 12,9.144,H
2024-11-03 13,9.552,H
2024-11-03 14,10.071,H
2024-11-03 15,8.866,R
2024-11-03 16,8.997,H
2024-11-03 17,7.929,H
2024-11-03 18,7.001,H
2024-11-03 19,6.646,R
2024-11-03 20,6.734,H
2024-11-03 21,6.43,R
2024-11-03 22,6.551,H
2024-11-03 23,6.162,R
2024-11-04 00,5.709,R
2024-11-04 01,5.795,H
2024-11-04 02,5.575,H
2024-11-04 03,5.287,H
2024-11-04 04,5.083,H
2024-11-04 05,4.794,H
2024-11-04 06,4.708,H
2024-11-04 07,4.64,R
2024-11-04 08,4.386,R
2024-11-04 09,4.879,H
2024-11-04 10,5.388,H
2024-11-04 11,5.76,H
2024-11-04 12,5.525,H
2024-11-04 13,5.575,H
2024-11-04 14,5.93,H
2024-11-04 15,5.249,R
2024-11-04 16,5.44,H
2024-11-04 17,5.27,H
2024-11-04 18,5.236,H
2024-11-04 19,5.172,R
2024-11-04 20,5.153,R
2024-11-04 21,5.321,H
2024-11-04 22,5.1,H
2024-11-04 23,4.777,H
2024-11-05 00,4.417,H
2024-11-05 01,4.28,H
2024-11-05 02,4.039,H
2024-11-05 03,3.659,H
2024-11-05 04,3.033,H
2024-11-05 05,2.648,H
2024-11-05 06,3.64,H
2024-11-05 07,4.056,H
2024-11-05 08,4.211,H
2024-11-05 09,4.553,H
2024-11-05 10,5.49,H
2024-11-05 11,6.616,H
2024-11-05 12,8.453,H
2024-11-05 13,9.356,H
2024-11-05 14,10.104,H
2024-11-05 15,10.654,H
2024-11-05 16,10.12,H
2024-11-05 17,9.974,H
2024-11-05 18,10.104,H
2024-11-05 19,10.088,H
2024-11-05 20,9.968,R
2024-11-05 21,9.943,R
2024-11-05 22,9.537,R
2024-11-05 23,9.487,H
2024-11-06 00,8.807,R
2024-11-06 01,8.833,H
2024-11-06 02,9.242,H
2024-11-06 03,9.372,H
2024-11-06 04,9.812,H
2024-11-06 05,9.258,H
2024-11-06 06,10.153,H
2024-11-06 07,9.842,H
2024-11-06 08,8.718,H
2024-11-06 09,8.8,H
2024-11-06 10,9.144,H
2024-11-06 11,9.52,H
2024-11-06 12,9.633,H
2024-11-06 13,10.007,H
2024-11-06 14,9.84,R
2024-11-06 15,8.943,R
2024-11-06 16,9.34,H
2024-11-06 17,8.587,H
2024-11-06 18,9.484,H
2024-11-06 19,8.977,H
2024-11-06 20,7.034,H
2024-11-06 21,6.534,H
2024-11-06 22,6.333,H
2024-11-06 23,6.148,H
2024-11-07 00,6.064,H
2024-11-07 01,5.66,H
2024-11-07 02,5.389,H
2024-11-07 03,5.168,H
2024-11-07 04,4.998,H
2024-11-07 05,4.472,R
2024-11-07 06,4.64,H
2024-11-07 07,4.485,H
2024-11-07 08,4.4,H
2024-11-07 09,4.383,H
2024-11-07 10,4.52,H
2024-11-07 11,4.417,H
2024-11-07 12,4.503,H
2024-11-07 13,4.674,H
2024-11-07 14,4.896,H
2024-11-07 15,4.981,H
2024-11-07 16,4.913,H
2024-11-07 17,4.79,R
2024-11-07 18,4.881,R
2024-11-07 19,4.947,R
2024-11-07 20,5.083,H
2024-11-07 21,5.849,R
2024-11-07 22,5.845,H
2024-11-07 23,6.131,H
2024-11-08 00,5.913,H
2024-11-08 01,6.064,H
2024-11-08 02,5.963,H
2024-11-08 03,5.829,H
2024-11-08 04,5.711,H
2024-11-08 05,5.357,R
2024-11-08 06,5.558,H
2024-11-08 07,5.358,R
2024-11-08 08,5.658,R
2024-11-08 09,5.93,H
2024-11-08 10,6.45,H
2024-11-08 11,6.45,R
2024-11-08 12,6.868,H
2024-11-08 13,6.652,R
2024-11-08 14,6.663,R
2024-11-08 15,6.629,R
2024-11-08 16,6.57,R
2024-11-08 17,6.485,R
2024-11-08 18,6.65,H
2024-11-08 19,6.784,H
2024-11-08 20,6.518,R
2024-11-08 21,6.701,H
2024-11-08 22,6.349,R
2024-11-08 23,6.484,H
2024-11-09 00,6.347,R
2024-11-09 01,6.402,R
2024-11-09 02,6.134,R
2024-11-09 03,5.697,R
2024-11-09 04,5.896,H
2024-11-09 05,5.592,H
2024-11-09 06,5.406,H
2024-11-09 07,5.287,H
2024-11-09 08,5.643,H
2024-11-09 09,6.098,H
2024-11-09 10,6.751,H
2024-11-09 11,7.366,H
2024-11-09 12,7.698,H
2024-11-09 13,6.782,R
2024-11-09 14,7.333,H
2024-11-09 15,6.934,H
2024-11-09 16,6.634,H
2024-11-09 17,6.299,H
2024-11-09 18,6.098,H
2024-11-09 19,5.896,H
2024-11-09 20,5.812,H
2024-11-09 21,5.741,R
2024-11-09 22,5.862,H
2024-11-09 23,5.862,H
2024-11-10 00,5.745,H
2024-11-10 01,5.609,H
2024-11-10 02,5.508,H
2024-11-10 03,5.44,H
2024-11-10 04,5.321,H
2024-11-10 05,5.185,H
2024-11-10 06,4.964,H
2024-11-10 07,4.76,H
2024-11-10 08,4.905,R
2024-11-10 09,5.151,H
2024-11-10 10,5.219,H
2024-11-10 11,5.44,H
2024-11-10 12,5.745,H
2024-11-10 13,5.592,H
2024-11-10 14,5.423,H
2024-11-10 15,5.134,H
2024-11-10 16,4.879,H
2024-11-10 17,4.434,H
2024-11-10 18,4.125,H
2024-11-10 19,3.987,H
2024-11-10 20,3.884,H
2024-11-10 21,3.711,H
2024-11-10 22,3.555,H
2024-11-10 23,3.257,R
2024-11-11 00,3.434,H
2024-11-11 01,3.036,R
2024-11-11 02,3.173,H
2024-11-11 03,3.034,H
2024-11-11 04,2.876,H
2024-11-11 05,2.876,H
2024-11-11 06,2.736,H
2024-11-11 07,2.683,H
2024-11-11 08,2.736,H
2024-11-11 09,2.677,R
2024-11-11 10,2.824,H
2024-11-11 11,3.486,H
2024-11-11 12,3.503,H
2024-11-11 13,3.797,H
2024-11-11 14,4.177,H
2024-11-11 15,4.108,H
2024-11-11 16,4.142,H
2024-11-11 17,3.936,H
2024-11-11 18,4.074,R
2024-11-11 19,4.108,H
2024-11-11 20,4.28,H
2024-11-11 21,4.469,H
2024-11-11 22,4.606,H
2024-11-11 23,4.777,H
2024-11-12 00,4.748,R
2024-11-12 01,4.464,R
2024-11-12 02,4.623,H
2024-11-12 03,4.229,H
2024-11-12 04,4.263,H
2024-11-12 05,3.45,R
2024-11-12 06,3.59,H
2024-11-12 07,3.243,H
2024-11-12 08,3.243,H
2024-11-12 09,3.798,R
2024-11-12 10,4.177,H
2024-11-12 11,4.674,H
2024-11-12 12,4.811,H
2024-11-12 13,4.964,H
2024-11-12 14,4.917,R
2024-11-12 15,4.712,R
2024-11-12 16,4.584,R
2024-11-12 17,4.794,H
2024-11-12 18,4.228,H
2024-11-12 19,3.486,H
2024-11-12 20,2.981,H
2024-11-12 21,2.705,R
2024-11-12 22,2.859,H
2024-11-12 23,2.701,H
2024-11-13 00,2.62,R
2024-11-13 01,2.598,R
2024-11-13 02,2.466,R
2024-11-13 03,2.199,R
2024-11-13 04,2.261,H
2024-11-13 05,2.014,H
2024-11-13 06,1.8,H
2024-11-13 07,1.716,R
2024-11-13 08,1.772,R
2024-11-13 09,1.889,H
2024-11-13 10,2.119,H
2024-11-13 11,2.367,H
2024-11-13 12,2.525,H
2024-11-13 13,2.719,H
2024-11-13 14,2.718,H
2024-11-13 15,2.454,H
2024-11-13 16,1.684,R
2024-11-13 17,1.818,H
2024-11-13 18,1.426,H
2024-11-13 19,1.5,R
2024-11-13 20,1.57,R
2024-11-13 21,1.569,H
2024-11-13 22,1.586,H
2024-11-13 23,1.64,H
2024-11-14 00,1.551,H
2024-11-14 01,0.959,H
2024-11-14 02,0.797,H
2024-11-14 03,0.833,H
2024-11-14 04,1.157,H
2024-11-14 05,1.193,H
2024-11-14 06,1.321,R
2024-11-14 07,1.453,R
2024-11-14 08,1.817,R
2024-11-14 09,2.013,H
2024-11-14 10,2.841,H
2024-11-14 11,3.624,H
2024-11-14 12,4.486,H
2024-11-14 13,4.895,H
2024-11-14 14,5.032,H
2024-11-14 15,4.828,H
