dttm,th,origin
2024.10.31 00,8.772,R
2024.10.31 01,8.944,H
2024.10.31 02,8.894,H
2024.10.31 03,8.646,R
2024.10.31 04,8.793,H
2024.10.31 05,8.708,H
2024.10.31 06,8.287,R
2024.10.31 07,8.781,R
2024.10.31 08,8.877,H
2024.10.31 09,8.573,H
2024.10.31 10,8.506,H
2024.10.31 11,8.877,H
2024.10.31 12,9.096,H
2024.10.31 13,8.911,H
2024.10.31 14,9.045,H
2024.10.31 15,9.13,H
2024.10.31 16,8.847,R
2024.10.31 17,8.911,H
2024.10.31 18,8.695,R
2024.10.31 19,8.684,R
2024.10.31 20,8.793,H
2024.10.31 21,8.81,H
2024.10.31 22,8.557,R
2024.10.31 23,8.634,R
2024.11.01 00,8.708,H
2024.11.01 01,8.303,H
2024.11.01 02,7.845,H
2024.11.01 03,7.708,H
2024.11.01 04,7.589,H
2024.11.01 05,7.367,H
2024.11.01 06,7.538,H
2024.11.01 07,7.555,H
2024.11.01 08,7.35,H
2024.11.01 09,7.503,R
2024.11.01 10,7.793,H
2024.11.01 11,8.082,H
2024.11.01 12,8.607,H
2024.11.01 13,9.683,H
2024.11.01 14,10.217,H
2024.11.01 15,10.833,H
2024.11.01 16,11.132,H
2024.11.01 17,10.733,H
2024.11.01 18,9.8,H
2024.11.01 19,9.666,H
2024.11.01 20,9.348,H
2024.11.01 21,8.133,H
2024.11.01 22,7.315,R
2024.11.01 23,7.419,H
2024.11.02 00,7.504,H
2024.11.02 01,7.419,H
2024.11.02 02,7.111,H
2024.11.02 03,6.803,H
2024.11.02 04,6.234,H
2024.11.02 05,6.096,H
2024.11.02 06,6.148,H
2024.11.02 07,6.269,H
2024.11.02 08,6.355,H
2024.11.02 09,6.269,H
2024.11.02 10,6.406,H
2024.11.02 11,6.888,H
2024.11.02 12,7.487,H
2024.11.02 13,7.777,H
2024.11.02 14,7.98,H
2024.11.02 15,7.963,H
2024.11.02 16,7.879,H
2024.11.02 17,7.691,H
2024.11.02 18,7.453,H
2024.11.02 19,7.231,H
2024.11.02 20,7.225,R
2024.11.02 21,7.248,H
2024.11.02 22,7.05,R
2024.11.02 23,6.974,H
2024.11.03 00,6.803,H
2024.11.03 01,6.561,H
2024.11.03 02,6.613,H
2024.11.03 03,6.337,H
2024.11.03 04,5.662,H
2024.11.03 05,5.888,H
2024.11.03 06,5.592,H
2024.11.03 07,5.679,H
2024.11.03 08,5.686,R
2024.11.03 09,6.112,H
2024.11.03 10,7.111,H
2024.11.03 11,8.218,H
2024.11.03 12,8.978,H
2024.11.03 13,9.883,H
2024.11.03 14,10.484,H
2024.11.03 15,10.899,H
2024.11.03 16,10.5,H
2024.11.03 17,9.431,H
2024.11.03 18,8.234,H
2024.11.03 19,7.402,H
2024.11.03 20,7.436,H
2024.11.03 21,7.111,H
2024.11.03 22,6.881,R
2024.11.03 23,6.803,H
2024.11.04 00,6.682,H
2024.11.04 01,6.527,H
2024.11.04 02,6.147,H
2024.11.04 03,5.87,H
2024.11.04 04,5.627,H
2024.11.04 05,5.365,H
2024.11.04 06,5.068,H
2024.11.04 07,4.981,H
2024.11.04 08,4.941,R
2024.11.04 09,5.191,H
2024.11.04 10,5.015,H
2024.11.04 11,5.643,H
2024.11.04 12,6.25,H
2024.11.04 13,5.922,H
2024.11.04 14,5.992,H
2024.11.04 15,6.441,H
2024.11.04 16,6.148,H
2024.11.04 17,5.922,H
2024.11.04 18,5.697,H
2024.11.04 19,5.627,H
2024.11.04 20,5.507,R
2024.11.04 21,5.601,R
2024.11.04 22,5.462,R
2024.11.04 23,5.452,H
2024.11.05 00,5.085,H
2024.11.05 01,4.734,H
2024.11.05 02,4.541,H
2024.11.05 03,4.276,H
2024.11.05 04,3.939,H
2024.11.05 05,3.279,H
2024.11.05 06,2.775,H
2024.11.05 07,3.776,H
2024.11.05 08,4.293,H
2024.11.05 09,4.593,H
2024.11.05 10,5.015,H
2024.11.05 11,6.147,H
2024.11.05 12,7.401,H
2024.11.05 13,9.123,H
2024.11.05 14,10.284,H
2024.11.05 15,10.999,H
2024.11.05 16,11.561,H
2024.11.05 17,10.683,H
2024.11.05 18,10.616,H
2024.11.05 19,10.45,H
2024.11.05 20,10.417,H
2024.11.05 21,10.577,R
2024.11.05 22,10.351,H
2024.11.05 23,10.134,R
2024.11.06 00,9.984,H
2024.11.06 01,9.542,R
2024.11.06 02,9.297,H
2024.11.06 03,9.649,H
2024.11.06 04,9.8,H
2024.11.06 05,10.317,H
2024.11.06 06,9.683,H
2024.11.06 07,10.534,H
2024.11.06 08,10.265,H
2024.11.06 09,9.095,H
2024.11.06 10,9.213,H
2024.11.06 11,9.566,H
2024.11.06 12,9.883,H
2024.11.06 13,10.212,R
2024.11.06 14,10.417,H
2024.11.06 15,10.501,H
2024.11.06 16,10.667,H
2024.11.06 17,9.682,H
2024.11.06 18,9.011,H
2024.11.06 19,9.915,H
2024.11.06 20,9.344,H
2024.11.06 21,7.384,H
2024.11.06 22,6.837,H
2024.11.06 23,6.682,H
2024.11.07 00,6.476,H
2024.11.07 01,6.071,R
2024.11.07 02,5.922,H
2024.11.07 03,5.592,H
2024.11.07 04,5.344,R
2024.11.07 05,5.313,H
2024.11.07 06,5.243,H
2024.11.07 07,4.928,H
2024.11.07 08,4.769,H
2024.11.07 09,4.647,H
2024.11.07 10,4.425,R
2024.11.07 11,4.664,H
2024.11.07 12,4.559,H
2024.11.07 13,4.523,R
2024.11.07 14,4.805,H
2024.11.07 15,5.103,H
2024.11.07 16,5.26,H
2024.11.07 17,5.208,H
2024.11.07 18,5.129,R
2024.11.07 19,5.243,R
2024.11.07 20,5.382,H
2024.11.07 21,5.348,R
2024.11.07 22,5.644,H
2024.11.07 23,6.268,H
2024.11.08 00,6.492,H
2024.11.08 01,6.251,H
2024.11.08 02,6.389,H
2024.11.08 03,6.269,H
2024.11.08 04,6.165,H
2024.11.08 05,6.009,H
2024.11.08 06,5.759,R
2024.11.08 07,5.888,H
2024.11.08 08,5.888,H
2024.11.08 09,5.905,H
2024.11.08 10,6.199,H
2024.11.08 11,6.734,H
2024.11.08 12,7.008,H
2024.11.08 13,7.248,H
2024.11.08 14,7.402,H
2024.11.08 15,7.096,R
2024.11.08 16,7.35,H
2024.11.08 17,7.248,H
2024.11.08 18,7.128,H
2024.11.08 19,7.025,H
2024.11.08 20,7.128,H
2024.11.08 21,6.963,R
2024.11.08 22,7.042,H
2024.11.08 23,6.854,H
2024.11.09 00,6.77,R
2024.11.09 01,6.888,H
2024.11.09 02,6.837,H
2024.11.09 03,6.923,H
2024.11.09 04,6.699,H
2024.11.09 05,6.199,H
2024.11.09 06,5.818,H
2024.11.09 07,5.645,H
2024.11.09 08,5.54,H
2024.11.09 09,5.784,H
2024.11.09 10,6.475,H
2024.11.09 11,7.196,H
2024.11.09 12,7.793,H
2024.11.09 13,8.15,H
2024.11.09 14,7.862,H
2024.11.09 15,7.725,H
2024.11.09 16,7.367,H
2024.11.09 17,6.957,H
2024.11.09 18,6.665,H
2024.11.09 19,6.475,H
2024.11.09 20,6.199,H
2024.11.09 21,6.182,H
2024.11.09 22,6.096,H
2024.11.09 23,6.2,H
2024.11.10 00,5.983,R
2024.11.10 01,6.061,H
2024.11.10 02,5.974,H
2024.11.10 03,5.818,H
2024.11.10 04,5.732,H
2024.11.10 05,5.662,H
2024.11.10 06,5.505,H
2024.11.10 07,5.277,H
2024.11.10 08,5.016,H
2024.11.10 09,5.191,H
2024.11.10 10,5.453,H
2024.11.10 11,5.644,H
2024.11.10 12,5.766,H
2024.11.10 13,6.009,H
2024.11.10 14,6.026,H
2024.11.10 15,5.836,H
2024.11.10 16,5.54,H
2024.11.10 17,5.173,H
2024.11.10 18,4.717,H
2024.11.10 19,4.4,H
2024.11.10 20,4.276,H
2024.11.10 21,4.152,H
2024.11.10 22,4.045,H
2024.11.10 23,3.921,H
2024.11.11 00,3.797,H
2024.11.11 01,3.555,R
2024.11.11 02,3.385,R
2024.11.11 03,3.458,H
2024.11.11 04,3.315,H
2024.11.11 05,3.153,H
2024.11.11 06,3.153,H
2024.11.11 07,3.009,H
2024.11.11 08,2.947,R
2024.11.11 09,2.991,H
2024.11.11 10,3.099,H
2024.11.11 11,3.153,H
2024.11.11 12,3.725,H
2024.11.11 13,3.744,H
2024.11.11 14,4.063,H
2024.11.11 15,4.435,H
2024.11.11 16,4.4,H
2024.11.11 17,4.488,H
2024.11.11 18,4.294,H
2024.11.11 19,4.276,H
2024.11.11 20,4.453,H
2024.11.11 21,4.612,H
2024.11.11 22,4.84,H
2024.11.11 23,4.998,H
2024.11.12 00,5.182,R
2024.11.12 01,5.243,H
2024.11.12 02,5.208,H
2024.11.12 03,4.945,H
2024.11.12 04,4.506,H
2024.11.12 05,4.559,H
2024.11.12 06,4.453,H
2024.11.12 07,3.85,H
2024.11.12 08,3.547,H
2024.11.12 09,3.494,H
2024.11.12 10,3.849,H
2024.11.12 11,4.4,H
2024.11.12 12,4.91,H
2024.11.12 13,5.068,H
2024.11.12 14,5.243,H
2024.11.12 15,5.4,H
2024.11.12 16,5.435,H
2024.11.12 17,5.225,H
2024.11.12 18,5.015,H
2024.11.12 19,4.47,H
2024.11.12 20,3.725,H
2024.11.12 21,3.225,H
2024.11.12 22,3.13,R
2024.11.12 23,2.961,R
2024.11.13 00,2.955,H
2024.11.13 01,2.994,R
2024.11.13 02,2.943,R
2024.11.13 03,2.817,R
2024.11.13 04,2.6,R
2024.11.13 05,2.522,H
2024.11.13 06,2.286,H
2024.11.13 07,2.05,H
2024.11.13 08,2.007,R
2024.11.13 09,2.007,R
2024.11.13 10,2.123,H
2024.11.13 11,2.377,H
2024.11.13 12,2.667,H
2024.11.13 13,2.811,H
2024.11.13 14,3.117,H
2024.11.13 15,3.009,H
2024.11.13 16,2.757,H
2024.11.13 17,2.649,H
2024.11.13 18,1.976,H
2024.11.13 19,1.591,H
2024.11.13 20,1.673,R
2024.11.13 21,1.82,R
2024.11.13 22,1.776,H
2024.11.13 23,1.867,H
2024.11.14 00,1.958,H
2024.11.14 01,1.812,H
2024.11.14 02,1.389,H
2024.11.14 03,1.02,H
2024.11.14 04,1.187,H
2024.11.14 05,1.5,H
2024.11.14 06,1.466,R
2024.11.14 07,1.555,H
2024.11.14 08,1.61,H
2024.11.14 09,1.831,H
2024.11.14 10,2.286,H
2024.11.14 11,3.099,H
2024.11.14 12,3.921,H
2024.11.14 13,4.98,H
2024.11.14 14,5.365,H
2024.11.14 15,5.575,H
2024.11.14 16,5.278,H
2024.11.14 17,5.365,H
2024.11.14 18,4.928,H
2024.11.14 19,4.84,H
2024.11.14 20,4.945,H
2024.11.14 21,4.84,H
2024.11.14 22,5.313,H
2024.11.14 23,5.505,H
2024.11.15 00,5.653,R
2024.11.15 01,5.575,H
2024.11.15 02,5.697,H
2024.11.15 03,5.417,H
2024.11.15 04,5.365,H
2024.11.15 05,5.208,H
2024.11.15 06,5.138,H
2024.11.15 07,5.12,H
2024.11.15 08,5.348,H
2024.11.15 09,5.522,H
2024.11.15 10,6.061,H
2024.11.15 11,6.527,H
2024.11.15 12,7.025,H
2024.11.15 13,7.47,H
2024.11.15 14,7.265,H
2024.11.15 15,7.213,H
2024.11.15 16,6.905,H
2024.11.15 17,6.372,H
2024.11.15 18,5.87,H
2024.11.15 19,5.766,H
2024.11.15 20,5.781,R
2024.11.15 21,5.639,R
2024.11.15 22,5.644,H
2024.11.15 23,5.383,H
2024.11.16 00,4.505,H
2024.11.16 01,3.992,H
2024.11.16 02,3.903,H
2024.11.16 03,3.494,H
2024.11.16 04,3.242,H
2024.11.16 05,2.685,H
2024.11.16 06,2.522,H
2024.11.16 07,2.304,H
2024.11.16 08,1.591,H
2024.11.16 09,1.481,H
2024.11.16 10,1.903,H
2024.11.16 11,2.757,H
2024.11.16 12,2.955,H
2024.11.16 13,3.351,H
2024.11.16 14,3.189,H
2024.11.16 15,3.778,H
2024.11.16 16,3.368,H
2024.11.16 17,3.689,H
2024.11.16 18,2.103,H
2024.11.16 19,1.15,H
2024.11.16 20,1.592,H
2024.11.16 21,2.05,H
2024.11.16 22,1.917,R
2024.11.16 23,1.831,H
2024.11.17 00,1.702,H
2024.11.17 01,1.647,H
2024.11.17 02,1.702,H
2024.11.17 03,1.867,H
2024.11.17 04,2.013,H
2024.11.17 05,1.812,H
2024.11.17 06,1.739,H
2024.11.17 07,2.177,H
2024.11.17 08,2.518,R
2024.11.17 09,2.703,H
2024.11.17 10,3.494,H
2024.11.17 11,4.063,H
2024.11.17 12,4.874,H
2024.11.17 13,5.609,H
2024.11.17 14,6.217,H
2024.11.17 15,6.13,H
2024.11.17 16,5.539,H
2024.11.17 17,5.243,H
2024.11.17 18,5.033,H
2024.11.17 19,4.875,H
2024.11.17 20,4.805,H
2024.11.17 21,4.613,R
2024.11.17 22,4.494,R
2024.11.17 23,4.223,H
2024.11.18 00,3.814,H
2024.11.18 01,3.53,H
2024.11.18 02,3.814,H
2024.11.18 03,3.815,H
2024.11.18 04,3.885,H
2024.11.18 05,3.903,H
2024.11.18 06,3.654,H
2024.11.18 07,3.725,H
2024.11.18 08,4.134,H
2024.11.18 09,4.382,H
2024.11.18 10,4.963,H
2024.11.18 11,5.8,H
2024.11.18 12,5.836,H
2024.11.18 13,6.096,H
2024.11.18 14,6.407,H
2024.11.18 15,6.561,H
2024.11.18 16,6.682,H
2024.11.18 17,6.888,R
2024.11.18 18,6.954,R
2024.11.18 19,6.871,H
2024.11.18 20,6.815,R
2024.11.18 21,6.665,H
2024.11.18 22,6.596,H
2024.11.18 23,6.596,H
2024.11.19 00,6.716,H
2024.11.19 01,6.94,H
2024.11.19 02,6.991,H
2024.11.19 03,6.991,H
2024.11.19 04,6.303,H
2024.11.19 05,6.389,H
2024.11.19 06,6.596,H
2024.11.19 07,6.734,H
2024.11.19 08,6.888,H
2024.11.19 09,6.957,H
2024.11.19 10,7.521,H
2024.11.19 11,8.116,H
2024.11.19 12,8.455,H
2024.11.19 13,8.64,H
2024.11.19 14,8.64,H
2024.11.19 15,8.978,H
2024.11.19 16,9.012,R
2024.11.19 17,9.045,H
2024.11.19 18,9.28,H
2024.11.19 19,9.314,H
2024.11.19 20,9.364,H
2024.11.19 21,8.691,H
2024.11.19 22,8.404,H
2024.11.19 23,7.877,H
2024.11.20 00,5.433,H
2024.11.20 01,4.045,H
2024.11.20 02,3.726,H
2024.11.20 03,3.903,H
2024.11.20 04,2.9,H
2024.11.20 05,0.125,H
2024.11.20 06,0.069,H
2024.11.20 07,0.312,H
2024.11.20 08,-0.064,H
2024.11.20 09,0.387,H
2024.11.20 10,1.002,H
2024.11.20 11,1.756,H
2024.11.20 12,2.901,H
2024.11.20 13,2.684,H
2024.11.20 14,3.278,H
2024.11.20 15,3.671,H
2024.11.20 16,3.099,H
2024.11.20 17,2.268,H
2024.11.20 18,1.297,H
2024.11.20 19,0.983,H
2024.11.20 20,0.797,H
2024.11.20 21,1.057,H
2024.11.20 22,0.909,H
2024.11.20 23,0.964,H
2024.11.21 00,0.35,H
2024.11.21 01,0.331,H
2024.11.21 02,0.03,H
2024.11.21 03,-0.064,H
2024.11.21 04,-0.12,H
2024.11.21 05,-0.441,H
2024.11.21 06,-0.613,H
2024.11.21 07,-0.995,H
2024.11.21 08,-1.476,H
2024.11.21 09,-1.321,H
2024.11.21 10,-0.651,H
2024.11.21 11,0.087,H
2024.11.21 12,0.89,H
2024.11.21 13,1.665,H
2024.11.21 14,2.049,H
2024.11.21 15,1.554,H
2024.11.21 16,0.649,H
2024.11.21 17,-0.142,H
2024.11.21 18,-1.786,H
2024.11.21 19,-1.762,R
2024.11.21 20,-1.787,R
2024.11.21 21,-1.809,R
2024.11.21 22,-1.98,H
2024.11.21 23,-2.116,H
2024.11.22 00,-2.018,H
2024.11.22 01,-1.863,H
2024.11.22 02,-1.941,H
2024.11.22 03,-2.529,H
2024.11.22 04,-3.183,H
2024.11.22 05,-3.142,H
2024.11.22 06,-3.303,H
2024.11.22 07,-2.855,R
2024.11.22 08,-3.203,H
2024.11.22 09,-3.342,H
2024.11.22 10,-2.964,H
2024.11.22 11,-2.865,H
2024.11.22 12,-2.706,H
2024.11.22 13,-2.45,H
2024.11.22 14,-1.999,H
2024.11.22 15,-1.341,H
2024.11.22 16,-1.419,H
2024.11.22 17,-1.805,H
2024.11.22 18,-1.573,H
2024.11.22 19,-1.36,H
2024.11.22 20,-1.302,H
2024.11.22 21,-1.129,H
2024.11.22 22,-0.674,R
2024.11.22 23,-0.841,H
2024.11.23 00,-0.67,H
2024.11.23 01,-0.218,R
2024.11.23 02,-0.366,H
