"dttm","th","origin"
"2024-10-31 00",8.624,"H"
"2024-10-31 01",8.483,"R"
"2024-10-31 02",8.524,"H"
"2024-10-31 03",8.304,"R"
"2024-10-31 04",8.194,"H"
"2024-10-31 05",8.227,"H"
"2024-10-31 06",8.524,"H"
"2024-10-31 07",8.376,"H"
"2024-10-31 08",8.359,"H"
"2024-10-31 09",8.541,"H"
"2024-10-31 10",8.952,"H"
"2024-10-31 11",8.87,"H"
"2024-10-31 12",8.935,"H"
"2024-10-31 13",8.951,"H"
"2024-10-31 14",8.902,"H"
"2024-10-31 15",8.755,"H"
"2024-10-31 16",8.624,"H"
"2024-10-31 17",8.508,"H"
"2024-10-31 18",8.427,"R"
"2024-10-31 19",8.421,"R"
"2024-10-31 20",8.362,"R"
"2024-10-31 21",8.425,"H"
"2024-10-31 22",8.267,"R"
"2024-10-31 23",8.144,"H"
"2024-11-01 00",7.68,"H"
"2024-11-01 01",7.43,"H"
"2024-11-01 02",7.207,"R"
"2024-11-01 03",7.096,"H"
"2024-11-01 04",7.196,"H"
"2024-11-01 05",7.296,"H"
"2024-11-01 06",7.062,"H"
"2024-11-01 07",7.021,"R"
"2024-11-01 08",7.53,"H"
"2024-11-01 09",7.862,"H"
"2024-11-01 10",8.293,"H"
"2024-11-01 11",9.378,"H"
"2024-11-01 12",10.048,"H"
"2024-11-01 13",10.39,"H"
"2024-11-01 14",10.699,"H"
"2024-11-01 15",10.472,"H"
"2024-11-01 16",9.51,"H"
"2024-11-01 17",9.362,"H"
"2024-11-01 18",8.952,"H"
"2024-11-01 19",8.044,"H"
"2024-11-01 20",7.596,"H"
"2024-11-01 21",7.246,"H"
"2024-11-01 22",7.23,"H"
"2024-11-01 23",7.163,"H"
"2024-11-02 00",6.845,"H"
"2024-11-02 01",6.627,"H"
"2024-11-02 02",5.986,"H"
"2024-11-02 03",5.868,"H"
"2024-11-02 04",5.851,"H"
"2024-11-02 05",5.986,"H"
"2024-11-02 06",6.069,"R"
"2024-11-02 07",6.02,"H"
"2024-11-02 08",6.105,"H"
"2024-11-02 09",6.577,"H"
"2024-11-02 10",7.33,"H"
"2024-11-02 11",7.68,"H"
"2024-11-02 12",7.879,"H"
"2024-11-02 13",7.879,"H"
"2024-11-02 14",7.73,"H"
"2024-11-02 15",7.546,"H"
"2024-11-02 16",7.23,"H"
"2024-11-02 17",7.029,"H"
"2024-11-02 18",6.986,"R"
"2024-11-02 19",7.069,"R"
"2024-11-02 20",7.011,"R"
"2024-11-02 21",6.778,"H"
"2024-11-02 22",6.627,"H"
"2024-11-02 23",6.409,"H"
"2024-11-03 00",6.375,"H"
"2024-11-03 01",6.274,"H"
"2024-11-03 02",5.41,"H"
"2024-11-03 03",5.699,"H"
"2024-11-03 04",5.324,"H"
"2024-11-03 05",5.427,"H"
"2024-11-03 06",5.324,"H"
"2024-11-03 07",5.748,"H"
"2024-11-03 08",6.895,"H"
"2024-11-03 09",8.077,"H"
"2024-11-03 10",9.395,"H"
"2024-11-03 11",9.918,"H"
"2024-11-03 12",9.967,"H"
"2024-11-03 13",10.065,"H"
"2024-11-03 14",9.885,"H"
"2024-11-03 15",9.182,"H"
"2024-11-03 16",8.143,"H"
"2024-11-03 17",7.28,"H"
"2024-11-03 18",7.246,"H"
"2024-11-03 19",6.962,"H"
"2024-11-03 20",6.694,"H"
"2024-11-03 21",6.493,"H"
"2024-11-03 22",6.392,"H"
"2024-11-03 23",6.172,"H"
"2024-11-04 00",5.902,"H"
"2024-11-04 01",5.614,"H"
