"dttm","th","origin"
"2024-10-31 00","9.079","H"
"2024-10-31 01","8.998","R"
"2024-10-31 02","8.936","R"
"2024-10-31 03","9.014","R"
"2024-10-31 04","8.623","R"
"2024-10-31 05","8.590","R"
"2024-10-31 06","9.066","R"
"2024-10-31 07","8.716","R"
"2024-10-31 08","8.703","R"
"2024-10-31 09","8.804","H"
"2024-10-31 10","9.203","R"
"2024-10-31 11","9.207","H"
"2024-10-31 12","9.544","H"
"2024-10-31 13","9.239","R"
"2024-10-31 14","9.183","R"
"2024-10-31 15","9.561","H"
"2024-10-31 16","9.060","R"
"2024-10-31 17","9.239","H"
"2024-10-31 18","8.973","R"
"2024-10-31 19","8.975","R"
"2024-10-31 20","8.892","R"
"2024-10-31 21","8.851","R"
"2024-10-31 22","8.925","R"
"2024-10-31 23","8.582","R"
"2024-11-01 00","8.011","R"
"2024-11-01 01","8.448","H"
"2024-11-01 02","8.059","H"
"2024-11-01 03","7.626","R"
"2024-11-01 04","7.653","R"
"2024-11-01 05","7.585","H"
"2024-11-01 06","7.733","H"
"2024-11-01 07","7.480","R"
"2024-11-01 08","7.833","R"
"2024-11-01 09","7.979","R"
"2024-11-01 10","8.205","H"
"2024-11-01 11","8.626","H"
"2024-11-01 12","9.319","H"
"2024-11-01 13","10.726","H"
"2024-11-01 14","11.361","H"
"2024-11-01 15","11.883","H"
"2024-11-01 16","9.901","R"
"2024-11-01 17","11.092","H"
"2024-11-01 18","9.898","H"
"2024-11-01 19","9.785","H"
"2024-11-01 20","9.465","H"
"2024-11-01 21","8.335","H"
"2024-11-01 22","8.009","H"
"2024-11-01 23","7.635","H"
"2024-11-02 00","7.765","H"
"2024-11-02 01","7.188","R"
"2024-11-02 02","6.569","R"
"2024-11-02 03","7.127","H"
"2024-11-02 04","6.600","H"
"2024-11-02 05","6.452","H"
"2024-11-02 06","6.521","R"
"2024-11-02 07","6.598","R"
"2024-11-02 08","6.666","H"
"2024-11-02 09","6.905","R"
"2024-11-02 10","6.930","H"
"2024-11-02 11","7.487","H"
"2024-11-02 12","8.351","H"
"2024-11-02 13","8.562","H"
