dttm,th,origin
2024.10.31 00,8.979,H
2024.10.31 01,8.932,R
2024.10.31 02,8.742,R
2024.10.31 03,8.697,R
2024.10.31 04,8.443,R
2024.10.31 05,8.399,R
2024.10.31 06,8.831,R
2024.10.31 07,8.658,R
2024.10.31 08,8.751,H
2024.10.31 09,8.638,H
2024.10.31 10,8.979,R
2024.10.31 11,8.914,H
2024.10.31 12,9.189,H
2024.10.31 13,8.892,R
2024.10.31 14,8.976,R
2024.10.31 15,8.819,R
2024.10.31 16,8.817,R
2024.10.31 17,8.777,R
2024.10.31 18,8.747,R
2024.10.31 19,8.791,R
2024.10.31 20,8.728,R
2024.10.31 21,8.706,R
2024.10.31 22,8.771,R
2024.10.31 23,8.510,R
2024.11.01 00,7.969,R
2024.11.01 01,8.524,H
2024.11.01 02,8.149,H
2024.11.01 03,7.471,R
2024.11.01 04,7.483,R
2024.11.01 05,7.626,H
2024.11.01 06,7.415,R
2024.11.01 07,7.346,R
2024.11.01 08,7.593,H
2024.11.01 09,7.807,R
2024.11.01 10,8.002,H
2024.11.01 11,8.296,H
2024.11.01 12,8.800,H
2024.11.01 13,9.608,H
2024.11.01 14,10.059,H
2024.11.01 15,10.731,H
2024.11.01 16,11.130,H
2024.11.01 17,10.826,H
2024.11.01 18,9.995,H
2024.11.01 19,9.850,H
2024.11.01 20,9.511,H
2024.11.01 21,8.361,H
2024.11.01 22,7.936,H
2024.11.01 23,7.724,H
2024.11.02 00,7.244,R
2024.11.02 01,7.075,R
2024.11.02 02,6.463,R
2024.11.02 03,7.099,H
2024.11.02 04,6.603,H
2024.11.02 05,6.355,R
2024.11.02 06,6.418,R
2024.11.02 07,6.427,R
2024.11.02 08,6.463,R
2024.11.02 09,6.787,R
2024.11.02 10,7.101,R
2024.11.02 11,7.248,H
2024.11.02 12,7.838,H
2024.11.02 13,8.149,H
2024.11.02 14,8.296,H
2024.11.02 15,7.863,R
2024.11.02 16,7.689,R
2024.11.02 17,8.002,H
2024.11.02 18,7.346,R
2024.11.02 19,7.378,R
2024.11.02 20,7.456,R
2024.11.02 21,7.239,R
2024.11.02 22,7.089,R
2024.11.02 23,7.231,H
2024.11.03 00,6.796,R
2024.11.03 01,6.852,H
2024.11.03 02,5.843,R
2024.11.03 03,6.536,H
2024.11.03 04,5.987,H
2024.11.03 05,6.237,H
2024.11.03 06,5.827,R
2024.11.03 07,5.864,R
2024.11.03 08,5.787,H
2024.11.03 09,6.270,H
2024.11.03 10,7.050,H
2024.11.03 11,8.002,H
2024.11.03 12,8.800,H
2024.11.03 13,9.528,H
2024.11.03 14,10.075,H
2024.11.03 15,10.524,H
2024.11.03 16,8.776,R
2024.11.03 17,9.560,H
2024.11.03 18,8.426,H
2024.11.03 19,7.576,H
2024.11.03 20,7.625,H
2024.11.03 21,7.280,H
2024.11.03 22,6.996,R
2024.11.03 23,6.762,R
2024.11.04 00,6.935,H
2024.11.04 01,6.819,H
2024.11.04 02,6.370,H
