"dttm","th","origin"
"2024-10-31 00","8.514","H"
"2024-10-31 01","8.504","R"
"2024-10-31 02","8.515","R"
"2024-10-31 03","8.456","R"
"2024-10-31 04","8.331","R"
"2024-10-31 05","8.094","R"
"2024-10-31 06","8.329","R"
"2024-10-31 07","8.482","R"
"2024-10-31 08","8.365","H"
"2024-10-31 09","8.119","H"
"2024-10-31 10","8.488","R"
"2024-10-31 11","8.448","H"
"2024-10-31 12","8.694","H"
"2024-10-31 13","8.598","R"
"2024-10-31 14","8.675","R"
"2024-10-31 15","8.650","R"
"2024-10-31 16","8.543","R"
"2024-10-31 17","8.512","R"
"2024-10-31 18","8.466","R"
"2024-10-31 19","8.458","R"
"2024-10-31 20","8.451","R"
"2024-10-31 21","8.391","R"
"2024-10-31 22","8.358","R"
"2024-10-31 23","8.294","R"
"2024-11-01 00","7.841","R"
"2024-11-01 01","7.904","H"
"2024-11-01 02","7.572","H"
"2024-11-01 03","7.207","R"
"2024-11-01 04","7.011","R"
"2024-11-01 05","7.181","R"
"2024-11-01 06","7.158","R"
"2024-11-01 07","6.918","R"
"2024-11-01 08","6.940","H"
"2024-11-01 09","7.040","H"
"2024-11-01 10","7.423","H"
"2024-11-01 11","7.771","H"
"2024-11-01 12","8.283","H"
"2024-11-01 13","9.202","H"
"2024-11-01 14","10.163","H"
"2024-11-01 15","10.601","H"
"2024-11-01 16","11.069","H"
"2024-11-01 17","10.762","H"
"2024-11-01 18","9.578","H"
"2024-11-01 19","9.431","H"
"2024-11-01 20","9.153","H"
"2024-11-01 21","7.903","H"
"2024-11-01 22","7.522","H"
"2024-11-01 23","7.156","H"
"2024-11-02 00","7.273","H"
"2024-11-02 01","6.787","R"
"2024-11-02 02","6.906","H"
"2024-11-02 03","6.639","H"
"2024-11-02 04","6.085","H"
"2024-11-02 05","5.882","H"
"2024-11-02 06","5.916","H"
"2024-11-02 07","6.051","H"
"2024-11-02 08","5.937","R"
"2024-11-02 09","6.101","H"
"2024-11-02 10","6.287","H"
"2024-11-02 11","6.706","H"
"2024-11-02 12","7.389","H"
"2024-11-02 13","7.638","H"
"2024-11-02 14","7.854","H"
"2024-11-02 15","7.478","R"
"2024-11-02 16","7.639","H"
"2024-11-02 17","7.439","H"
"2024-11-02 18","7.123","H"
"2024-11-02 19","6.940","H"
"2024-11-02 20","7.066","R"
"2024-11-02 21","7.007","R"
"2024-11-02 22","6.923","H"
"2024-11-02 23","6.689","H"
"2024-11-03 00","6.428","R"
"2024-11-03 01","6.203","H"
"2024-11-03 02","6.169","H"
"2024-11-03 03","5.899","H"
"2024-11-03 04","5.272","H"
"2024-11-03 05","5.527","H"
"2024-11-03 06","5.136","H"
"2024-11-03 07","5.255","H"
"2024-11-03 08","5.034","H"
"2024-11-03 09","5.780","H"
"2024-11-03 10","6.973","H"
"2024-11-03 11","8.233","H"
"2024-11-03 12","9.137","H"
"2024-11-03 13","10.260","H"
"2024-11-03 14","10.665","H"
"2024-11-03 15","10.617","H"
"2024-11-03 16","10.260","H"
"2024-11-03 17","9.593","H"
"2024-11-03 18","8.134","H"
"2024-11-03 19","7.123","H"
"2024-11-03 20","6.906","H"
"2024-11-03 21","6.784","R"
"2024-11-03 22","6.566","R"
"2024-11-03 23","6.572","H"
"2024-11-04 00","6.438","H"
"2024-11-04 01","6.253","H"
"2024-11-04 02","5.865","H"
"2024-11-04 03","5.611","H"
"2024-11-04 04","5.391","H"
"2024-11-04 05","5.119","H"
"2024-11-04 06","4.760","H"
"2024-11-04 07","4.725","H"
"2024-11-04 08","4.792","R"
"2024-11-04 09","5.000","H"
"2024-11-04 10","5.154","R"
"2024-11-04 11","5.509","H"
"2024-11-04 12","6.100","H"
"2024-11-04 13","5.561","H"
"2024-11-04 14","5.561","H"
"2024-11-04 15","5.950","H"
"2024-11-04 16","5.747","H"
"2024-11-04 17","5.527","H"
"2024-11-04 18","5.408","H"
"2024-11-04 19","5.335","R"
"2024-11-04 20","5.375","R"
"2024-11-04 21","5.341","R"
"2024-11-04 22","5.357","H"
"2024-11-04 23","5.119","H"
"2024-11-05 00","4.777","H"
"2024-11-05 01","4.503","H"
"2024-11-05 02","4.314","H"
"2024-11-05 03","4.055","H"
"2024-11-05 04","3.778","H"
"2024-11-05 05","3.204","H"
"2024-11-05 06","2.607","H"
"2024-11-05 07","3.706","H"
"2024-11-05 08","4.055","H"
"2024-11-05 09","4.313","H"
"2024-11-05 10","4.827","H"
"2024-11-05 11","6.185","H"
"2024-11-05 12","7.488","H"
"2024-11-05 13","9.443","H"
"2024-11-05 14","10.422","H"
"2024-11-05 15","10.989","H"
"2024-11-05 16","11.937","H"
"2024-11-05 17","11.519","H"
"2024-11-05 18","10.648","H"
"2024-11-05 19","10.632","H"
"2024-11-05 20","10.406","H"
"2024-11-05 21","10.455","H"
"2024-11-05 22","10.292","R"
"2024-11-05 23","9.858","R"
"2024-11-06 00","9.822","H"
"2024-11-06 01","9.085","R"
"2024-11-06 02","9.137","H"
"2024-11-06 03","9.463","H"
"2024-11-06 04","9.627","H"
"2024-11-06 05","10.049","H"
"2024-11-06 06","9.431","H"
"2024-11-06 07","10.357","H"
"2024-11-06 08","10.015","H"
"2024-11-06 09","8.940","H"
"2024-11-06 10","8.924","H"
"2024-11-06 11","9.317","H"
"2024-11-06 12","9.692","H"
"2024-11-06 13","9.806","H"
"2024-11-06 14","10.179","H"
"2024-11-06 15","10.325","H"
"2024-11-06 16","10.585","H"
"2024-11-06 17","9.674","H"
"2024-11-06 18","8.694","H"
"2024-11-06 19","9.494","H"
"2024-11-06 20","9.232","H"
"2024-11-06 21","7.206","H"
"2024-11-06 22","6.639","H"
"2024-11-06 23","6.438","H"
"2024-11-07 00","6.203","H"
"2024-11-07 01","6.118","H"
"2024-11-07 02","5.730","H"
"2024-11-07 03","5.459","H"
"2024-11-07 04","5.272","H"
"2024-11-07 05","5.102","H"
"2024-11-07 06","5.068","H"
"2024-11-07 07","4.743","H"
"2024-11-07 08","4.589","H"
"2024-11-07 09","4.520","H"
"2024-11-07 10","4.338","R"
"2024-11-07 11","4.640","H"
"2024-11-07 12","4.554","H"
"2024-11-07 13","4.640","H"
"2024-11-07 14","4.760","H"
"2024-11-07 15","5.017","H"
"2024-11-07 16","5.085","H"
"2024-11-07 17","4.917","R"
"2024-11-07 18","4.982","H"
"2024-11-07 19","5.105","R"
"2024-11-07 20","5.161","R"
"2024-11-07 21","5.428","R"
"2024-11-07 22","5.408","H"
"2024-11-07 23","6.000","H"
"2024-11-08 00","6.320","H"
"2024-11-08 01","6.051","H"
"2024-11-08 02","6.169","H"
"2024-11-08 03","6.051","H"
"2024-11-08 04","5.882","H"
"2024-11-08 05","5.831","H"
"2024-11-08 06","5.595","R"
"2024-11-08 07","5.574","R"
"2024-11-08 08","5.573","R"
"2024-11-08 09","5.866","R"
"2024-11-08 10","5.983","H"
"2024-11-08 11","6.488","H"
"2024-11-08 12","6.739","H"
"2024-11-08 13","6.804","R"
"2024-11-08 14","7.107","H"
"2024-11-08 15","6.915","R"
"2024-11-08 16","6.863","R"
"2024-11-08 17","6.806","R"
"2024-11-08 18","6.856","H"
"2024-11-08 19","6.849","R"
"2024-11-08 20","6.811","R"
"2024-11-08 21","6.726","R"
"2024-11-08 22","6.567","R"
"2024-11-08 23","6.606","H"
"2024-11-09 00","6.585","R"
"2024-11-09 01","6.572","R"
"2024-11-09 02","6.614","R"
"2024-11-09 03","6.355","R"
"2024-11-09 04","6.404","H"
"2024-11-09 05","5.916","H"
"2024-11-09 06","5.628","H"
"2024-11-09 07","5.544","H"
"2024-11-09 08","5.391","H"
"2024-11-09 09","5.747","H"
"2024-11-09 10","6.286","H"
"2024-11-09 11","6.856","H"
"2024-11-09 12","7.589","H"
"2024-11-09 13","7.805","H"
"2024-11-09 14","7.489","H"
"2024-11-09 15","7.373","H"
"2024-11-09 16","7.023","H"
"2024-11-09 17","6.739","H"
"2024-11-09 18","6.421","H"
"2024-11-09 19","6.186","H"
"2024-11-09 20","5.966","H"
