dttm,th,origin
2024-10-31 00,8.945,R
2024-10-31 01,8.879,R
2024-10-31 02,8.817,R
2024-10-31 03,8.894,R
2024-10-31 04,8.504,R
2024-10-31 05,8.471,R
2024-10-31 06,8.947,R
2024-10-31 07,8.597,R
2024-10-31 08,8.848,H
2024-10-31 09,8.677,R
2024-10-31 10,9.123,H
2024-10-31 11,9.398,H
2024-10-31 12,8.957,R
2024-10-31 13,9.382,H
2024-10-31 14,9.063,R
2024-10-31 15,9.011,R
2024-10-31 16,8.940,R
2024-10-31 17,8.865,R
2024-10-31 18,8.853,R
2024-10-31 19,8.855,R
2024-10-31 20,8.772,R
2024-10-31 21,8.732,R
2024-10-31 22,8.806,R
2024-10-31 23,8.463,R
2024-11-01 00,8.491,H
2024-11-01 01,8.101,H
2024-11-01 02,7.731,R
2024-11-01 03,7.508,R
2024-11-01 04,7.535,R
2024-11-01 05,7.629,R
2024-11-01 06,7.398,R
2024-11-01 07,7.446,H
2024-11-01 08,7.715,R
2024-11-01 09,8.068,H
2024-11-01 10,8.312,H
2024-11-01 11,8.913,H
2024-11-01 12,10.008,H
2024-11-01 13,10.647,H
2024-11-01 14,11.014,H
2024-11-01 15,11.395,H
2024-11-01 16,11.046,H
2024-11-01 17,9.944,H
2024-11-01 18,9.528,R
2024-11-01 19,9.542,H
2024-11-01 20,8.393,H
2024-11-01 21,8.051,H
2024-11-01 22,7.742,H
2024-11-01 23,7.607,R
2024-11-02 00,7.250,R
2024-11-02 01,7.496,H
2024-11-02 02,7.282,H
2024-11-02 03,6.738,H
2024-11-02 04,6.275,R
2024-11-02 05,6.431,R
2024-11-02 06,6.405,R
2024-11-02 07,6.482,R
2024-11-02 08,6.392,R
2024-11-02 09,6.788,R
2024-11-02 10,7.364,H
2024-11-02 11,7.987,H
2024-11-02 12,7.756,R
2024-11-02 13,7.907,R
2024-11-02 14,7.843,R
2024-11-02 15,7.909,R
2024-11-02 16,7.823,H
2024-11-02 17,7.523,R
2024-11-02 18,7.384,R
2024-11-02 19,7.448,R
2024-11-02 20,7.515,R
2024-11-02 21,7.278,R
2024-11-02 22,7.052,H
2024-11-02 23,6.949,R
2024-11-03 00,6.556,H
2024-11-03 01,6.623,H
2024-11-03 02,6.290,H
2024-11-03 03,5.706,H
2024-11-03 04,5.957,H
2024-11-03 05,5.656,H
2024-11-03 06,5.857,H
2024-11-03 07,5.623,H
2024-11-03 08,6.257,H
2024-11-03 09,7.249,H
2024-11-03 10,8.589,H
2024-11-03 11,9.558,H
2024-11-03 12,10.200,H
2024-11-03 13,10.886,H
2024-11-03 14,11.093,H
2024-11-03 15,10.599,H
2024-11-03 16,9.735,H
2024-11-03 17,8.458,H
2024-11-03 18,7.545,H
2024-11-03 19,7.479,H
2024-11-03 20,7.250,H
2024-11-03 21,7.115,R
2024-11-03 22,7.003,H
2024-11-03 23,6.887,H
2024-11-04 00,6.562,R
2024-11-04 01,6.407,H
2024-11-04 02,6.108,H
2024-11-04 03,5.874,H
2024-11-04 04,5.640,H
2024-11-04 05,5.304,H
2024-11-04 06,5.321,H
2024-11-04 07,5.246,R
2024-11-04 08,5.623,H
2024-11-04 09,5.590,H
2024-11-04 10,6.223,H
2024-11-04 11,7.149,H
2024-11-04 12,5.882,R
2024-11-04 13,6.246,R
2024-11-04 14,6.854,H
2024-11-04 15,6.540,H
2024-11-04 16,6.308,H
2024-11-04 17,5.802,R
2024-11-04 18,5.761,R
2024-11-04 19,5.791,R
2024-11-04 20,6.007,H
2024-11-04 21,5.748,R
2024-11-04 22,5.807,H
2024-11-04 23,5.439,H
2024-11-05 00,5.186,H
2024-11-05 01,4.501,R
2024-11-05 02,4.747,H
2024-11-05 03,4.492,H
2024-11-05 04,3.877,H
2024-11-05 05,3.326,H
2024-11-05 06,4.200,H
2024-11-05 07,4.713,H
2024-11-05 08,4.933,H
2024-11-05 09,5.504,H
2024-11-05 10,6.903,H
2024-11-05 11,8.345,H
2024-11-05 12,9.731,H
2024-11-05 13,10.854,H
2024-11-05 14,11.316,H
2024-11-05 15,11.980,H
2024-11-05 16,11.379,H
2024-11-05 17,10.742,H
2024-11-05 18,10.520,H
2024-11-05 19,10.440,H
2024-11-05 20,10.488,H
2024-11-05 21,10.705,R
2024-11-05 22,10.251,R
2024-11-05 23,10.040,H
2024-11-06 00,9.680,R
2024-11-06 01,9.462,H
2024-11-06 02,9.799,H
2024-11-06 03,9.928,H
2024-11-06 04,10.424,H
2024-11-06 05,9.944,H
2024-11-06 06,10.663,H
2024-11-06 07,10.470,H
2024-11-06 08,9.445,H
2024-11-06 09,9.558,H
2024-11-06 10,9.896,H
2024-11-06 11,10.344,H
2024-11-06 12,10.326,R
2024-11-06 13,10.838,H
2024-11-06 14,10.399,R
2024-11-06 15,11.078,H
2024-11-06 16,10.039,H
2024-11-06 17,9.188,H
2024-11-06 18,9.862,H
2024-11-06 19,9.620,H
2024-11-06 20,7.791,H
