dttm,th,origin
2024-10-31 00,9.029,R
2024-10-31 01,8.995,R
2024-10-31 02,8.972,R
2024-10-31 03,8.869,R
2024-10-31 04,8.760,R
2024-10-31 05,8.540,R
2024-10-31 06,8.783,R
2024-10-31 07,8.973,H
2024-10-31 08,8.762,H
2024-10-31 09,8.587,R
2024-10-31 10,9.037,H
2024-10-31 11,9.312,H
2024-10-31 12,8.938,R
2024-10-31 13,9.059,R
2024-10-31 14,9.070,R
2024-10-31 15,9.083,R
2024-10-31 16,8.985,R
2024-10-31 17,8.943,R
2024-10-31 18,8.917,R
2024-10-31 19,8.889,R
2024-10-31 20,8.886,R
2024-10-31 21,8.840,R
2024-10-31 22,8.840,R
2024-10-31 23,8.776,R
2024-11-01 00,8.617,H
2024-11-01 01,8.227,H
2024-11-01 02,7.859,R
2024-11-01 03,7.715,R
2024-11-01 04,7.721,H
2024-11-01 05,7.722,R
2024-11-01 06,7.691,R
2024-11-01 07,7.639,H
2024-11-01 08,7.535,R
2024-11-01 09,8.129,H
2024-11-01 10,8.373,H
2024-11-01 11,8.860,H
2024-11-01 12,9.810,H
2024-11-01 13,10.274,H
2024-11-01 14,10.832,H
2024-11-01 15,11.118,H
2024-11-01 16,10.864,H
2024-11-01 17,10.114,H
2024-11-01 18,9.970,H
2024-11-01 19,9.649,H
2024-11-01 20,8.422,H
2024-11-01 21,8.080,H
2024-11-01 22,7.640,R
2024-11-01 23,7.728,R
2024-11-02 00,7.579,R
2024-11-02 01,7.315,R
2024-11-02 02,6.986,R
2024-11-02 03,6.784,H
2024-11-02 04,6.365,R
2024-11-02 05,6.668,H
2024-11-02 06,6.523,R
2024-11-02 07,6.591,R
2024-11-02 08,6.490,R
2024-11-02 09,6.933,H
2024-11-02 10,7.328,H
2024-11-02 11,7.933,H
2024-11-02 12,8.226,H
2024-11-02 13,8.357,H
2024-11-02 14,8.373,H
2024-11-02 15,7.964,R
2024-11-02 16,8.064,H
2024-11-02 17,7.787,H
2024-11-02 18,7.492,R
2024-11-02 19,7.466,R
2024-11-02 20,7.554,R
2024-11-02 21,7.494,R
2024-11-02 22,7.344,H
2024-11-02 23,7.103,R
2024-11-03 00,6.982,H
2024-11-03 01,6.984,R
2024-11-03 02,6.701,H
2024-11-03 03,6.137,H
2024-11-03 04,6.403,H
2024-11-03 05,6.087,H
2024-11-03 06,6.137,H
2024-11-03 07,5.970,H
2024-11-03 08,6.469,H
2024-11-03 09,7.262,H
2024-11-03 10,8.194,H
2024-11-03 11,9.438,H
2024-11-03 12,10.338,H
2024-11-03 13,10.194,H
2024-11-03 14,10.578,H
2024-11-03 15,10.132,R
2024-11-03 16,9.649,H
2024-11-03 17,8.632,H
2024-11-03 18,7.819,H
2024-11-03 19,7.686,R
2024-11-03 20,7.491,H
2024-11-03 21,7.347,R
2024-11-03 22,7.181,R
2024-11-03 23,7.098,H
2024-11-04 00,6.915,R
2024-11-04 01,6.619,H
2024-11-04 02,6.386,H
2024-11-04 03,6.103,H
2024-11-04 04,5.854,H
2024-11-04 05,5.519,H
2024-11-04 06,5.295,R
2024-11-04 07,5.330,R
2024-11-04 08,5.653,H
2024-11-04 09,5.603,H
2024-11-04 10,6.103,H
2024-11-04 11,6.436,H
2024-11-04 12,5.798,R
2024-11-04 13,5.898,R
2024-11-04 14,6.602,H
2024-11-04 15,6.183,R
2024-11-04 16,6.170,H
2024-11-04 17,5.905,R
2024-11-04 18,5.868,R
2024-11-04 19,5.915,R
2024-11-04 20,5.935,R
2024-11-04 21,6.070,H
2024-11-04 22,5.683,R
2024-11-04 23,5.535,H
2024-11-05 00,5.200,H
2024-11-05 01,5.065,H
2024-11-05 02,4.793,H
2024-11-05 03,4.489,H
2024-11-05 04,3.891,H
2024-11-05 05,3.495,H
2024-11-05 06,4.486,H
2024-11-05 07,4.793,H
2024-11-05 08,4.980,H
2024-11-05 09,5.299,H
2024-11-05 10,6.220,H
2024-11-05 11,7.375,H
2024-11-05 12,9.180,H
2024-11-05 13,9.890,H
2024-11-05 14,10.594,H
2024-11-05 15,11.134,H
2024-11-05 16,10.641,H
2024-11-05 17,10.529,H
2024-11-05 18,10.689,H
2024-11-05 19,10.721,H
2024-11-05 20,10.922,R
2024-11-05 21,10.546,H
2024-11-05 22,10.657,R
2024-11-05 23,10.131,H
2024-11-06 00,10.114,H
2024-11-06 01,9.505,H
2024-11-06 02,9.970,H
2024-11-06 03,10.050,H
2024-11-06 04,10.466,H
2024-11-06 05,9.874,H
2024-11-06 06,10.896,H
2024-11-06 07,10.511,H
2024-11-06 08,9.440,H
2024-11-06 09,9.473,H
2024-11-06 10,9.761,H
2024-11-06 11,10.114,H
2024-11-06 12,9.857,R
2024-11-06 13,10.610,H
2024-11-06 14,10.338,R
2024-11-06 15,10.832,H
2024-11-06 16,9.986,H
2024-11-06 17,9.328,H
2024-11-06 18,10.161,H
2024-11-06 19,9.646,H
2024-11-06 20,7.819,H
2024-11-06 21,7.328,H
2024-11-06 22,7.131,H
2024-11-06 23,6.916,H
2024-11-07 00,6.625,R
2024-11-07 01,6.486,H
2024-11-07 02,5.894,R
2024-11-07 03,6.020,H
2024-11-07 04,5.837,H
2024-11-07 05,5.534,R
2024-11-07 06,5.468,H
2024-11-07 07,5.068,R
2024-11-07 08,5.013,R
2024-11-07 09,5.166,H
2024-11-07 10,5.250,H
2024-11-07 11,4.814,R
2024-11-07 12,5.266,H
2024-11-07 13,5.065,R
2024-11-07 14,5.636,H
2024-11-07 15,5.515,R
2024-11-07 16,5.687,H
2024-11-07 17,5.517,R
2024-11-07 18,5.704,H
2024-11-07 19,5.647,R
2024-11-07 20,5.713,R
2024-11-07 21,5.961,R
2024-11-07 22,6.619,H
2024-11-07 23,6.833,H
2024-11-08 00,6.602,H
2024-11-08 01,6.768,H
2024-11-08 02,6.549,R
2024-11-08 03,6.552,H
2024-11-08 04,6.304,R
2024-11-08 05,6.241,R
2024-11-08 06,6.119,R
2024-11-08 07,6.128,R
2024-11-08 08,6.120,R
2024-11-08 09,6.619,H
2024-11-08 10,7.098,H
2024-11-08 11,7.014,R
2024-11-08 12,7.508,H
2024-11-08 13,7.704,H
2024-11-08 14,7.400,R
2024-11-08 15,7.411,R
2024-11-08 16,7.378,R
2024-11-08 17,7.319,R
2024-11-08 18,7.235,R
2024-11-08 19,7.358,R
2024-11-08 20,7.334,R
2024-11-08 21,7.267,R
2024-11-08 22,7.101,R
2024-11-08 23,7.100,R
2024-11-09 00,7.113,R
2024-11-09 01,7.099,R
2024-11-09 02,7.152,R
2024-11-09 03,7.064,H
2024-11-09 04,6.585,H
2024-11-09 05,6.337,H
2024-11-09 06,6.137,H
2024-11-09 07,6.037,H
2024-11-09 08,6.370,H
2024-11-09 09,6.751,H
2024-11-09 10,7.410,H
2024-11-09 11,8.080,H
2024-11-09 12,8.422,H
2024-11-09 13,8.047,H
2024-11-09 14,7.982,H
2024-11-09 15,7.623,H
2024-11-09 16,7.344,H
2024-11-09 17,7.048,H
2024-11-09 18,6.640,R
2024-11-09 19,6.635,H
2024-11-09 20,6.602,H
2024-11-09 21,6.342,R
2024-11-09 22,6.619,H
2024-11-09 23,6.602,H
2024-11-10 00,6.340,R
2024-11-10 01,6.337,H
2024-11-10 02,6.077,R
2024-11-10 03,6.026,R
2024-11-10 04,5.893,R
2024-11-10 05,5.775,R
2024-11-10 06,5.736,H
2024-11-10 07,5.341,R
2024-11-10 08,5.619,H
2024-11-10 09,5.870,H
2024-11-10 10,5.937,H
2024-11-10 11,6.137,H
2024-11-10 12,6.420,H
2024-11-10 13,6.237,H
2024-11-10 14,5.912,R
2024-11-10 15,5.854,H
2024-11-10 16,5.653,H
2024-11-10 17,5.199,H
2024-11-10 18,4.963,H
2024-11-10 19,4.777,H
2024-11-10 20,4.478,R
2024-11-10 21,4.556,H
2024-11-10 22,4.386,H
2024-11-10 23,4.302,H
2024-11-11 00,4.040,R
2024-11-11 01,4.131,H
2024-11-11 02,3.959,H
2024-11-11 03,3.856,H
2024-11-11 04,3.667,H
2024-11-11 05,3.685,H
2024-11-11 06,3.512,H
2024-11-11 07,3.478,H
2024-11-11 08,3.373,R
