"dttm","th","origin"
"2024-10-31 00",9.052,"H"
"2024-10-31 01",9.136,"H"
"2024-10-31 02",9.052,"H"
"2024-10-31 03",8.689,"R"
"2024-10-31 04",9.001,"H"
"2024-10-31 05",8.95,"H"
"2024-10-31 06",8.645,"H"
"2024-10-31 07",8.557,"R"
"2024-10-31 08",9.035,"H"
"2024-10-31 09",8.798,"H"
"2024-10-31 10",8.73,"H"
"2024-10-31 11",9.085,"H"
"2024-10-31 12",9.371,"H"
"2024-10-31 13",9.204,"H"
"2024-10-31 14",9.01,"R"
"2024-10-31 15",9.405,"H"
"2024-10-31 16",9.354,"H"
"2024-10-31 17",8.825,"R"
"2024-10-31 18",8.817,"R"
"2024-10-31 19",8.81,"R"
"2024-10-31 20",8.749,"R"
"2024-10-31 21",8.716,"R"
"2024-10-31 22",8.95,"H"
"2024-10-31 23",8.866,"H"
"2024-11-01 00",8.883,"H"
"2024-11-01 01",8.476,"H"
"2024-11-01 02",8.016,"H"
"2024-11-01 03",7.898,"H"
"2024-11-01 04",7.778,"H"
"2024-11-01 05",7.522,"H"
"2024-11-01 06",7.675,"H"
"2024-11-01 07",7.365,"R"
"2024-11-01 08",7.418,"H"
"2024-11-01 09",7.854,"R"
"2024-11-01 10",7.982,"H"
"2024-11-01 11",8.323,"H"
"2024-11-01 12",8.899,"H"
"2024-11-01 13",10.076,"H"
"2024-11-01 14",10.679,"H"
"2024-11-01 15",11.078,"H"
"2024-11-01 16",11.394,"H"
"2024-11-01 17",10.962,"H"
"2024-11-01 18",10.01,"H"
"2024-11-01 19",9.859,"H"
"2024-11-01 20",9.523,"H"
"2024-11-01 21",8.323,"H"
"2024-11-01 22",8.016,"H"
"2024-11-01 23",7.607,"H"
"2024-11-02 00",7.692,"H"
"2024-11-02 01",7.607,"H"
"2024-11-02 02",7.299,"H"
"2024-11-02 03",6.989,"H"
"2024-11-02 04",6.454,"H"
"2024-11-02 05",6.299,"H"
"2024-11-02 06",6.381,"R"
"2024-11-02 07",6.472,"H"
"2024-11-02 08",6.506,"H"
"2024-11-02 09",6.437,"H"
"2024-11-02 10",6.662,"H"
"2024-11-02 11",7.109,"H"
"2024-11-02 12",7.846,"H"
"2024-11-02 13",8.17,"H"
"2024-11-02 14",8.357,"H"
"2024-11-02 15",8.323,"H"
"2024-11-02 16",8.204,"H"
"2024-11-02 17",7.931,"H"
"2024-11-02 18",7.641,"H"
"2024-11-02 19",7.453,"H"
"2024-11-02 20",7.367,"H"
"2024-11-02 21",7.123,"R"
"2024-11-02 22",7.436,"H"
"2024-11-02 23",7.178,"H"
"2024-11-03 00",7.007,"H"
"2024-11-03 01",6.765,"H"
"2024-11-03 02",6.8,"H"
"2024-11-03 03",6.471,"H"
"2024-11-03 04",5.759,"H"
"2024-11-03 05",6.038,"H"
"2024-11-03 06",5.724,"H"
"2024-11-03 07",5.864,"H"
"2024-11-03 08",5.707,"H"
