dttm,th,origin
2024-10-31 00,8.703,H
2024-10-31 01,8.484,R
2024-10-31 02,8.310,R
2024-10-31 03,8.374,R
2024-10-31 04,8.022,R
2024-10-31 05,7.999,R
2024-10-31 06,8.492,R
2024-10-31 07,8.192,R
2024-10-31 08,8.294,H
2024-10-31 09,8.172,R
2024-10-31 10,8.556,H
2024-10-31 11,8.801,H
2024-10-31 12,8.488,R
2024-10-31 13,8.514,R
2024-10-31 14,8.587,R
2024-10-31 15,8.454,R
2024-10-31 16,8.422,R
2024-10-31 17,8.429,R
2024-10-31 18,8.361,R
2024-10-31 19,8.378,R
2024-10-31 20,8.285,R
2024-10-31 21,8.292,R
2024-10-31 22,8.358,R
2024-10-31 23,8.018,R
2024-11-01 00,8.047,H
2024-11-01 01,7.619,H
2024-11-01 02,7.272,R
2024-11-01 03,7.068,R
2024-11-01 04,7.070,R
2024-11-01 05,7.243,R
2024-11-01 06,6.900,R
2024-11-01 07,7.038,H
2024-11-01 08,7.260,R
2024-11-01 09,7.502,H
2024-11-01 10,7.767,H
2024-11-01 11,8.227,H
2024-11-01 12,9.143,H
2024-11-01 13,9.632,H
2024-11-01 14,10.183,H
2024-11-01 15,10.554,H
2024-11-01 16,10.312,H
2024-11-01 17,9.518,H
2024-11-01 18,9.420,H
2024-11-01 19,9.095,H
2024-11-01 20,7.833,H
2024-11-01 21,7.535,H
2024-11-01 22,7.204,H
2024-11-01 23,7.169,R
2024-11-02 00,6.784,R
2024-11-02 01,6.618,R
2024-11-02 02,6.606,H
2024-11-02 03,6.037,H
2024-11-02 04,5.812,R
2024-11-02 05,5.926,R
2024-11-02 06,6.070,H
2024-11-02 07,6.154,H
2024-11-02 08,6.070,H
2024-11-02 09,6.237,H
2024-11-02 10,6.639,H
2024-11-02 11,7.188,H
2024-11-02 12,7.317,R
2024-11-02 13,7.552,H
2024-11-02 14,7.399,R
2024-11-02 15,7.377,R
2024-11-02 16,7.167,R
2024-11-02 17,7.221,H
2024-11-02 18,6.903,R
2024-11-02 19,6.972,H
