dttm,th,origin
2023-10-23 00,19.4638,H
2023-10-23 01,19.3050,H
2023-10-23 02,19.1910,H
2023-10-23 03,18.9725,H
2023-10-23 04,18.7342,H
2023-10-23 05,18.5440,H
2023-10-23 06,18.3382,H
2023-10-23 07,18.1957,H
2023-10-23 08,17.9420,H
2023-10-23 09,17.5138,H
2023-10-23 10,17.1013,H
2023-10-23 11,16.9428,H
2023-10-23 12,16.8953,H
2023-10-23 13,17.0062,H
2023-10-23 14,17.1170,H
2023-10-23 15,17.0457,H
2023-10-23 16,16.9650,H
2023-10-23 17,16.9745,H
2023-10-23 18,17.1173,H
2023-10-23 19,17.3317,H
2023-10-23 20,10.3886,H
2023-10-23 21,10.5350,H
2023-10-23 22,11.2983,H
2023-10-23 23,10.6165,H
2023-10-24 00,10.5188,H
2023-10-24 01,10.1603,H
2023-10-24 02,10.6968,H
2023-10-24 03,12.6205,H
2023-10-24 04,12.2028,H
2023-10-24 05,12.2352,H
2023-10-24 06,12.9488,R
2023-10-24 07,12.7982,H
2023-10-24 08,12.5970,H
2023-10-24 09,12.6052,H
2023-10-24 10,12.8625,H
2023-10-24 11,12.9750,H
2023-10-24 12,13.4718,H
2023-10-24 13,13.8875,H
2023-10-24 14,15.3857,H
2023-10-24 15,15.6882,H
2023-10-24 16,14.8450,H
2023-10-24 17,13.2130,H
2023-10-24 18,11.8642,H
2023-10-24 19,11.5085,H
2023-10-24 20,11.1198,H
2023-10-24 21,10.5188,H
2023-10-24 22,11.0718,H
2023-10-24 23,10.6490,H
2023-10-25 00,10.4700,H
2023-10-25 01,10.1928,H
2023-10-25 02,9.4400,H
2023-10-25 03,9.3908,H
2023-10-25 04,9.3415,H
2023-10-25 05,9.1772,H
2023-10-25 06,9.0620,H
2023-10-25 07,10.2407,H
2023-10-25 08,12.0088,H
2023-10-25 09,14.3980,H
2023-10-25 10,16.5778,H
2023-10-25 11,17.6408,H
2023-10-25 12,18.5205,H
2023-10-25 13,14.8474,H
2023-10-25 14,14.7015,H
2023-10-25 15,14.8767,H
2023-10-25 16,14.3987,H
2023-10-25 17,13.3275,H
2023-10-25 18,13.0548,H
2023-10-25 19,13.3915,H
2023-10-25 20,11.8640,H
2023-10-25 21,12.0738,H
2023-10-25 22,12.6857,H
2023-10-25 23,12.6695,H
2023-10-26 00,12.2673,H
2023-10-26 01,12.3477,H
2023-10-26 02,12.6050,H
2023-10-26 03,12.0895,H
2023-10-26 04,11.6055,H
2023-10-26 05,11.5570,H
2023-10-26 06,11.4762,H
2023-10-26 07,11.4018,H
2023-10-26 08,12.4917,H
2023-10-26 09,14.8447,H
2023-10-26 10,15.8475,H
2023-10-26 11,17.2123,H
2023-10-26 12,18.2588,H
2023-10-26 13,17.4658,H
2023-10-26 14,15.2430,H
2023-10-26 15,13.9033,H
2023-10-26 16,12.7173,H
2023-10-26 17,12.2513,H
2023-10-26 18,11.5570,H
2023-10-26 19,11.1040,H
2023-10-26 20,10.9092,H
2023-10-26 21,10.4863,H
2023-10-26 22,10.4375,H
2023-10-26 23,10.1113,H
2023-10-27 00,10.0950,H
2023-10-27 01,9.8663,H
2023-10-27 02,9.6370,H
2023-10-27 03,9.6372,H
2023-10-27 04,9.8333,H
2023-10-27 05,11.2335,H
2023-10-27 06,11.1528,H
2023-10-27 07,11.2498,H
2023-10-27 08,11.4762,H
2023-10-27 09,12.6850,H
2023-10-27 10,13.7435,H
2023-10-27 11,13.5665,H
2023-10-27 12,11.5410,R
2023-10-27 13,14.1018,H
2023-10-27 14,14.4307,H
2023-10-27 15,13.5522,R
2023-10-27 16,13.9544,R
2023-10-27 17,11.6212,H
2023-10-27 18,10.9578,H
2023-10-27 19,10.7630,H
2023-10-27 20,10.6982,H
2023-10-27 21,10.4377,H
2023-10-27 22,10.1930,H
2023-10-27 23,10.7142,H
2023-10-28 00,11.1527,H
2023-10-28 01,11.4438,H
2023-10-28 02,11.5893,H
2023-10-28 03,11.4923,H
2023-10-28 04,11.2175,H
2023-10-28 05,11.5247,H
