date_time,th,origin
2023.10.28 01,11.267,H
2023.10.28 02,11.283,H
2023.10.28 03,11.17,H
2023.10.28 04,10.895,H
2023.10.28 05,10.83,H
2023.10.28 06,10.943,H
2023.10.28 07,10.959,H
2023.10.28 08,12.204,H
2023.10.28 09,13.566,H
2023.10.28 10,15.56,H
2023.10.28 11,15.119,R
2023.10.28 12,16.355,H
2023.10.28 13,16.45,H
2023.10.28 14,15.736,H
2023.10.28 15,15.147,H
2023.10.28 16,14.478,H
2023.10.28 17,13.935,H
2023.10.28 18,13.552,H
2023.10.28 19,13.232,H
2023.10.28 20,15.02,H
2023.10.28 21,14.079,H
2023.10.28 22,14.462,H
2023.10.28 23,15.895,H
2023.10.29 00,16.037,H
2023.10.29 01,15.084,H
2023.10.29 02,13.983,H
2023.10.29 03,13.391,H
2023.10.29 04,16.371,H
2023.10.29 05,14.701,H
2023.10.29 06,13.504,H
2023.10.29 07,13.872,H
2023.10.29 08,15.461,R
2023.10.29 09,16.212,H
2023.10.29 10,18.67,H
2023.10.29 11,20.4,H
2023.10.29 12,20.67,H
2023.10.29 13,21.084,H
2023.10.29 14,20.701,H
2023.10.29 15,19.892,H
2023.10.29 16,19.178,H
2023.10.29 17,17.957,H
2023.10.29 18,17.894,H
2023.10.29 19,17.101,H
2023.10.29 20,15.815,H
2023.10.29 21,15.179,H
2023.10.29 22,15.004,H
2023.10.29 23,14.43,H
2023.10.30 00,14.239,H
2023.10.30 01,13.68,H
2023.10.30 02,13.408,H
2023.10.30 03,12.911,H
2023.10.30 04,12.488,R
2023.10.30 05,12.622,H
2023.10.30 06,12.074,H
2023.10.30 07,11.961,H
2023.10.30 08,14.079,H
2023.10.30 09,13.616,H
2023.10.30 10,14.94,H
2023.10.30 11,14.542,H
2023.10.30 12,15.433,H
2023.10.30 13,16.466,H
2023.10.30 14,15.72,H
2023.10.30 15,14.238,H
2023.10.30 16,13.728,H
2023.10.30 17,13.152,H
2023.10.30 18,12.445,H
2023.10.30 19,11.736,H
2023.10.30 20,11.493,H
2023.10.30 21,11.202,H
2023.10.30 22,10.927,H
2023.10.30 23,11.089,H
2023.10.31 00,10.927,H
2023.10.31 01,10.651,H
2023.10.31 02,10.683,H
2023.10.31 03,10.439,H
2023.10.31 04,10.455,H
2023.10.31 05,10.374,H
2023.10.31 06,10.7,H
2023.10.31 07,10.764,H
2023.10.31 08,11.089,H
2023.10.31 09,11.493,H
2023.10.31 10,12.461,H
2023.10.31 11,14.414,H
2023.10.31 12,14.414,H
2023.10.31 13,13.632,H
2023.10.31 14,11.993,H
2023.10.31 15,12.203,H
2023.10.31 16,12.381,H
2023.10.31 17,12.043,H
2023.10.31 18,12.139,H
2023.10.31 19,12.123,H
2023.10.31 20,11.995,H
2023.10.31 21,12.155,H
2023.10.31 22,12.3,H
2023.10.31 23,11.914,H
2023.11.01 00,11.283,H
2023.11.01 01,10.7,H
2023.11.01 02,10.569,H
2023.11.01 03,10.618,H
2023.11.01 04,10.358,H
2023.11.01 05,9.885,H
2023.11.01 06,9.541,H
2023.11.01 07,9.508,H
2023.11.01 08,11.395,H
2023.11.01 09,13.854,H
2023.11.01 10,16.704,H
2023.11.01 11,17.116,H
2023.11.01 12,17.624,H
2023.11.01 13,18.607,H
2023.11.01 14,17.576,H
2023.11.01 15,16.704,H
2023.11.01 16,15.99,H
2023.11.01 17,15.322,H
2023.11.01 18,13.28,H
2023.11.01 19,13.696,H
2023.11.01 20,13.103,H
2023.11.01 21,12.911,H
2023.11.01 22,12.943,H
2023.11.01 23,12.927,H
2023.11.02 00,11.913,H
2023.11.02 01,10.894,H
2023.11.02 02,10.746,R
2023.11.02 03,13.47,H
2023.11.02 04,11.994,H
2023.11.02 05,13.023,H
2023.11.02 06,11.444,H
2023.11.02 07,10.358,H
2023.11.02 08,10.797,H
2023.11.02 09,10.683,H
2023.11.02 10,10.244,H
2023.11.02 11,10.991,H
2023.11.02 12,10.812,H
2023.11.02 13,10.666,H
2023.11.02 14,11.639,H
2023.11.02 15,11.932,R
2023.11.02 16,12.01,H
2023.11.02 17,11.833,H
2023.11.02 18,11.12,H
2023.11.02 19,9.819,H
2023.11.02 20,9.426,H
2023.11.02 21,9.164,H
2023.11.02 22,8.9,H
2023.11.02 23,9.081,H
2023.11.03 00,8.9,H
2023.11.03 01,8.322,H
2023.11.03 02,8.372,H
2023.11.03 03,8.305,H
2023.11.03 04,8.107,H
2023.11.03 05,8.244,R
2023.11.03 06,8.136,R
2023.11.03 07,7.724,H
2023.11.03 08,7.657,H
2023.11.03 09,8.057,H
2023.11.03 10,9.015,H
2023.11.03 11,9.36,H
2023.11.03 12,9.868,H
2023.11.03 13,10.228,H
2023.11.03 14,10.081,H
2023.11.03 15,10.211,H
2023.11.03 16,10.015,H
2023.11.03 17,9.688,H
2023.11.03 18,9.114,H
2023.11.03 19,8.669,H
2023.11.03 20,8.322,H
2023.11.03 21,7.256,H
2023.11.03 22,7.157,H
2023.11.03 23,8.073,H
2023.11.04 00,8.339,H
2023.11.04 01,8.537,H
2023.11.04 02,8.748,R
2023.11.04 03,8.587,H
2023.11.04 04,8.57,H
2023.11.04 05,8.752,H
2023.11.04 06,9.048,H
2023.11.04 07,9.294,H
2023.11.04 08,10.009,R
2023.11.04 09,12.089,H
2023.11.04 10,11.445,H
2023.11.04 11,10.927,H
2023.11.04 12,11.299,H
2023.11.04 13,11.526,H
2023.11.04 14,11.639,H
2023.11.04 15,12.557,H
2023.11.04 16,11.623,H
2023.11.04 17,12.702,H
2023.11.04 18,12.654,H
2023.11.04 19,11.88,H
2023.11.04 20,11.994,H
2023.11.04 21,10.307,H
2023.11.04 22,10.471,H
2023.11.04 23,11.542,H
2023.11.05 00,11.962,H
2023.11.05 01,12.445,H
2023.11.05 02,13.216,H
2023.11.05 03,13.44,H
2023.11.05 04,12.814,H
2023.11.05 05,11.703,H
2023.11.05 06,11.687,H
2023.11.05 07,11.914,H
2023.11.05 08,11.283,H
2023.11.05 09,11.299,H
2023.11.05 10,11.396,H
2023.11.05 11,12.525,H
2023.11.05 12,12.863,H
2023.11.05 13,13.103,H
2023.11.05 14,13.183,H
2023.11.05 15,13.168,H
2023.11.05 16,12.525,H
2023.11.05 17,11.833,H
2023.11.05 18,11.332,H
2023.11.05 19,11.687,H
2023.11.05 20,12.027,H
2023.11.05 21,11.704,H
2023.11.05 22,11.008,H
2023.11.05 23,10.764,H
2023.11.06 00,10.553,H
2023.11.06 01,10.048,H
2023.11.06 02,10.618,H
2023.11.06 03,10.439,H
2023.11.06 04,10.211,H
2023.11.06 05,10.553,H
2023.11.06 06,10.374,H
2023.11.06 07,10.635,H
2023.11.06 08,10.878,H
2023.11.06 09,12.877,H
2023.11.06 10,13.966,H
2023.11.06 11,14.573,H
2023.11.06 12,13.568,H
2023.11.06 13,13.823,H
2023.11.06 14,13.536,H
2023.11.06 15,12.557,H
2023.11.06 16,10.488,H
2023.11.06 17,10.325,H
2023.11.06 18,10.569,H
2023.11.06 19,10.346,R
2023.11.06 20,10.813,H
2023.11.06 21,10.472,H
2023.11.06 22,10.227,H
2023.11.06 23,9.59,H
2023.11.07 00,9.835,H
2023.11.07 01,10.048,H
2023.11.07 02,9.196,H
2023.11.07 03,9.443,H
2023.11.07 04,9.426,H
2023.11.07 05,9.557,H
2023.11.07 06,9.64,H
2023.11.07 07,9.689,H
2023.11.07 08,10.081,H
2023.11.07 09,12.138,H
2023.11.07 10,10.961,R
2023.11.07 11,12.348,H
2023.11.07 12,11.393,H
2023.11.07 13,9.048,H
2023.11.07 14,9.393,H
2023.11.07 15,9.443,H
2023.11.07 16,9.18,H
2023.11.07 17,8.488,H
2023.11.07 18,8.471,H
2023.11.07 19,8.289,H
2023.11.07 20,8.14,H
2023.11.07 21,7.941,H
2023.11.07 22,7.857,H
2023.11.07 23,7.957,H
2023.11.08 00,7.757,H
2023.11.08 01,7.774,H
2023.11.08 02,8.09,H
2023.11.08 03,8.19,H
2023.11.08 04,8.239,H
2023.11.08 05,8.123,H
2023.11.08 06,7.791,H
2023.11.08 07,8.223,H
2023.11.08 08,8.975,R
2023.11.08 09,9.284,R
2023.11.08 10,15.131,H
2023.11.08 11,15.417,H
2023.11.08 12,15.274,H
2023.11.08 13,14.988,H
2023.11.08 14,14.781,H
2023.11.08 15,13.424,H
2023.11.08 16,12.364,H
2023.11.08 17,10.372,H
2023.11.08 18,8.999,H
2023.11.08 19,8.338,H
2023.11.08 20,7.791,H
2023.11.08 21,7.441,H
2023.11.08 22,7.19,H
2023.11.08 23,7.106,H
2023.11.09 00,7.24,H
2023.11.09 01,6.468,H
2023.11.09 02,6.164,H
2023.11.09 03,5.995,H
2023.11.09 04,5.989,R
2023.11.09 05,5.893,H
2023.11.09 06,6.198,H
2023.11.09 07,6.754,H
2023.11.09 08,8.254,H
2023.11.09 09,10.39,H
2023.11.09 10,12.491,H
2023.11.09 11,12.622,H
2023.11.09 12,11.832,H
2023.11.09 13,12.235,H
2023.11.09 14,10.748,H
2023.11.09 15,10.162,H
2023.11.09 16,10.243,H
2023.11.09 17,9.114,H
2023.11.09 18,9.015,H
2023.11.09 19,9.819,H
2023.11.09 20,10.634,H
2023.11.09 21,11.396,H
2023.11.09 22,11.493,H
2023.11.09 23,11.348,H
2023.11.10 00,11.024,H
2023.11.10 01,9.325,H
2023.11.10 02,7.807,H
2023.11.10 03,6.855,H
2023.11.10 04,7.14,H
2023.11.10 05,7.524,H
2023.11.10 06,7.807,H
2023.11.10 07,7.708,H
2023.11.10 08,7.857,H
2023.11.10 09,8.355,H
2023.11.10 10,8.206,H
2023.11.10 11,9.018,R
2023.11.10 12,11.977,H
2023.11.10 13,11.024,H
2023.11.10 14,10.406,H
2023.11.10 15,10.325,H
2023.11.10 16,10.097,H
2023.11.10 17,9.715,R
2023.11.10 18,9.999,H
2023.11.10 19,9.95,H
2023.11.10 20,9.361,H
2023.11.10 21,9.704,H
2023.11.10 22,8.222,H
2023.11.10 23,8.107,H
2023.11.11 00,8.206,H
2023.11.11 01,8.107,H
2023.11.11 02,7.891,H
2023.11.11 03,7.658,H
2023.11.11 04,7.524,H
2023.11.11 05,7.224,H
2023.11.11 06,7.14,H
2023.11.11 07,6.972,H
2023.11.11 08,7.14,H
2023.11.11 09,7.891,H
2023.11.11 10,8.083,R
2023.11.11 11,8.658,R
2023.11.11 12,10.698,H
2023.11.11 13,8.799,R
2023.11.11 14,11.217,H
2023.11.11 15,9.721,H
2023.11.11 16,7.971,H
2023.11.11 17,7.291,H
2023.11.11 18,7.257,H
2023.11.11 19,6.771,H
2023.11.11 20,6.62,H
2023.11.11 21,6.569,H
2023.11.11 22,6.493,R
2023.11.11 23,6.485,H
2023.11.12 00,6.771,H
2023.11.12 01,5.858,H
2023.11.12 02,5.04,H
2023.11.12 03,4.714,H
2023.11.12 04,4.455,H
2023.11.12 05,4.507,H
2023.11.12 06,4.23,H
2023.11.12 07,4.507,H
2023.11.12 08,4.782,H
2023.11.12 09,5.536,H
2023.11.12 10,5.995,H
2023.11.12 11,6.291,R
2023.11.12 12,6.485,H
2023.11.12 13,6.468,H
2023.11.12 14,6.299,H
2023.11.12 15,6.062,H
2023.11.12 16,6.062,H
2023.11.12 17,7.534,H
2023.11.12 18,9.819,H
2023.11.12 19,10.358,H
2023.11.12 20,10.634,H
2023.11.12 21,10.943,H
2023.11.12 22,10.845,H
2023.11.12 23,10.423,H
2023.11.13 00,10.813,H
2023.11.13 01,11.38,H
2023.11.13 02,12.41,R
2023.11.13 03,11.898,H
2023.11.13 04,12.188,H
2023.11.13 05,11.766,R
2023.11.13 06,11.44,R
2023.11.13 07,11.299,H
2023.11.13 08,12.236,H
2023.11.13 09,13.072,H
2023.11.13 10,13.632,H
2023.11.13 11,14.781,H
2023.11.13 12,15.179,H
2023.11.13 13,14.765,H
2023.11.13 14,15.068,H
2023.11.13 15,15.72,H
2023.11.13 16,15.577,H
2023.11.13 17,15.672,H
2023.11.13 18,15.815,H
2023.11.13 19,15.799,H
2023.11.13 20,15.926,H
2023.11.13 21,16.26,H
2023.11.13 22,14.94,H
2023.11.13 23,14.309,R
2023.11.14 00,14.271,H
2023.11.14 01,14.175,H
2023.11.14 02,12.959,H
2023.11.14 03,12.075,H
2023.11.14 04,11.817,H
2023.11.14 05,10.878,H
2023.11.14 06,9.525,H
2023.11.14 07,9.885,H
2023.11.14 08,10.407,H
2023.11.14 09,11.17,H
2023.11.14 10,10.959,H
2023.11.14 11,11.299,H
2023.11.14 12,11.784,H
2023.11.14 13,10.274,H
2023.11.14 14,9.497,R
2023.11.14 15,8.9,H
2023.11.14 16,9.229,H
2023.11.14 17,9.672,H
2023.11.14 18,10.781,H
2023.11.14 19,11.316,H
2023.11.14 20,10.958,H
2023.11.14 21,9.901,H
2023.11.14 22,10.162,H
2023.11.14 23,10.472,H
2023.11.15 00,11.391,R
2023.11.15 01,10.472,H
2023.11.15 02,10.998,R
2023.11.15 03,10.244,H
2023.11.15 04,10.26,H
2023.11.15 05,10.726,R
2023.11.15 06,10.146,H
2023.11.15 07,9.459,H
2023.11.15 08,9.607,H
2023.11.15 09,9.885,H
2023.11.15 10,10.861,H
2023.11.15 11,11.55,R
2023.11.15 12,14.637,H
2023.11.15 13,13.823,H
2023.11.15 14,12.67,H
2023.11.15 15,12.252,H
2023.11.15 16,11.461,H
2023.11.15 17,10.39,H
2023.11.15 18,10.13,H
2023.11.15 19,10.26,H
2023.11.15 20,10.146,H
2023.11.15 21,9.999,H
2023.11.15 22,9.95,H
2023.11.15 23,9.623,H
2023.11.16 00,9.525,H
2023.11.16 01,9.41,H
2023.11.16 02,9.41,H
2023.11.16 03,8.669,H
2023.11.16 04,8.123,H
2023.11.16 05,7.691,H
2023.11.16 06,7.808,H
2023.11.16 07,7.407,H
2023.11.16 08,7.574,H
2023.11.16 09,7.924,H
2023.11.16 10,8.338,H
2023.11.16 11,9.816,H
2023.11.16 12,11.929,H
2023.11.16 13,10.585,H
2023.11.16 14,9.639,H
2023.11.16 15,9.18,H
2023.11.16 16,8.933,H
2023.11.16 17,8.851,H
2023.11.16 18,10.081,H
2023.11.16 19,10.634,H
2023.11.16 20,10.683,H
2023.11.16 21,11.288,R
2023.11.16 22,10.423,H
2023.11.16 23,9.688,H
2023.11.17 00,7.388,R
2023.11.17 01,7.674,H
2023.11.17 02,7.357,H
2023.11.17 03,7.023,H
2023.11.17 04,7.207,H
2023.11.17 05,6.686,H
2023.11.17 06,6.113,H
2023.11.17 07,5.842,H
2023.11.17 08,5.995,H
2023.11.17 09,6.35,H
2023.11.17 10,6.653,H
2023.11.17 11,7.324,H
2023.11.17 12,7.873,H
2023.11.17 13,8.04,H
2023.11.17 14,7.774,H
2023.11.17 15,7.774,H
2023.11.17 16,7.307,H
2023.11.17 17,7.14,H
2023.11.17 18,6.872,H
2023.11.17 19,6.67,H
2023.11.17 20,6.299,H
2023.11.17 21,6.249,H
2023.11.17 22,6.299,H
2023.11.17 23,6.147,H
2023.11.18 00,5.723,H
2023.11.18 01,5.057,H
2023.11.18 02,4.559,H
2023.11.18 03,4.265,H
2023.11.18 04,3.901,H
2023.11.18 05,3.652,R
2023.11.18 06,3.605,H
2023.11.18 07,3.796,H
2023.11.18 08,4.369,H
2023.11.18 09,5.125,H
2023.11.18 10,6.383,H
2023.11.18 11,7.374,H
2023.11.18 12,7.757,H
2023.11.18 13,7.658,H
2023.11.18 14,7.923,H
2023.11.18 15,8.669,H
2023.11.18 16,8.421,H
2023.11.18 17,8.156,H
2023.11.18 18,8.736,H
2023.11.18 19,9.048,H
2023.11.18 20,8.949,H
2023.11.18 21,8.62,H
2023.11.18 22,9.196,H
2023.11.18 23,9.508,H
2023.11.19 00,9.901,H
2023.11.19 01,10.015,H
2023.11.19 02,10.683,H
2023.11.19 03,10.407,H
2023.11.19 04,10.472,H
2023.11.19 05,10.894,H
2023.11.19 06,11.348,H
2023.11.19 07,11.736,H
2023.11.19 08,12.268,H
2023.11.19 09,12.815,H
2023.11.19 10,13.023,H
2023.11.19 11,13.664,H
2023.11.19 12,14.462,H
2023.11.19 13,14.239,H
2023.11.19 14,14.206,R
2023.11.19 15,14.367,H
2023.11.19 16,13.728,H
2023.11.19 17,13.232,H
2023.11.19 18,13.264,H
2023.11.19 19,12.959,H
2023.11.19 20,12.975,H
2023.11.19 21,12.895,H
2023.11.19 22,12.734,H
2023.11.19 23,12.573,H
2023.11.20 00,12.622,H
2023.11.20 01,12.533,R
2023.11.20 02,12.236,H
2023.11.20 03,11.817,H
2023.11.20 04,11.655,H
2023.11.20 05,11.267,H
2023.11.20 06,10.96,H
2023.11.20 07,10.797,H
2023.11.20 08,10.797,H
2023.11.20 09,11.219,H
2023.11.20 10,12.091,H
2023.11.20 11,13.648,H
2023.11.20 12,12.654,H
2023.11.20 13,13.423,H
2023.11.20 14,12.146,R
2023.11.20 15,12.059,H
2023.11.20 16,11.558,H
2023.11.20 17,11.105,H
2023.11.20 18,10.374,H
2023.11.20 19,10.504,H
2023.11.20 20,10.55,R
2023.11.20 21,10.497,R
2023.11.20 22,10.341,H
2023.11.20 23,9.426,H
2023.11.21 00,8.982,H
2023.11.21 01,8.421,H
2023.11.21 02,8.493,R
2023.11.21 03,8.19,H
2023.11.21 04,8.14,H
2023.11.21 05,8.024,H
2023.11.21 06,7.974,H
2023.11.21 07,7.791,H
2023.11.21 08,7.94,H
2023.11.21 09,8.587,H
2023.11.21 10,8.802,H
2023.11.21 11,9.213,H
2023.11.21 12,8.451,R
2023.11.21 13,9.032,H
2023.11.21 14,9.443,H
2023.11.21 15,9.213,H
2023.11.21 16,8.752,H
2023.11.21 17,8.604,H
2023.11.21 18,8.309,R
2023.11.21 19,8.293,R
2023.11.21 20,8.322,H
2023.11.21 21,8.156,H
2023.11.21 22,7.994,R
2023.11.21 23,7.865,R
2023.11.22 00,7.737,R
2023.11.22 01,7.707,H
2023.11.22 02,7.608,H
2023.11.22 03,7.558,H
2023.11.22 04,6.686,H
2023.11.22 05,5.621,H
2023.11.22 06,5.177,H
2023.11.22 07,4.61,H
2023.11.22 08,4.23,H
2023.11.22 09,3.97,H
2023.11.22 10,4.352,H
2023.11.22 11,4.731,H
2023.11.22 12,4.783,H
2023.11.22 13,4.161,H
2023.11.22 14,3.413,R
2023.11.22 15,3.918,H
2023.11.22 16,3.744,H
2023.11.22 17,3.154,R
2023.11.22 18,3.051,R
2023.11.22 19,3.031,R
2023.11.22 20,3.29,H
2023.11.22 21,3.272,H
2023.11.22 22,3.062,H
2023.11.22 23,2.868,H
2023.11.23 00,2.585,H
2023.11.23 01,2.14,H
2023.11.23 02,1.496,H
2023.11.23 03,1.262,H
2023.11.23 04,0.917,H
2023.11.23 05,0.972,H
2023.11.23 06,0.59,H
2023.11.23 07,0.796,R
2023.11.23 08,0.957,R
2023.11.23 09,5.565,H
2023.11.23 10,7.122,H
2023.11.23 11,10.649,H
2023.11.23 12,11.477,H
2023.11.23 13,11.525,H
2023.11.23 14,8.72,R
2023.11.23 15,8.866,H
2023.11.23 16,7.19,H
2023.11.23 17,6.045,H
2023.11.23 18,4.697,H
2023.11.23 19,4.248,H
2023.11.23 20,4.574,H
2023.11.23 21,4.834,H
2023.11.23 22,5.705,H
2023.11.23 23,6.145,H
2023.11.24 00,6.789,R
2023.11.24 01,6.956,H
2023.11.24 02,7.477,R
2023.11.24 03,7.14,H
2023.11.24 04,7.391,H
2023.11.24 05,7.608,H
2023.11.24 06,7.424,H
2023.11.24 07,7.174,H
2023.11.24 08,7.591,H
2023.11.24 09,7.507,H
2023.11.24 10,7.524,H
2023.11.24 11,8.024,H
2023.11.24 12,8.024,H
2023.11.24 13,7.874,H
2023.11.24 14,7.774,H
2023.11.24 15,7.257,H
2023.11.24 16,6.872,H
2023.11.24 17,6.434,H
2023.11.24 18,6.079,H
2023.11.24 19,5.314,H
2023.11.24 20,4.697,H
2023.11.24 21,4.507,H
2023.11.24 22,4.662,H
2023.11.24 23,4.495,R
2023.11.25 00,4.542,H
2023.11.25 01,4.49,H
2023.11.25 02,4.3,H
2023.11.25 03,3.953,H
2023.11.25 04,3.866,H
2023.11.25 05,3.97,H
2023.11.25 06,3.814,H
2023.11.25 07,3.553,H
2023.11.25 08,3.272,H
2023.11.25 09,2.817,R
2023.11.25 10,3.451,R
2023.11.25 11,4.737,R
2023.11.25 12,8.767,H
2023.11.25 13,7.79,H
2023.11.25 14,6.62,H
2023.11.25 15,5.552,H
2023.11.25 16,4.002,H
2023.11.25 17,3.447,H
2023.11.25 18,3.395,H
2023.11.25 19,3.272,H
2023.11.25 20,3.708,R
2023.11.25 21,3.788,R
2023.11.25 22,3.829,R
2023.11.25 23,3.938,R
2023.11.26 00,3.535,H
2023.11.26 01,3.795,R
2023.11.26 02,3.395,H
2023.11.26 03,3.588,R
2023.11.26 04,3.63,R
2023.11.26 05,3.272,H
2023.11.26 06,3.438,R
2023.11.26 07,3.062,H
2023.11.26 08,3.114,H
2023.11.26 09,3.447,H
2023.11.26 10,3.901,H
2023.11.26 11,4.144,H
2023.11.26 12,5.415,H
2023.11.26 13,6.397,H
2023.11.26 14,6.868,H
2023.11.26 15,5.501,H
2023.11.26 16,4.989,H
2023.11.26 17,4.351,H
2023.11.26 18,4.196,H
2023.11.26 19,3.43,H
2023.11.26 20,2.762,H
2023.11.26 21,2.212,H
2023.11.26 22,1.98,H
2023.11.26 23,10.821,R
2023.11.27 00,1.766,H
2023.11.27 01,1.766,H
2023.11.27 02,1.712,H
2023.11.27 03,1.496,H
2023.11.27 04,1.244,H
2023.11.27 05,1.208,H
2023.11.27 06,1.442,H
2023.11.27 07,1.855,H
2023.11.27 08,2.952,H
2023.11.27 09,4.558,H
2023.11.27 10,5.245,H
2023.11.27 11,5.416,H
2023.11.27 12,5.057,H
2023.11.27 13,4.161,H
2023.11.27 14,3.709,H
2023.11.27 15,2.973,H
2023.11.27 16,2.461,H
2023.11.27 17,3.044,H
2023.11.27 18,10.821,R
2023.11.27 19,10.821,R
2023.11.27 20,10.821,R
2023.11.27 21,3.64,H
2023.11.27 22,4.109,H
2023.11.27 23,4.576,H
2023.11.28 00,4.886,H
2023.11.28 01,5.211,H
2023.11.28 02,5.638,H
2023.11.28 03,10.821,R
2023.11.28 04,6.231,H
2023.11.28 05,6.248,H
2023.11.28 06,5.927,H
2023.11.28 07,5.74,H
2023.11.28 08,5.228,H
2023.11.28 09,4.507,H
2023.11.28 10,4.022,H
2023.11.28 11,3.831,H
2023.11.28 12,3.918,H
2023.11.28 13,3.692,H
2023.11.28 14,3.079,H
2023.11.28 15,3.062,H
2023.11.28 16,2.885,H
2023.11.28 17,2.85,H
2023.11.28 18,2.779,H
2023.11.28 19,2.762,H
2023.11.28 20,2.797,H
2023.11.28 21,2.496,H
2023.11.28 22,2.426,H
2023.11.28 23,2.408,H
2023.11.29 00,2.195,H
2023.11.29 01,1.747,H
2023.11.29 02,1.244,H
2023.11.29 03,1.081,H
2023.11.29 04,0.681,H
2023.11.29 05,1.026,H
2023.11.29 06,1.496,H
2023.11.29 07,1.604,H
2023.11.29 08,1.962,H
2023.11.29 09,2.461,H
2023.11.29 10,3.858,H
2023.11.29 11,7.79,H
2023.11.29 12,8.636,H
2023.11.29 13,7.99,H
2023.11.29 14,6.855,H
2023.11.29 15,6.214,H
2023.11.29 16,5.365,H
2023.11.29 17,3.9,H
2023.11.29 18,2.638,H
2023.11.29 19,2.284,H
2023.11.29 20,1.841,R
2023.11.29 21,2.141,H
2023.11.29 22,1.945,H
2023.11.29 23,1.766,H
2023.11.30 00,1.712,H
2023.11.30 01,1.784,H
2023.11.30 02,1.783,H
2023.11.30 03,1.962,H
2023.11.30 04,1.802,H
2023.11.30 05,2.052,H
2023.11.30 06,2.195,H
2023.11.30 07,2.052,H
2023.11.30 08,1.676,H
2023.11.30 09,2.181,R
2023.11.30 10,1.478,H
2023.11.30 11,1.406,H
2023.11.30 12,1.442,H
2023.11.30 13,1.766,H
2023.11.30 14,1.963,H
2023.11.30 15,2.935,R
2023.11.30 16,2.123,H
2023.11.30 17,2.07,H
2023.11.30 18,2.604,R
2023.11.30 19,2.141,H
