"dttm","th","origin"
"2023.10.23 00",9.521,"R"
"2023.10.23 01",7.508,"H"
"2023.10.23 02",6.871,"H"
"2023.10.23 03",7.418,"R"
"2023.10.23 04",6.35,"H"
"2023.10.23 05",6.4,"H"
"2023.10.23 06",6.096,"H"
"2023.10.23 07",6.501,"H"
"2023.10.23 08",8.404,"H"
"2023.10.23 09",9.212,"H"
"2023.10.23 10",10.456,"H"
"2023.10.23 11",10.423,"H"
"2023.10.23 12",11.283,"H"
"2023.10.23 13",11.929,"H"
"2023.10.23 14",13.232,"H"
"2023.10.23 15",12.702,"H"
"2023.10.23 16",11.299,"H"
"2023.10.23 17",10.716,"H"
"2023.10.23 18",10.374,"H"
"2023.10.23 19",10.048,"H"
"2023.10.23 20",10.162,"H"
"2023.10.23 21",10.553,"H"
"2023.10.23 22",10.748,"H"
"2023.10.23 23",10.048,"H"
"2023.10.24 00",10.121,"R"
"2023.10.24 01",9.921,"R"
"2023.10.24 02",10.162,"H"
"2023.10.24 03",10.927,"H"
"2023.10.24 04",11.023,"R"
"2023.10.24 05",11.924,"R"
"2023.10.24 06",11.671,"H"
"2023.10.24 07",11.833,"H"
"2023.10.24 08",12.043,"H"
"2023.10.24 09",12.3,"H"
"2023.10.24 10",12.124,"R"
"2023.10.24 11",12.024,"R"
"2023.10.24 12",12.622,"H"
"2023.10.24 13",13.103,"H"
"2023.10.24 14",14.652,"H"
"2023.10.24 15",14.462,"H"
"2023.10.24 16",13.967,"H"
"2023.10.24 17",12.701,"H"
"2023.10.24 18",11.687,"H"
"2023.10.24 19",11.671,"H"
"2023.10.24 20",10.877,"H"
"2023.10.24 21",10.309,"H"
"2023.10.24 22",10.846,"H"
"2023.10.24 23",10.309,"H"
"2023.10.25 00",10.015,"H"
"2023.10.25 01",9.623,"H"
"2023.10.25 02",8.719,"H"
"2023.10.25 03",8.801,"H"
"2023.10.25 04",8.802,"H"
"2023.10.25 05",8.537,"H"
"2023.10.25 06",7.691,"H"
"2023.10.25 07",8.189,"H"
