dttm,temp,origin
2023.11.28 08,5.5007,H
2023.11.28 09,4.3163,H
2023.11.28 10,3.4475,H
2023.11.28 11,3.0263,H
2023.11.28 12,2.9207,H
2023.11.28 13,3.2193,H
2023.11.28 14,2.5298,H
2023.11.28 15,2.1233,H
2023.11.28 16,2.3012,H
2023.11.28 17,2.4257,H
2023.11.28 18,2.3190,H
2023.11.28 19,2.3192,H
2023.11.28 20,2.4967,H
2023.11.28 21,2.3900,H
2023.11.28 22,2.3192,H
2023.11.28 23,2.1410,H
2023.11.29 00,1.9090,H
2023.11.29 01,1.6038,H
2023.11.29 02,1.0627,H
2023.11.29 03,0.7175,H
2023.11.29 04,0.7173,H
2023.11.29 05,0.7718,H
2023.11.29 06,1.2798,H
2023.11.29 07,1.4060,H
2023.11.29 08,1.7655,H
2023.11.29 09,2.3542,H
2023.11.29 10,2.8322,H
2023.11.29 11,3.7263,H
2023.11.29 12,4.9705,H
2023.11.29 13,4.9230,R
2023.11.29 14,9.9333,H
2023.11.29 15,8.4992,H
2023.11.29 16,5.1238,H
2023.11.29 17,3.1647,H
2023.11.29 18,1.8185,H
2023.11.29 19,1.3700,H
2023.11.29 20,1.6758,H
2023.11.29 21,1.6400,H
2023.11.29 22,1.1898,H
2023.11.29 23,0.9902,H
2023.11.30 00,0.9902,H
2023.11.30 01,1.4233,H
2023.11.30 02,1.2795,H
2023.11.30 03,0.9902,H
2023.11.30 04,1.2438,H
2023.11.30 05,1.5860,H
2023.11.30 06,1.8015,H
2023.11.30 07,1.8917,R
2023.11.30 08,2.9805,H
2023.11.30 09,1.5137,H
2023.11.30 10,1.0802,H
2023.11.30 11,1.0440,H
2023.11.30 12,1.7475,H
2023.11.30 13,1.8192,H
2023.11.30 14,1.9090,H
2023.11.30 15,1.8550,H
2023.11.30 16,1.6220,H
2023.11.30 17,1.5140,H
2023.11.30 18,1.8732,H
2023.11.30 19,2.0162,H
2023.11.30 20,2.2835,H
2023.11.30 21,2.3722,H
2023.11.30 22,2.6380,H
2023.11.30 23,2.4608,H
2023.12.01 00,2.3368,H
2023.12.01 01,2.3545,H
2023.12.01 02,2.4253,H
2023.12.01 03,2.1947,H
2023.12.01 04,1.7115,H
2023.12.01 05,1.3158,H
2023.12.01 06,0.7722,H
2023.12.01 07,0.5352,H
2023.12.01 08,0.4442,H
2023.12.01 09,1.2585,H
2023.12.01 10,2.1245,H
2023.12.01 11,1.4755,H
2023.12.01 12,0.8630,H
2023.12.01 13,1.0080,H
2023.12.01 14,1.2973,H
2023.12.01 15,1.1717,H
2023.12.01 16,1.1095,R
2023.12.01 17,1.3051,R
2023.12.01 18,1.2798,H
2023.12.01 19,1.3158,H
2023.12.01 20,0.9538,H
2023.12.01 21,1.0083,H
2023.12.01 22,1.4417,H
2023.12.01 23,0.9902,H
2023.12.02 00,0.8993,H
2023.12.02 01,0.8812,H
2023.12.02 02,0.7357,H
2023.12.02 03,0.1317,H
2023.12.02 04,-0.2925,H
2023.12.02 05,-0.5528,H
2023.12.02 06,-1.0010,H
2023.12.02 07,-1.4155,H
2023.12.02 08,-1.6423,H
2023.12.02 09,-1.3412,H
2023.12.02 10,-1.6428,H
2023.12.02 11,-1.8900,H
2023.12.02 12,-0.7853,H
2023.12.02 13,-0.4233,H
2023.12.02 14,-0.5155,H
2023.12.02 15,-0.7393,H
2023.12.02 16,-1.1510,H
2023.12.02 17,-1.3588,H
2023.12.02 18,-1.3020,H
2023.12.02 19,-1.5858,H
2023.12.02 20,-1.5480,H
2023.12.02 21,-1.6993,H
2023.12.02 22,-1.5857,H
2023.12.02 23,-1.5480,H
2023.12.03 00,-1.6237,H
2023.12.03 01,-1.5668,H
2023.12.03 02,-1.4537,H
2023.12.03 03,-1.9472,H
2023.12.03 04,-2.4652,H
2023.12.03 05,-3.2808,H
2023.12.03 06,-4.0108,H
2023.12.03 07,-4.6907,H
2023.12.03 08,-4.5737,H
2023.12.03 09,-4.3663,R
2023.12.03 10,-2.5232,H
2023.12.03 11,-1.4162,H
2023.12.03 12,-0.2750,H
2023.12.03 13,-0.3572,R
2023.12.03 14,5.5847,H
2023.12.03 15,0.7184,R
2023.12.03 16,0.2012,H
2023.12.03 17,-1.5293,H
2023.12.03 18,-2.3110,H
2023.12.03 19,-2.8323,H
2023.12.03 20,-3.2415,H
2023.12.03 21,-3.5557,H
2023.12.03 22,-4.0103,H
2023.12.03 23,-4.2693,H
2023.12.04 00,-4.4093,H
2023.12.04 01,-3.9752,R
2023.12.04 02,-3.8774,R
2023.12.04 03,-4.5097,H
2023.12.04 04,-4.0705,H
2023.12.04 05,-3.4963,H
2023.12.04 06,-3.2413,H
2023.12.04 07,-3.2608,H
2023.12.04 08,-2.7360,H
2023.12.04 09,-2.1208,H
2023.12.04 10,-0.8325,H
2023.12.04 11,-0.1460,H
2023.12.04 12,0.1868,H
2023.12.04 13,1.1350,H
2023.12.04 14,2.1042,H
2023.12.04 15,2.9733,H
2023.12.04 16,2.7970,H
2023.12.04 17,3.0087,H
2023.12.04 18,3.1487,H
2023.12.04 19,2.1588,H
2023.12.04 20,2.3185,H
2023.12.04 21,6.3958,H
2023.12.04 22,7.9072,H
2023.12.04 23,8.5535,H
2023.12.05 00,8.9987,H
2023.12.05 01,9.0482,H
2023.12.05 02,8.8835,H
2023.12.05 03,8.2888,H
2023.12.05 04,7.9573,H
2023.12.05 05,7.9543,R
2023.12.05 06,7.6742,H
2023.12.05 07,7.3740,H
2023.12.05 08,7.2740,H
2023.12.05 09,7.3073,H
2023.12.05 10,7.2570,H
2023.12.05 11,7.2568,H
2023.12.05 12,7.9737,H
2023.12.05 13,7.6078,H
2023.12.05 14,7.3738,H
2023.12.05 15,6.4677,H
2023.12.05 16,5.0915,H
2023.12.05 17,5.0058,H
2023.12.05 18,4.1957,H
2023.12.05 19,4.3343,H
2023.12.05 20,4.1437,H
2023.12.05 21,4.0570,H
2023.12.05 22,4.2997,H
2023.12.05 23,4.7274,R
2023.12.06 00,4.8252,R
2023.12.06 01,4.3517,H
2023.12.06 02,4.3690,H
2023.12.06 03,4.4728,H
2023.12.06 04,4.6618,H
2023.12.06 05,4.9230,R
2023.12.06 06,4.7310,H
2023.12.06 07,4.8517,H
2023.12.06 08,4.4898,H
2023.12.06 09,4.6103,H
2023.12.06 10,5.0572,H
2023.12.06 11,5.3823,H
2023.12.06 12,5.9607,H
2023.12.06 13,6.0793,H
2023.12.06 14,6.2313,H
2023.12.06 15,5.8760,H
2023.12.06 16,5.3818,H
2023.12.06 17,4.5413,H
2023.12.06 18,4.1437,H
2023.12.06 19,3.8662,H
2023.12.06 20,3.8474,R
2023.12.06 21,3.6573,H
2023.12.06 22,3.6397,H
2023.12.06 23,3.2018,H
2023.12.07 00,2.1938,H
2023.12.07 01,1.8013,H
2023.12.07 02,1.3700,H
2023.12.07 03,0.6628,H
2023.12.07 04,0.0205,H
2023.12.07 05,-1.0197,H
2023.12.07 06,-1.3588,H
2023.12.07 07,-1.5480,H
2023.12.07 08,-0.7240,H
2023.12.07 09,-0.3123,H
2023.12.07 10,0.8260,H
2023.12.07 11,1.7650,H
2023.12.07 12,2.8497,H
2023.12.07 13,3.1998,H
2023.12.07 14,2.4077,H
2023.12.07 15,1.9978,H
2023.12.07 16,1.7113,H
2023.12.07 17,0.7712,H
2023.12.07 18,-0.0707,H
2023.12.07 19,0.2052,H
2023.12.07 20,0.8812,H
2023.12.07 21,1.1353,H
2023.12.07 22,1.4420,H
2023.12.07 23,1.6758,H
2023.12.08 00,1.8730,H
2023.12.08 01,2.1055,H
2023.12.08 02,2.1233,H
2023.12.08 03,2.2302,H
2023.12.08 04,2.5847,H
2023.12.08 05,3.2898,H
2023.12.08 06,3.6518,R
2023.12.08 07,7.0562,H
2023.12.08 08,6.6165,H
2023.12.08 09,6.2973,H
2023.12.08 10,8.3378,H
2023.12.08 11,9.0810,H
2023.12.08 12,9.2785,H
2023.12.08 13,9.5575,H
2023.12.08 14,9.5247,H
2023.12.08 15,9.2620,H
2023.12.08 16,8.9330,H
2023.12.08 17,8.7355,H
2023.12.08 18,8.4712,H
2023.12.08 19,8.2063,H
2023.12.08 20,8.3454,R
2023.12.08 21,7.9740,H
2023.12.08 22,7.8407,H
2023.12.08 23,7.8573,H
2023.12.09 00,7.2228,H
2023.12.09 01,7.0212,H
2023.12.09 02,6.8713,H
2023.12.09 03,5.9778,H
2023.12.09 04,6.7333,H
2023.12.09 05,7.9900,H
2023.12.09 06,8.1232,H
2023.12.09 07,7.9905,H
2023.12.09 08,7.8572,H
2023.12.09 09,8.6197,H
2023.12.09 10,9.1963,H
2023.12.09 11,9.3113,H
2023.12.09 12,10.7798,H
2023.12.09 13,11.2018,H
2023.12.09 14,9.2428,H
2023.12.09 15,7.4073,H
2023.12.09 16,7.7880,H
2023.12.09 17,9.8677,H
2023.12.09 18,11.1860,H
2023.12.09 19,11.8652,H
2023.12.09 20,10.8600,H
2023.12.09 21,9.6887,H
2023.12.09 22,9.6560,H
2023.12.09 23,9.8193,H
2023.12.10 00,9.0810,H
2023.12.10 01,8.8675,H
2023.12.10 02,9.3440,H
2023.12.10 03,9.0812,H
2023.12.10 04,8.4378,H
2023.12.10 05,8.0900,H
2023.12.10 06,8.0570,H
2023.12.10 07,8.1398,H
2023.12.10 08,8.5205,H
2023.12.10 09,8.8672,H
2023.12.10 10,9.3605,H
2023.12.10 11,9.8520,H
2023.12.10 12,10.5528,H
2023.12.10 13,11.1215,H
2023.12.10 14,11.2023,H
2023.12.10 15,11.0563,H
2023.12.10 16,10.3087,H
2023.12.10 17,9.7373,H
2023.12.10 18,10.7960,H
2023.12.10 19,12.6370,H
2023.12.10 20,12.9430,H
2023.12.10 21,13.2317,H
2023.12.10 22,11.7837,H
2023.12.10 23,11.3802,H
2023.12.11 00,11.2508,H
2023.12.11 01,11.6550,H
2023.12.11 02,11.9460,H
2023.12.11 03,12.0910,H
2023.12.11 04,11.9782,H
2023.12.11 05,12.2838,H
2023.12.11 06,12.2680,H
2023.12.11 07,12.3002,H
2023.12.11 08,12.5252,H
2023.12.11 09,11.7195,H
2023.12.11 10,11.4287,H
2023.12.11 11,11.5095,H
2023.12.11 12,11.8652,H
2023.12.11 13,11.7843,H
2023.12.11 14,11.9460,H
2023.12.11 15,11.7197,H
2023.12.11 16,11.1537,H
2023.12.11 17,10.9272,H
2023.12.11 18,10.7808,H
2023.12.11 19,10.8620,H
2023.12.11 20,11.0892,H
2023.12.11 21,10.9592,H
2023.12.11 22,10.7320,H
2023.12.11 23,11.0082,H
2023.12.12 00,11.0405,H
2023.12.12 01,10.6668,H
2023.12.12 02,10.0478,H
2023.12.12 03,9.9173,H
2023.12.12 04,9.8683,H
2023.12.12 05,10.1297,H
2023.12.12 06,10.3902,H
2023.12.12 07,10.7808,H
2023.12.12 08,10.8297,H
2023.12.12 09,10.6833,H
2023.12.12 10,12.0582,H
2023.12.12 11,12.7022,H
2023.12.12 12,13.7597,H
2023.12.12 13,14.5103,H
2023.12.12 14,12.8443,H
2023.12.12 15,11.8652,H
2023.12.12 16,12.6535,H
2023.12.12 17,13.0070,H
2023.12.12 18,12.7825,H
2023.12.12 19,12.6377,H
2023.12.12 20,12.3000,H
2023.12.12 21,11.9135,H
2023.12.12 22,11.8656,R
2023.12.12 23,8.2887,H
2023.12.13 00,8.8170,H
2023.12.13 01,9.6718,H
2023.12.13 02,9.8847,H
2023.12.13 03,10.2925,H
2023.12.13 04,10.3413,H
2023.12.13 05,10.1293,H
2023.12.13 06,9.7213,H
2023.12.13 07,10.0317,H
2023.12.13 08,9.8357,H
2023.12.13 09,9.5902,H
2023.12.13 10,9.9988,H
2023.12.13 11,10.1622,H
2023.12.13 12,10.4552,H
2023.12.13 13,9.4415,H
2023.12.13 14,9.3935,H
2023.12.13 15,9.1140,H
2023.12.13 16,8.8510,H
2023.12.13 17,8.4212,H
2023.12.13 18,7.5240,H
2023.12.13 19,7.2907,H
2023.12.13 20,7.1735,H
2023.12.13 21,7.2072,H
2023.12.13 22,7.1233,H
2023.12.13 23,6.9725,H
2023.12.14 00,6.9893,H
2023.12.14 01,7.0898,H
2023.12.14 02,7.0732,H
2023.12.14 03,7.0742,R
2023.12.14 04,6.8883,H
2023.12.14 05,6.8787,R
2023.12.14 06,6.8547,H
2023.12.14 07,6.8043,H
2023.12.14 08,6.7878,H
2023.12.14 09,7.1735,H
2023.12.14 10,7.7242,H
2023.12.14 11,8.1230,H
2023.12.14 12,8.2393,H
2023.12.14 13,8.6693,H
2023.12.14 14,9.0153,H
2023.12.14 15,8.8343,H
2023.12.14 16,7.9398,H
2023.12.14 17,6.9052,H
2023.12.14 18,6.8380,H
2023.12.14 19,7.1232,H
2023.12.14 20,6.9052,H
2023.12.14 21,6.6200,H
2023.12.14 22,6.1975,H
2023.12.14 23,5.8420,H
2023.12.15 00,5.8420,H
2023.12.15 01,5.3992,H
2023.12.15 02,4.7480,H
2023.12.15 03,4.2997,H
2023.12.15 04,4.4725,H
2023.12.15 05,4.7310,H
2023.12.15 06,4.7310,H
2023.12.15 07,4.8000,H
2023.12.15 08,4.6103,H
2023.12.15 09,5.6535,H
2023.12.15 10,6.9550,H
2023.12.15 11,7.9072,H
2023.12.15 12,8.5522,H
2023.12.15 13,10.2277,H
2023.12.15 14,9.1783,H
2023.12.15 15,7.8740,H
2023.12.15 16,7.4073,H
2023.12.15 17,6.9387,H
2023.12.15 18,6.4510,H
2023.12.15 19,6.2655,H
2023.12.15 20,6.2148,H
2023.12.15 21,5.5525,H
2023.12.15 22,4.8688,H
2023.12.15 23,5.1600,H
2023.12.16 00,5.1430,H
2023.12.16 01,4.4720,H
2023.12.16 02,4.3515,H
2023.12.16 03,4.3690,H
2023.12.16 04,4.0397,H
2023.12.16 05,3.6747,H
2023.12.16 06,3.0250,H
2023.12.16 07,1.7113,H
2023.12.16 08,0.8993,H
2023.12.16 09,1.4950,H
2023.12.16 10,3.0415,H
2023.12.16 11,5.4987,H
2023.12.16 12,6.7535,H
2023.12.16 13,6.9764,R
2023.12.16 14,13.1832,H
2023.12.16 15,7.4654,R
2023.12.16 16,7.2565,H
2023.12.16 17,5.3975,H
2023.12.16 18,4.0570,H
2023.12.16 19,3.1845,H
2023.12.16 20,2.3002,H
2023.12.16 21,1.2615,H
2023.12.16 22,1.1343,H
2023.12.16 23,0.5170,H
2023.12.17 00,0.0580,H
2023.12.17 01,-0.7205,H
2023.12.17 02,-0.2375,H
2023.12.17 03,0.0948,H
2023.12.17 04,-0.5155,H
2023.12.17 05,-0.8137,H
2023.12.17 06,-1.0198,H
2023.12.17 07,-0.7392,H
2023.12.17 08,-1.1512,H
2023.12.17 09,-0.8145,H
2023.12.17 10,0.9167,H
2023.12.17 11,1.6038,H
2023.12.17 12,2.4755,H
2023.12.17 13,4.1953,H
2023.12.17 14,7.3132,H
2023.12.17 15,2.6740,R
2023.12.17 16,4.3480,H
2023.12.17 17,2.5133,H
2023.12.17 18,1.7657,H
2023.12.17 19,0.9717,H
2023.12.17 20,0.5168,H
2023.12.17 21,0.8448,H
2023.12.17 22,0.4987,H
2023.12.17 23,0.2052,H
2023.12.18 00,-0.3485,H
2023.12.18 01,-0.7577,H
2023.12.18 02,-0.9823,H
2023.12.18 03,-1.0010,H
2023.12.18 04,-1.2073,H
2023.12.18 05,-1.3777,H
2023.12.18 06,-1.6425,H
2023.12.18 07,-0.4550,R
2023.12.18 08,-1.3400,H
2023.12.18 09,-0.0710,H
2023.12.18 10,1.4202,H
2023.12.18 11,3.3937,H
2023.12.18 12,5.4985,H
2023.12.18 13,5.9008,R
2023.12.18 14,13.8555,H
2023.12.18 15,8.3454,R
2023.12.18 16,7.0162,H
2023.12.18 17,3.9338,H
2023.12.18 18,2.8850,H
2023.12.18 19,1.8722,H
2023.12.18 20,1.1533,H
2023.12.18 21,1.2797,H
2023.12.18 22,0.7175,H
2023.12.18 23,0.4252,H
2023.12.19 00,0.2053,H
2023.12.19 01,0.7357,H
2023.12.19 02,-0.1447,H
2023.12.19 03,-0.2743,H
2023.12.19 04,-0.1817,H
2023.12.19 05,0.0205,H
2023.12.19 06,0.2235,H
2023.12.19 07,0.5707,H
2023.12.19 08,0.2787,H
2023.12.19 09,0.4612,H
2023.12.19 10,2.7210,H
2023.12.19 11,6.9252,H
2023.12.19 12,10.8448,H
2023.12.19 13,10.3988,R
2023.12.19 14,11.0833,R
2023.12.19 15,10.6922,R
2023.12.19 16,9.2618,H
2023.12.19 17,7.6865,H
2023.12.19 18,5.0060,H
2023.12.19 19,5.8062,H
2023.12.19 20,6.6368,H
2023.12.19 21,6.2315,H
2023.12.19 22,6.3667,H
2023.12.19 23,6.7542,H
2023.12.20 00,7.1232,H
2023.12.20 01,7.2902,H
2023.12.20 02,5.8758,H
2023.12.20 03,5.7570,H
2023.12.20 04,5.6040,H
2023.12.20 05,5.6380,H
2023.12.20 06,5.9270,H
2023.12.20 07,6.1978,H
2023.12.20 08,6.3160,H
2023.12.20 09,6.6032,H
2023.12.20 10,6.7038,H
2023.12.20 11,6.6032,H
2023.12.20 12,6.8045,H
2023.12.20 13,6.4875,R
2023.12.20 14,7.6902,H
2023.12.20 15,7.0893,H
2023.12.20 16,6.1295,H
2023.12.20 17,5.3992,H
2023.12.20 18,5.2798,H
2023.12.20 19,5.3480,H
2023.12.20 20,5.4333,H
2023.12.20 21,5.6040,H
2023.12.20 22,5.8080,H
2023.12.20 23,5.8030,R
2023.12.21 00,5.9986,R
2023.12.21 01,6.2992,H
2023.12.21 02,6.1810,H
2023.12.21 03,6.5018,H
2023.12.21 04,6.9052,H
2023.12.21 05,7.3072,H
2023.12.21 06,7.4740,H
2023.12.21 07,7.5631,R
2023.12.21 08,7.8242,H
2023.12.21 09,8.2557,H
2023.12.21 10,8.7025,H
2023.12.21 11,8.8345,H
2023.12.21 12,8.8838,H
2023.12.21 13,9.0810,H
2023.12.21 14,9.1965,H
2023.12.21 15,9.1468,H
2023.12.21 16,9.3443,H
2023.12.21 17,9.6558,H
2023.12.21 18,9.8520,H
2023.12.21 19,10.0643,H
2023.12.21 20,9.9173,H
2023.12.21 21,9.2945,H
2023.12.21 22,9.2128,H
2023.12.21 23,9.3278,H
2023.12.22 00,8.9483,H
2023.12.22 01,8.4378,H
2023.12.22 02,8.4708,H
2023.12.22 03,8.3548,H
2023.12.22 04,8.0070,H
2023.12.22 05,7.6910,H
2023.12.22 06,7.3240,H
2023.12.22 07,7.4654,R
2023.12.22 08,7.3740,H
2023.12.22 09,7.5742,H
2023.12.22 10,7.5908,H
2023.12.22 11,7.9738,H
2023.12.22 12,8.1398,H
2023.12.22 13,8.6693,H
2023.12.22 14,8.9003,H
2023.12.22 15,8.7520,H
2023.12.22 16,8.8675,H
2023.12.22 17,8.8838,H
2023.12.22 18,8.5870,H
2023.12.22 19,8.7850,H
2023.12.22 20,8.5537,H
2023.12.22 21,8.0735,H
2023.12.22 22,8.0073,H
2023.12.22 23,8.1498,R
2023.12.23 00,7.7742,H
2023.12.23 01,7.5577,H
2023.12.23 02,7.5913,H
2023.12.23 03,7.5577,H
2023.12.23 04,7.6082,H
2023.12.23 05,7.6082,H
2023.12.23 06,7.7407,H
2023.12.23 07,7.7587,R
2023.12.23 08,7.8565,R
2023.12.23 09,8.0072,H
2023.12.23 10,8.2392,H
2023.12.23 11,8.1498,R
2023.12.23 12,8.5870,H
2023.12.23 13,8.8015,H
2023.12.23 14,8.6200,H
2023.12.23 15,8.1728,H
2023.12.23 16,8.1232,H
2023.12.23 17,7.9907,H
2023.12.23 18,8.0520,R
2023.12.23 19,8.0570,H
2023.12.23 20,8.3055,H
2023.12.23 21,8.3220,H
2023.12.23 22,8.3454,R
2023.12.23 23,8.3454,R
2023.12.24 00,8.2393,H
2023.12.24 01,8.2392,H
2023.12.24 02,8.2557,H
2023.12.24 03,8.4708,H
2023.12.24 04,8.5208,H
2023.12.24 05,8.8507,H
2023.12.24 06,8.9497,H
2023.12.24 07,8.8180,H
2023.12.24 08,9.1633,H
2023.12.24 09,9.4262,H
2023.12.24 10,9.5740,H
2023.12.24 11,9.7213,H
2023.12.24 12,9.8847,H
2023.12.24 13,10.1785,H
2023.12.24 14,10.6182,H
2023.12.24 15,10.6347,H
2023.12.24 16,11.1698,H
2023.12.24 17,11.5257,H
2023.12.24 18,12.0265,H
2023.12.24 19,12.6058,H
2023.12.24 20,12.7827,H
2023.12.24 21,12.8468,H
2023.12.24 22,12.7665,H
2023.12.24 23,12.5573,H
2023.12.25 00,12.6380,H
2023.12.25 01,12.3482,H
2023.12.25 02,11.7843,H
2023.12.25 03,11.4448,H
2023.12.25 04,10.9592,H
2023.12.25 05,10.2273,H
2023.12.25 06,9.3607,H
2023.12.25 07,9.1800,H
2023.12.25 08,8.8015,H
2023.12.25 09,9.0645,H
2023.12.25 10,9.8188,H
2023.12.25 11,10.4717,H
2023.12.25 12,11.1860,H
2023.12.25 13,12.8460,H
2023.12.25 14,13.8873,H
2023.12.25 15,11.4443,H
2023.12.25 16,9.8187,H
2023.12.25 17,8.9825,H
2023.12.25 18,8.8838,H
2023.12.25 19,8.9332,H
2023.12.25 20,8.9333,H
2023.12.25 21,8.7685,H
2023.12.25 22,8.6695,H
2023.12.25 23,8.5705,H
2023.12.26 00,8.4877,H
2023.12.26 01,8.5208,H
2023.12.26 02,8.5043,H
2023.12.26 03,8.2392,H
2023.12.26 04,8.1730,H
2023.12.26 05,8.1897,H
2023.12.26 06,8.3385,H
2023.12.26 07,8.3385,H
2023.12.26 08,8.4875,H
2023.12.26 09,8.7520,H
2023.12.26 10,9.2783,H
2023.12.26 11,10.3575,H
2023.12.26 12,10.2440,H
2023.12.26 13,10.8940,H
2023.12.26 14,10.4875,H
2023.12.26 15,9.9827,H
2023.12.26 16,9.6885,H
2023.12.26 17,9.1798,H
2023.12.26 18,8.8343,H
2023.12.26 19,8.7190,H
2023.12.26 20,8.1895,H
2023.12.26 21,7.4238,H
2023.12.26 22,7.3908,H
2023.12.26 23,6.2135,H
2023.12.27 00,5.3652,H
2023.12.27 01,4.7652,H
2023.12.27 02,4.2995,H
2023.12.27 03,4.0395,H
2023.12.27 04,3.8138,H
2023.12.27 05,3.6048,H
2023.12.27 06,3.2373,H
2023.12.27 07,2.9910,H
2023.12.27 08,2.5850,H
2023.12.27 09,3.4288,H
2023.12.27 10,5.1248,H
2023.12.27 11,6.7525,H
2023.12.27 12,9.3738,H
2023.12.27 13,12.2025,H
2023.12.27 14,12.5733,H
2023.12.27 15,12.0903,H
2023.12.27 16,9.4228,H
2023.12.27 17,6.7355,H
2023.12.27 18,4.9022,H
2023.12.27 19,5.1247,H
2023.12.27 20,4.4378,H
2023.12.27 21,4.4678,H
2023.12.27 22,4.9370,H
2023.12.27 23,6.5127,H
2023.12.28 00,9.2125,H
2023.12.28 01,10.1055,R
2023.12.28 02,11.9783,H
2023.12.28 03,11.7197,H
2023.12.28 04,11.3155,H
2023.12.28 05,11.9620,H
2023.12.28 06,12.1060,H
2023.12.28 07,10.9433,H
2023.12.28 08,11.4122,H
2023.12.28 09,11.6065,H
2023.12.28 10,11.9298,H
2023.12.28 11,11.9460,H
2023.12.28 12,12.0103,H
2023.12.28 13,11.0073,H
2023.12.28 14,9.9010,H
2023.12.28 15,10.0805,H
2023.12.28 16,10.8132,H
2023.12.28 17,10.1447,H
2023.12.28 18,9.3605,H
2023.12.28 19,9.5082,H
2023.12.28 20,10.3577,H
2023.12.28 21,10.6345,H
2023.12.28 22,10.7810,H
2023.12.28 23,10.5855,H
2023.12.29 00,11.1215,H
2023.12.29 01,11.3317,H
2023.12.29 02,9.9657,H
2023.12.29 03,9.7538,H
2023.12.29 04,10.1623,H
2023.12.29 05,10.3415,H
2023.12.29 06,10.5693,H
2023.12.29 07,10.4880,H
2023.12.29 08,10.3253,H
2023.12.29 09,11.0888,H
2023.12.29 10,11.5418,H
2023.12.29 11,12.1063,H
2023.12.29 12,12.5735,H
2023.12.29 13,12.6217,H
2023.12.29 14,12.2357,H
2023.12.29 15,11.9298,H
2023.12.29 16,11.6873,H
2023.12.29 17,11.4933,H
2023.12.29 18,11.0242,H
2023.12.29 19,10.6020,H
2023.12.29 20,10.5043,H
2023.12.29 21,10.6018,H
2023.12.29 22,10.3088,H
2023.12.29 23,10.0317,H
2023.12.30 00,9.4425,H
2023.12.30 01,9.1800,H
2023.12.30 02,9.4920,H
2023.12.30 03,9.4590,H
2023.12.30 04,9.7377,H
2023.12.30 05,9.7143,R
2023.12.30 06,9.8357,H
2023.12.30 07,9.6232,H
2023.12.30 08,9.5577,H
2023.12.30 09,9.7867,H
2023.12.30 10,10.2925,H
2023.12.30 11,10.9102,H
2023.12.30 12,11.9458,H
2023.12.30 13,13.3573,H
2023.12.30 14,15.1308,H
2023.12.30 15,13.8708,H
2023.12.30 16,10.9730,H
2023.12.30 17,8.3875,H
2023.12.30 18,7.1732,H
2023.12.30 19,6.3157,H
2023.12.30 20,5.0913,H
2023.12.30 21,4.6277,H
2023.12.30 22,4.5417,H
2023.12.30 23,4.3170,H
2023.12.31 00,4.5068,H
2023.12.31 01,5.2450,H
2023.12.31 02,4.5758,H
2023.12.31 03,5.2113,H
2023.12.31 04,5.1258,H
2023.12.31 05,4.5760,H
2023.12.31 06,4.8508,H
2023.12.31 07,6.0620,H
2023.12.31 08,7.2698,R
2023.12.31 09,12.7007,H
2023.12.31 10,14.2070,H
2023.12.31 11,13.8212,R
2023.12.31 12,7.9392,H
2023.12.31 13,6.6865,H
2023.12.31 14,5.8927,H
2023.12.31 15,6.2312,H
2023.12.31 16,6.7373,H
2023.12.31 17,7.2567,H
2023.12.31 18,7.5577,H
2023.12.31 19,7.6580,H
2023.12.31 20,7.6407,H
2023.12.31 21,8.0898,H
2023.12.31 22,8.0237,H
2023.12.31 23,7.8907,H
2024.01.01 00,8.0735,H
2024.01.01 01,7.9573,H
2024.01.01 02,7.3070,H
2024.01.01 03,6.7207,H
2024.01.01 04,6.8548,H
2024.01.01 05,6.4508,H
2024.01.01 06,6.5862,H
2024.01.01 07,6.5855,H
2024.01.01 08,6.0627,H
2024.01.01 09,6.5687,H
2024.01.01 10,7.2235,H
2024.01.01 11,7.5910,H
2024.01.01 12,8.1563,H
2024.01.01 13,8.9985,H
2024.01.01 14,8.6520,H
2024.01.01 15,8.5040,H
2024.01.01 16,7.9902,H
2024.01.01 17,7.1735,H
2024.01.01 18,7.4242,H
2024.01.01 19,7.7410,H
2024.01.01 20,7.6742,H
2024.01.01 21,7.3740,H
2024.01.01 22,7.8405,H
2024.01.01 23,8.5373,H
2024.01.02 00,8.7355,H
2024.01.02 01,8.9002,H
2024.01.02 02,9.3603,H
2024.01.02 03,9.8357,H
2024.01.02 04,9.3442,H
2024.01.02 05,8.9163,H
2024.01.02 06,10.1622,H
2024.01.02 07,10.2930,H
2024.01.02 08,10.3010,R
2024.01.02 09,10.7808,H
2024.01.02 10,10.8295,H
2024.01.02 11,10.9270,H
2024.01.02 12,11.2023,H
2024.01.02 13,11.1377,H
2024.01.02 14,10.8783,H
2024.01.02 15,10.3742,H
2024.01.02 16,10.6013,H
2024.01.02 17,11.6712,H
2024.01.02 18,12.1385,H
2024.01.02 19,13.0390,H
2024.01.02 20,12.4442,H
2024.01.02 21,11.6550,H
2024.01.02 22,11.6388,H
2024.01.02 23,11.2023,H
2024.01.03 00,10.9753,H
2024.01.03 01,10.4230,H
2024.01.03 02,10.4717,H
2024.01.03 03,10.8133,H
2024.01.03 04,10.2107,H
2024.01.03 05,10.0807,H
2024.01.03 06,10.0477,H
2024.01.03 07,10.0317,H
2024.01.03 08,10.2277,H
2024.01.03 09,11.0235,H
2024.01.03 10,11.4772,H
2024.01.03 11,11.4933,H
2024.01.03 12,11.2507,H
