dttm,th,origin
2023.10.23 00,11.8673,H
2023.10.23 01,11.0410,H
2023.10.23 02,10.6177,H
2023.10.23 03,10.5530,H
2023.10.23 04,9.8333,H
2023.10.23 05,9.9647,H
2023.10.23 06,9.6362,H
2023.10.23 07,9.4225,H
2023.10.23 08,9.9318,H
2023.10.23 09,10.4223,H
2023.10.23 10,11.0575,H
2023.10.23 11,11.1875,H
2023.10.23 12,11.4472,H
2023.10.23 13,11.8190,H
2023.10.23 14,12.2877,H
2023.10.23 15,12.3845,H
2023.10.23 16,12.1747,H
2023.10.23 17,12.0130,H
2023.10.23 18,11.7382,H
2023.10.23 19,11.5603,H
2023.10.23 20,11.6573,H
2023.10.23 21,12.2068,H
2023.10.23 22,12.4167,H
2023.10.23 23,11.9160,H
2023.10.24 00,11.8837,H
2023.10.24 01,11.8190,H
2023.10.24 02,12.0128,H
2023.10.24 03,13.2528,H
2023.10.24 04,13.3167,H
2023.10.24 05,13.2367,H
2023.10.24 06,13.6060,H
2023.10.24 07,13.6060,H
2023.10.24 08,13.6380,H
2023.10.24 09,13.1679,R
2023.10.24 10,13.0773,R
2023.10.24 11,13.6220,H
2023.10.24 12,13.7020,H
2023.10.24 13,13.8300,H
2023.10.24 14,14.1977,H
2023.10.24 15,14.5810,H
2023.10.24 16,14.6130,H
2023.10.24 17,14.1015,H
2023.10.24 18,13.0762,H
2023.10.24 19,13.2850,H
2023.10.24 20,11.7170,R
2023.10.24 21,12.6580,H
2023.10.24 22,12.6580,H
2023.10.24 23,12.4973,H
2023.10.25 00,12.2878,H
2023.10.25 01,12.1908,H
2023.10.25 02,11.6250,H
2023.10.25 03,11.3825,H
2023.10.25 04,11.2687,H
2023.10.25 05,11.1062,H
2023.10.25 06,10.9927,H
2023.10.25 07,11.3335,H
2023.10.25 08,11.8352,H
2023.10.25 09,13.0597,H
2023.10.25 10,14.3732,H
2023.10.25 11,15.0752,H
2023.10.25 12,16.0618,H
2023.10.25 13,15.1228,H
2023.10.25 14,14.7565,H
2023.10.25 15,15.1390,H
2023.10.25 16,15.2982,H
2023.10.25 17,14.7403,H
2023.10.25 18,14.2455,H
2023.10.25 19,14.3095,H
2023.10.25 20,13.5740,H
2023.10.25 21,13.7660,H
2023.10.25 22,13.8940,H
2023.10.25 23,13.9100,H
2023.10.26 00,13.7500,H
2023.10.26 01,13.8027,R
2023.10.26 02,13.8460,H
2023.10.26 03,12.1704,R
2023.10.26 04,13.3008,H
2023.10.26 05,12.7545,H
2023.10.26 06,12.7708,H
2023.10.26 07,12.8670,H
2023.10.26 08,13.2043,H
2023.10.26 09,14.5328,H
2023.10.26 10,15.1230,H
2023.10.26 11,15.6165,H
2023.10.26 12,16.2207,H
2023.10.26 13,16.3957,H
2023.10.26 14,15.6483,H
2023.10.26 15,14.7245,H
2023.10.26 16,14.3095,H
2023.10.26 17,13.9260,H
2023.10.26 18,13.5897,H
2023.10.26 19,12.9635,H
2023.10.26 20,12.4973,H
2023.10.26 21,12.1908,H
2023.10.26 22,11.8513,H
2023.10.26 23,11.6088,H
2023.10.27 00,11.3663,H
2023.10.27 01,10.4475,R
2023.10.27 02,11.2037,H
2023.10.27 03,11.0898,H
2023.10.27 04,11.1062,H
2023.10.27 05,11.9160,H
2023.10.27 06,11.9891,R
2023.10.27 07,11.9322,H
2023.10.27 08,11.9645,H
2023.10.27 09,12.3038,H
2023.10.27 10,12.4812,H
2023.10.27 11,12.7867,H
2023.10.27 12,12.9315,H
2023.10.27 13,13.0282,H
2023.10.27 14,13.4453,H
2023.10.27 15,13.9740,H
2023.10.27 16,14.0220,H
2023.10.27 17,13.4932,H
2023.10.27 18,13.3650,H
2023.10.27 19,13.3488,H
2023.10.27 20,12.6902,H
2023.10.27 21,12.0777,H
2023.10.27 22,11.7220,H
2023.10.27 23,11.8837,H
2023.10.28 00,12.0938,H
2023.10.28 01,12.2717,H
2023.10.28 02,12.2717,H
2023.10.28 03,12.2611,R
2023.10.28 04,12.0777,H
2023.10.28 05,12.1908,H
2023.10.28 06,12.3040,H
2023.10.28 07,12.3845,H
2023.10.28 08,12.8993,H
2023.10.28 09,13.3492,H
2023.10.28 10,14.1177,H
2023.10.28 11,15.0115,H
2023.10.28 12,15.2983,H
2023.10.28 13,15.4415,H
2023.10.28 14,15.3443,R
2023.10.28 15,15.2503,H
2023.10.28 16,14.9635,H
2023.10.28 17,14.6930,H
2023.10.28 18,14.5650,H
2023.10.28 19,14.3253,H
2023.10.28 20,14.6287,H
2023.10.28 21,14.7565,H
2023.10.28 22,15.2505,H
2023.10.28 23,15.9983,H
2023.10.29 00,16.2523,H
2023.10.29 01,15.8233,H
2023.10.29 02,15.3300,H
2023.10.29 03,14.9318,H
2023.10.29 04,16.4273,H
2023.10.29 05,15.4730,H
2023.10.29 06,14.5170,H
2023.10.29 07,14.5008,H
2023.10.29 08,15.8550,H
2023.10.29 09,16.2525,H
2023.10.29 10,17.5218,H
2023.10.29 11,19.0283,H
2023.10.29 12,19.3770,H
2023.10.29 13,19.6625,H
2023.10.29 14,19.8370,H
2023.10.29 15,19.3770,H
2023.10.29 16,19.2343,H
2023.10.29 17,18.4577,H
2023.10.29 18,18.2197,H
2023.10.29 19,17.7282,H
2023.10.29 20,16.8083,H
2023.10.29 21,16.3797,H
2023.10.29 22,16.2208,H
