dttm,th,origin
2023.10.23 00, 9.9800,H
2023.10.23 01, 9.2420,H
2023.10.23 02, 8.7460,H
2023.10.23 03, 8.1990,H
2023.10.23 04, 7.7820,H
2023.10.23 05, 7.6990,H
2023.10.23 06, 7.7490,H
2023.10.23 07, 7.9820,H
2023.10.23 08, 8.6630,H
2023.10.23 09, 9.2910,H
2023.10.23 10,10.0630,H
2023.10.23 11,10.3900,H
2023.10.23 12,10.8460,H
2023.10.23 13,11.3820,H
2023.10.23 14,11.9000,H
2023.10.23 15,11.9970,H
2023.10.23 16,11.7380,H
2023.10.23 17,11.5120,H
2023.10.23 18,11.3830,H
2023.10.23 19,11.1880,H
2023.10.23 20,     NA,R
2023.10.23 21,     NA,R
2023.10.23 22,11.2200,H
2023.10.23 23,11.1230,H
2023.10.24 00,     NA,R
2023.10.24 01,     NA,R
2023.10.24 02,11.0090,H
2023.10.24 03,11.0580,H
2023.10.24 04,11.3340,H
2023.10.24 05,11.5930,H
2023.10.24 06,12.1910,H
2023.10.24 07,12.1580,H
2023.10.24 08,12.2230,H
2023.10.24 09,12.4010,H
2023.10.24 10,12.5940,H
2023.10.24 11,12.6740,H
2023.10.24 12,12.9480,H
2023.10.24 13,13.1720,H
2023.10.24 14,13.6060,H
2023.10.24 15,13.7980,H
2023.10.24 16,13.8140,H
2023.10.24 17,13.3650,H
2023.10.24 18,12.8670,H
2023.10.24 19,12.6260,H
2023.10.24 20,12.1910,H
2023.10.24 21,11.4960,H
2023.10.24 22,11.5440,H
2023.10.24 23,11.4150,H
2023.10.25 00,10.9760,H
2023.10.25 01,10.6830,H
2023.10.25 02,10.0790,H
2023.10.25 03, 9.8830,H
2023.10.25 04, 9.8010,H
2023.10.25 05,     NA,R
2023.10.25 06, 9.0930,H
2023.10.25 07, 9.0600,H
2023.10.25 08, 9.8330,H
2023.10.25 09,11.5430,H
2023.10.25 10,13.3970,H
2023.10.25 11,14.2770,H
2023.10.25 12,14.9320,H
2023.10.25 13,14.0220,H
2023.10.25 14,13.8780,H
2023.10.25 15,14.2300,H
2023.10.25 16,14.1980,H
2023.10.25 17,13.6380,H
2023.10.25 18,13.3490,H
2023.10.25 19,13.4610,H
2023.10.25 20,12.6100,H
2023.10.25 21,12.8510,H
2023.10.25 22,13.2370,H
2023.10.25 23,13.1400,H
2023.10.26 00,12.9960,H
2023.10.26 01,13.0280,H
2023.10.26 02,13.0280,H
2023.10.26 03,12.9480,H
2023.10.26 04,12.5130,H
2023.10.26 05,     NA,R
2023.10.26 06,     NA,R
2023.10.26 07,12.4650,H
2023.10.26 08,12.7540,H
2023.10.26 09,14.0540,H
2023.10.26 10,14.6130,H
2023.10.26 11,15.2340,H
2023.10.26 12,15.9820,H
2023.10.26 13,15.8870,H
2023.10.26 14,15.0750,H
2023.10.26 15,14.1820,H
2023.10.26 16,13.5410,H
2023.10.26 17,13.2050,H
2023.10.26 18,12.8350,H
2023.10.26 19,12.4490,H
2023.10.26 20,12.0290,H
2023.10.26 21,11.7060,H
2023.10.26 22,11.4150,H
2023.10.26 23,11.2520,H
2023.10.27 00,11.0580,H
2023.10.27 01,10.8790,H
2023.10.27 02,10.7480,H
2023.10.27 03,10.6670,H
2023.10.27 04,10.5690,H
2023.10.27 05,11.3500,H
2023.10.27 06,     NA,R
2023.10.27 07,     NA,R
2023.10.27 08,11.3830,H
2023.10.27 09,11.6090,H
2023.10.27 10,12.0610,H
2023.10.27 11,12.3360,H
2023.10.27 12,12.7060,H
2023.10.27 13,12.6740,H
2023.10.27 14,13.0280,H
2023.10.27 15,13.5260,H
2023.10.27 16,13.3170,H
2023.10.27 17,12.4650,H
2023.10.27 18,12.2880,H
2023.10.27 19,11.8670,H
2023.10.27 20,11.4800,H
2023.10.27 21,11.2850,H
2023.10.27 22,11.0250,H
2023.10.27 23,11.1060,H
2023.10.28 00,11.2850,H
2023.10.28 01,11.4960,H
2023.10.28 02,11.4310,H
2023.10.28 03,11.4150,H
2023.10.28 04,     NA,R
2023.10.28 05,11.3660,H
2023.10.28 06,11.3990,H
2023.10.28 07,11.5930,H
2023.10.28 08,12.0940,H
2023.10.28 09,12.8830,H
2023.10.28 10,13.7660,H
2023.10.28 11,14.4850,H
2023.10.28 12,14.7090,H
2023.10.28 13,14.9320,H
2023.10.28 14,14.6290,H
2023.10.28 15,14.1980,H
2023.10.28 16,13.8620,H
2023.10.28 17,13.4770,H
2023.10.28 18,13.1400,H
2023.10.28 19,13.3010,H
2023.10.28 20,13.5740,H
2023.10.28 21,13.4770,H
2023.10.28 22,13.2050,H
2023.10.28 23,13.8130,H
2023.10.29 00,14.6290,H
2023.10.29 01,13.1240,H
2023.10.29 02,12.0450,H
2023.10.29 03,11.5600,H
2023.10.29 04,13.7340,H
2023.10.29 05,12.6580,H
2023.10.29 06,12.3040,H
2023.10.29 07,13.1880,H
2023.10.29 08,13.7340,H
2023.10.29 09,14.1820,H
2023.10.29 10,16.2360,H
2023.10.29 11,17.5860,H
2023.10.29 12,17.9020,H
2023.10.29 13,18.4420,H
2023.10.29 14,18.7580,H
2023.10.29 15,18.0450,H
2023.10.29 16,17.4110,H
2023.10.29 17,17.2680,H
2023.10.29 18,16.3480,H
2023.10.29 19,16.0140,H
2023.10.29 20,15.7120,H
2023.10.29 21,15.2820,H
2023.10.29 22,14.9640,H
2023.10.29 23,14.9000,H
2023.10.30 00,14.5810,H
2023.10.30 01,14.2140,H
2023.10.30 02,13.8940,H
2023.10.30 03,13.5900,H
2023.10.30 04,13.3970,H
2023.10.30 05,13.2210,H
2023.10.30 06,12.7870,H
2023.10.30 07,11.8350,H
2023.10.30 08,12.1260,H
2023.10.30 09,12.6420,H
2023.10.30 10,13.1400,H
2023.10.30 11,13.6220,H
2023.10.30 12,14.0540,H
2023.10.30 13,14.7410,H
2023.10.30 14,     NA,R
2023.10.30 15,14.3890,H
2023.10.30 16,14.1980,H
2023.10.30 17,13.8620,H
2023.10.30 18,13.5410,H
2023.10.30 19,13.1400,H
2023.10.30 20,12.8190,H
2023.10.30 21,12.6100,H
2023.10.30 22,12.4170,H
2023.10.30 23,     NA,R
2023.10.31 00,12.1100,H
2023.10.31 01,11.8350,H
2023.10.31 02,     NA,R
2023.10.31 03,11.4630,H
2023.10.31 04,11.3340,H
2023.10.31 05,11.2690,H
2023.10.31 06,     NA,R
2023.10.31 07,     NA,R
2023.10.31 08,11.4310,H
2023.10.31 09,11.6740,H
2023.10.31 10,12.0780,H
2023.10.31 11,12.7380,H
2023.10.31 12,13.3170,H
2023.10.31 13,13.2690,H
2023.10.31 14,12.5940,H
2023.10.31 15,12.5290,H
2023.10.31 16,12.5460,H
2023.10.31 17,12.3360,H
2023.10.31 18,12.4170,H
2023.10.31 19,12.3520,H
2023.10.31 20,12.2560,H
2023.10.31 21,12.4010,H
2023.10.31 22,12.4650,H
2023.10.31 23,12.3850,H
2023.11.01 00,11.6730,H
2023.11.01 01,10.6020,H
2023.11.01 02,11.7700,H
2023.11.01 03,11.2200,H
2023.11.01 04,10.2100,H
2023.11.01 05, 9.4230,H
2023.11.01 06, 9.1430,H
2023.11.01 07, 8.8790,H
2023.11.01 08, 9.2580,H
2023.11.01 09,10.2100,H
2023.11.01 10,12.0440,H
2023.11.01 11,13.1720,H
2023.11.01 12,14.5330,H
2023.11.01 13,15.4730,H
2023.11.01 14,15.3940,H
2023.11.01 15,14.8520,H
2023.11.01 16,14.3570,H
2023.11.01 17,14.3250,H
2023.11.01 18,13.3650,H
2023.11.01 19,13.3010,H
2023.11.01 20,12.9640,H
2023.11.01 21,12.6580,H
2023.11.01 22,12.6900,H
2023.11.01 23,12.2230,H
2023.11.02 00,11.3820,H
2023.11.02 01,10.6830,H
2023.11.02 02,11.9800,H
2023.11.02 03,12.8670,H
2023.11.02 04,12.0940,H
2023.11.02 05,12.4170,H
2023.11.02 06,11.7060,H
2023.11.02 07,11.5120,H
2023.11.02 08,11.8510,H
2023.11.02 09,11.9160,H
2023.11.02 10,11.6250,H
2023.11.02 11,11.8190,H
2023.11.02 12,11.6900,H
2023.11.02 13,11.3830,H
2023.11.02 14,11.6250,H
2023.11.02 15,11.6900,H
2023.11.02 16,11.6740,H
2023.11.02 17,11.3820,H
2023.11.02 18,11.2030,H
2023.11.02 19,10.4550,H
2023.11.02 20,10.0630,H
2023.11.02 21, 9.8660,H
2023.11.02 22, 9.5540,H
2023.11.02 23, 9.4390,H
2023.11.03 00, 9.3570,H
2023.11.03 01, 9.1930,H
2023.11.03 02, 9.1100,H
2023.11.03 03, 9.0770,H
2023.11.03 04, 8.9610,H
2023.11.03 05,     NA,R
2023.11.03 06,     NA,R
2023.11.03 07, 8.6800,H
2023.11.03 08, 8.4810,H
2023.11.03 09, 8.7130,H
2023.11.03 10, 9.0940,H
2023.11.03 11, 9.4220,H
2023.11.03 12, 9.8170,H
2023.11.03 13,10.3240,H
2023.11.03 14,10.2750,H
2023.11.03 15,10.3410,H
2023.11.03 16,10.0790,H
2023.11.03 17, 9.9160,H
2023.11.03 18, 9.4880,H
2023.11.03 19, 8.7130,H
2023.11.03 20, 7.9660,H
2023.11.03 21, 7.3470,H
2023.11.03 22, 7.7320,H
2023.11.03 23, 8.3820,H
2023.11.04 00, 8.6470,H
2023.11.04 01, 8.8620,H
2023.11.04 02,     NA,R
2023.11.04 03, 8.8790,H
2023.11.04 04,     NA,R
2023.11.04 05, 8.7960,H
2023.11.04 06, 8.9950,H
2023.11.04 07, 8.8790,H
2023.11.04 08, 9.3570,H
2023.11.04 09,10.1440,H
2023.11.04 10,10.3900,H
2023.11.04 11,10.4550,H
2023.11.04 12,10.8950,H
2023.11.04 13,     NA,R
2023.11.04 14,11.2520,H
2023.11.04 15,11.9160,H
2023.11.04 16,11.5120,H
2023.11.04 17,11.9970,H
2023.11.04 18,11.9480,H
2023.11.04 19,11.6740,H
2023.11.04 20,11.6410,H
2023.11.04 21,11.1550,H
2023.11.04 22,11.1880,H
2023.11.04 23,11.4470,H
2023.11.05 00,11.6410,H
2023.11.05 01,11.9650,H
2023.11.05 02,12.3850,H
2023.11.05 03,12.5130,H
2023.11.05 04,12.5290,H
2023.11.05 05,11.9480,H
2023.11.05 06,11.9000,H
2023.11.05 07,11.9480,H
2023.11.05 08,11.4960,H
2023.11.05 09,11.3820,H
2023.11.05 10,11.6410,H
2023.11.05 11,12.4330,H
2023.11.05 12,12.8030,H
2023.11.05 13,13.1240,H
2023.11.05 14,12.8830,H
2023.11.05 15,13.0440,H
2023.11.05 16,12.6900,H
2023.11.05 17,12.1100,H
2023.11.05 18,11.8510,H
2023.11.05 19,12.0780,H
2023.11.05 20,12.2560,H
2023.11.05 21,12.0450,H
2023.11.05 22,11.5760,H
2023.11.05 23,11.3500,H
2023.11.06 00,11.1060,H
2023.11.06 01,10.7480,H
2023.11.06 02,11.0410,H
2023.11.06 03,10.9270,H
2023.11.06 04,10.8620,H
2023.11.06 05,10.9760,H
2023.11.06 06,10.8620,H
2023.11.06 07,10.9920,H
2023.11.06 08,10.9930,H
2023.11.06 09,11.3340,H
2023.11.06 10,11.7060,H
2023.11.06 11,12.5780,H
2023.11.06 12,12.3840,H
2023.11.06 13,12.9800,H
2023.11.06 14,13.0760,H
2023.11.06 15,12.5130,H
2023.11.06 16,11.4470,H
2023.11.06 17,11.0250,H
2023.11.06 18,10.8950,H
2023.11.06 19,10.9110,H
2023.11.06 20,10.9600,H
2023.11.06 21,10.7480,H
2023.11.06 22,10.4550,H
2023.11.06 23,10.2920,H
2023.11.07 00,10.2430,H
2023.11.07 01,10.3570,H
2023.11.07 02,10.2430,H
2023.11.07 03,10.0960,H
2023.11.07 04, 9.8660,H
2023.11.07 05, 9.8170,H
2023.11.07 06, 9.9650,H
2023.11.07 07,     NA,R
2023.11.07 08,     NA,R
2023.11.07 09,10.5530,H
2023.11.07 10,11.2200,H
2023.11.07 11,11.4470,H
2023.11.07 12,11.2360,H
2023.11.07 13,10.1280,H
2023.11.07 14,10.0790,H
2023.11.07 15, 9.9810,H
2023.11.07 16, 9.6860,H
2023.11.07 17, 9.1430,H
2023.11.07 18, 9.0110,H
2023.11.07 19, 8.8620,H
2023.11.07 20,     NA,R
2023.11.07 21,     NA,R
2023.11.07 22, 8.6470,H
2023.11.07 23, 8.8290,H
2023.11.08 00, 8.7960,H
2023.11.08 01, 8.8620,H
2023.11.08 02, 8.8450,H
2023.11.08 03, 8.9610,H
2023.11.08 04,     NA,R
2023.11.08 05,     NA,R
2023.11.08 06, 8.7630,H
2023.11.08 07, 8.9120,H
2023.11.08 08, 9.0940,H
2023.11.08 09, 9.4060,H
2023.11.08 10,10.1120,H
2023.11.08 11,10.8460,H
2023.11.08 12,11.3980,H
2023.11.08 13,12.4490,H
