#HOBO_ID 10760810
#Location_Lat_Lon 48.0122 7.853
#Alt_above_ground 4.5
#Exposition N
#Influence_class 2
id	date	time	ta	lux
616	2018-12-13	06:30:00	-0.437	0
617	2018-12-13	06:40:00	-0.549	0
618	2018-12-13	06:50:00	-0.437	0
619	2018-12-13	07:00:00	-0.213	0
620	2018-12-13	07:10:00	0.121	0
621	2018-12-13	07:20:00	-0.102	0
622	2018-12-13	07:30:00	-0.437	0
623	2018-12-13	07:40:00	-0.549	0
624	2018-12-13	07:50:00	-0.662	43.1
625	2018-12-13	08:00:00	-0.774	150.7
626	2018-12-13	08:10:00	-0.662	312.2
627	2018-12-13	08:20:00	-0.662	613.5
628	2018-12-13	08:30:00	-0.213	1205.6
629	2018-12-13	08:40:00	0.232	1463.9
630	2018-12-13	08:50:00	0.674	2238.9
631	2018-12-13	09:00:00	1.003	3272.2
632	2018-12-13	09:10:00	0.563	1894.5
633	2018-12-13	09:20:00	0.232	2066.7
634	2018-12-13	09:30:00	0.343	2669.5
635	2018-12-13	09:40:00	1.439	3788.9
636	2018-12-13	09:50:00	1.33	3272.2
637	2018-12-13	10:00:00	1.003	2927.8
638	2018-12-13	10:10:00	0.893	3100
639	2018-12-13	10:20:00	1.112	3444.5
640	2018-12-13	10:30:00	1.112	2669.5
641	2018-12-13	10:40:00	1.221	3788.9
642	2018-12-13	10:50:00	1.656	2927.8
643	2018-12-13	11:00:00	1.33	3272.2
644	2018-12-13	11:10:00	1.764	4650
645	2018-12-13	11:20:00	1.764	6200
646	2018-12-13	11:30:00	2.624	5511.1
647	2018-12-13	11:40:00	2.517	5511.1
648	2018-12-13	11:50:00	2.837	7577.8
649	2018-12-13	12:00:00	3.578	8611.2
650	2018-12-13	12:10:00	4.311	9644.5
651	2018-12-13	12:20:00	4.831	10333.4
652	2018-12-13	12:30:00	4.519	4994.5
653	2018-12-13	12:40:00	3.998	5166.7
654	2018-12-13	12:50:00	3.788	3444.5
655	2018-12-13	13:00:00	3.893	3616.7
656	2018-12-13	13:10:00	3.893	2927.8
657	2018-12-13	13:20:00	3.683	2411.1
658	2018-12-13	13:30:00	3.683	2669.5
659	2018-12-13	13:40:00	3.578	2325
660	2018-12-13	13:50:00	3.578	2497.2
661	2018-12-13	14:00:00	3.578	3272.2
662	2018-12-13	14:10:00	3.578	3272.2
663	2018-12-13	14:20:00	3.578	2927.8
664	2018-12-13	14:30:00	3.578	3100
665	2018-12-13	14:40:00	3.472	2927.8
666	2018-12-13	14:50:00	3.367	1808.3
667	2018-12-13	15:00:00	3.367	1980.6
668	2018-12-13	15:10:00	3.367	2238.9
669	2018-12-13	15:20:00	3.367	2066.7
670	2018-12-13	15:30:00	3.367	2583.4
671	2018-12-13	15:40:00	3.155	2066.7
672	2018-12-13	15:50:00	2.943	1636.1
673	2018-12-13	16:00:00	2.73	1194.8
674	2018-12-13	16:10:00	2.624	818.1
675	2018-12-13	16:20:00	2.517	430.6
676	2018-12-13	16:30:00	2.517	193.8
677	2018-12-13	16:40:00	2.41	75.3
678	2018-12-13	16:50:00	2.41	21.5
679	2018-12-13	17:00:00	2.41	0
680	2018-12-13	17:10:00	2.303	0
681	2018-12-13	17:20:00	2.303	0
682	2018-12-13	17:30:00	2.303	0
683	2018-12-13	17:40:00	2.195	0
684	2018-12-13	17:50:00	2.195	0
685	2018-12-13	18:00:00	2.195	0
686	2018-12-13	18:10:00	2.088	0
687	2018-12-13	18:20:00	2.088	0
688	2018-12-13	18:30:00	1.98	0
689	2018-12-13	18:40:00	1.98	0
690	2018-12-13	18:50:00	1.98	0
691	2018-12-13	19:00:00	1.98	0
692	2018-12-13	19:10:00	1.98	0
693	2018-12-13	19:20:00	1.98	0
694	2018-12-13	19:30:00	1.872	0
695	2018-12-13	19:40:00	1.764	0
696	2018-12-13	19:50:00	1.656	0
697	2018-12-13	20:00:00	1.439	0
698	2018-12-13	20:10:00	1.221	0
699	2018-12-13	20:20:00	1.33	0
700	2018-12-13	20:30:00	1.221	0
701	2018-12-13	20:40:00	1.33	0
702	2018-12-13	20:50:00	1.548	0
703	2018-12-13	21:00:00	1.548	0
704	2018-12-13	21:10:00	1.439	0
705	2018-12-13	21:20:00	1.33	0
706	2018-12-13	21:30:00	1.33	0
707	2018-12-13	21:40:00	1.33	0
708	2018-12-13	21:50:00	1.221	0
709	2018-12-13	22:00:00	1.221	0
710	2018-12-13	22:10:00	1.112	0
711	2018-12-13	22:20:00	1.003	0
712	2018-12-13	22:30:00	1.003	0
713	2018-12-13	22:40:00	0.784	0
714	2018-12-13	22:50:00	0.563	0
715	2018-12-13	23:00:00	0.563	0
716	2018-12-13	23:10:00	0.453	0
717	2018-12-13	23:20:00	0.563	0
718	2018-12-13	23:30:00	0.343	0
719	2018-12-13	23:40:00	0.121	0
720	2018-12-13	23:50:00	0.121	0
721	2018-12-14	00:00:00	-0.102	0
722	2018-12-14	00:10:00	0.01	0
723	2018-12-14	00:20:00	0.01	0
724	2018-12-14	00:30:00	-0.102	0
725	2018-12-14	00:40:00	0.01	0
726	2018-12-14	00:50:00	-0.213	0
727	2018-12-14	01:00:00	-0.102	0
728	2018-12-14	01:10:00	0.01	0
729	2018-12-14	01:20:00	0.01	0
730	2018-12-14	01:30:00	0.01	0
731	2018-12-14	01:40:00	-0.102	0
732	2018-12-14	01:50:00	-0.102	0
733	2018-12-14	02:00:00	-0.437	0
734	2018-12-14	02:10:00	-0.549	0
735	2018-12-14	02:20:00	-0.325	0
736	2018-12-14	02:30:00	-0.213	0
737	2018-12-14	02:40:00	-0.213	0
738	2018-12-14	02:50:00	-0.213	0
739	2018-12-14	03:00:00	-0.102	0
740	2018-12-14	03:10:00	-0.213	0
741	2018-12-14	03:20:00	-0.102	0
742	2018-12-14	03:30:00	-0.102	0
743	2018-12-14	03:40:00	-0.325	0
744	2018-12-14	03:50:00	-0.437	0
745	2018-12-14	04:00:00	-0.774	0
746	2018-12-14	04:10:00	-1.001	0
747	2018-12-14	04:20:00	-1.114	0
748	2018-12-14	04:30:00	-1.341	0
749	2018-12-14	04:40:00	-1.456	0
750	2018-12-14	04:50:00	-1.57	0
751	2018-12-14	05:00:00	-1.684	0
752	2018-12-14	05:10:00	-1.341	0
753	2018-12-14	05:20:00	-1.114	0
754	2018-12-14	05:30:00	-1.001	0
755	2018-12-14	05:40:00	-1.114	0
756	2018-12-14	05:50:00	-1.114	0
757	2018-12-14	06:00:00	-0.887	0
758	2018-12-14	06:10:00	-0.774	0
759	2018-12-14	06:20:00	-0.774	0
760	2018-12-14	06:30:00	-0.662	0
761	2018-12-14	06:40:00	-0.887	0
762	2018-12-14	06:50:00	-0.887	0
763	2018-12-14	07:00:00	-0.774	0
764	2018-12-14	07:10:00	-1.114	0
765	2018-12-14	07:20:00	-1.57	0
766	2018-12-14	07:30:00	-2.03	0
767	2018-12-14	07:40:00	-2.261	0
768	2018-12-14	07:50:00	-2.494	43.1
769	2018-12-14	08:00:00	-2.494	150.7
770	2018-12-14	08:10:00	-2.61	322.9
771	2018-12-14	08:20:00	-2.494	505.9
772	2018-12-14	08:30:00	-2.494	710.4
773	2018-12-14	08:40:00	-2.377	1065.6
774	2018-12-14	08:50:00	-2.377	1463.9
775	2018-12-14	09:00:00	-2.261	1722.2
776	2018-12-14	09:10:00	-2.145	1722.2
777	2018-12-14	09:20:00	-2.03	1722.2
778	2018-12-14	09:30:00	-2.03	1808.3
779	2018-12-14	09:40:00	-1.914	1980.6
780	2018-12-14	09:50:00	-1.684	2325
781	2018-12-14	10:00:00	-1.341	2755.6
782	2018-12-14	10:10:00	-0.887	3444.5
783	2018-12-14	10:20:00	-0.662	3616.7
784	2018-12-14	10:30:00	-0.437	3272.2
785	2018-12-14	10:40:00	-0.325	3272.2
786	2018-12-14	10:50:00	-0.102	3444.5
787	2018-12-14	11:00:00	0.121	4133.4
788	2018-12-14	11:10:00	0.121	3100
789	2018-12-14	11:20:00	0.343	4133.4
790	2018-12-14	11:30:00	0.563	4133.4
791	2018-12-14	11:40:00	0.563	4133.4
792	2018-12-14	11:50:00	0.784	4305.6
793	2018-12-14	12:00:00	1.003	4477.8
794	2018-12-14	12:10:00	1.112	4477.8
795	2018-12-14	12:20:00	1.33	4305.6
796	2018-12-14	12:30:00	1.439	4133.4
797	2018-12-14	12:40:00	1.656	4133.4
798	2018-12-14	12:50:00	1.872	4133.4
799	2018-12-14	13:00:00	1.872	4305.6
800	2018-12-14	13:10:00	1.872	3961.1
801	2018-12-14	13:20:00	1.98	3788.9
802	2018-12-14	13:30:00	2.088	3961.1
803	2018-12-14	13:40:00	2.303	3961.1
804	2018-12-14	13:50:00	2.303	3788.9
805	2018-12-14	14:00:00	2.837	5511.1
806	2018-12-14	14:10:00	3.049	6544.5
807	2018-12-14	14:20:00	3.472	6544.5
808	2018-12-14	14:30:00	3.472	7577.8
809	2018-12-14	14:40:00	3.367	5338.9
810	2018-12-14	14:50:00	2.943	4305.6
811	2018-12-14	15:00:00	3.155	4822.3
812	2018-12-14	15:10:00	3.155	3616.7
813	2018-12-14	15:20:00	3.049	2927.8
814	2018-12-14	15:30:00	3.049	2152.8
815	2018-12-14	15:40:00	2.943	1722.2
816	2018-12-14	15:50:00	2.837	1291.7
817	2018-12-14	16:00:00	2.624	904.2
818	2018-12-14	16:10:00	2.41	559.7
819	2018-12-14	16:20:00	2.41	204.5
820	2018-12-14	16:30:00	2.303	129.2
821	2018-12-14	16:40:00	2.088	75.3
822	2018-12-14	16:50:00	2.088	21.5
823	2018-12-14	17:00:00	2.088	0
824	2018-12-14	17:10:00	2.088	0
825	2018-12-14	17:20:00	1.872	0
826	2018-12-14	17:30:00	1.98	0
827	2018-12-14	17:40:00	1.98	0
828	2018-12-14	17:50:00	1.98	0
829	2018-12-14	18:00:00	1.872	0
830	2018-12-14	18:10:00	1.872	0
831	2018-12-14	18:20:00	1.764	0
832	2018-12-14	18:30:00	1.764	0
833	2018-12-14	18:40:00	1.764	0
834	2018-12-14	18:50:00	1.764	0
835	2018-12-14	19:00:00	1.764	0
836	2018-12-14	19:10:00	1.656	0
837	2018-12-14	19:20:00	1.548	0
838	2018-12-14	19:30:00	1.548	0
839	2018-12-14	19:40:00	1.548	0
840	2018-12-14	19:50:00	1.439	0
841	2018-12-14	20:00:00	1.548	0
842	2018-12-14	20:10:00	1.439	0
843	2018-12-14	20:20:00	1.439	0
844	2018-12-14	20:30:00	1.548	0
845	2018-12-14	20:40:00	1.439	0
846	2018-12-14	20:50:00	1.33	0
847	2018-12-14	21:00:00	1.439	0
848	2018-12-14	21:10:00	1.33	0
849	2018-12-14	21:20:00	1.439	0
850	2018-12-14	21:30:00	1.439	0
851	2018-12-14	21:40:00	1.439	0
852	2018-12-14	21:50:00	1.33	0
853	2018-12-14	22:00:00	1.221	0
854	2018-12-14	22:10:00	1.221	0
855	2018-12-14	22:20:00	1.221	0
856	2018-12-14	22:30:00	1.112	0
857	2018-12-14	22:40:00	1.221	0
858	2018-12-14	22:50:00	1.221	0
859	2018-12-14	23:00:00	1.221	0
860	2018-12-14	23:10:00	1.221	0
861	2018-12-14	23:20:00	1.221	0
862	2018-12-14	23:30:00	1.221	0
863	2018-12-14	23:40:00	1.221	0
864	2018-12-14	23:50:00	1.221	0
865	2018-12-15	00:00:00	1.33	0
866	2018-12-15	00:10:00	1.221	0
867	2018-12-15	00:20:00	1.221	0
868	2018-12-15	00:30:00	1.221	0
869	2018-12-15	00:40:00	1.112	0
870	2018-12-15	00:50:00	1.112	0
871	2018-12-15	01:00:00	1.112	0
872	2018-12-15	01:10:00	1.112	0
873	2018-12-15	01:20:00	1.112	0
874	2018-12-15	01:30:00	1.112	0
875	2018-12-15	01:40:00	1.003	0
876	2018-12-15	01:50:00	1.003	0
877	2018-12-15	02:00:00	0.893	0
878	2018-12-15	02:10:00	0.893	0
879	2018-12-15	02:20:00	0.893	0
880	2018-12-15	02:30:00	0.893	0
881	2018-12-15	02:40:00	0.893	0
882	2018-12-15	02:50:00	0.893	0
883	2018-12-15	03:00:00	0.784	0
884	2018-12-15	03:10:00	0.784	0
885	2018-12-15	03:20:00	0.784	0
886	2018-12-15	03:30:00	0.784	0
887	2018-12-15	03:40:00	0.674	0
888	2018-12-15	03:50:00	0.563	0
889	2018-12-15	04:00:00	0.563	0
890	2018-12-15	04:10:00	0.563	0
891	2018-12-15	04:20:00	0.674	0
892	2018-12-15	04:30:00	0.563	0
893	2018-12-15	04:40:00	0.674	0
894	2018-12-15	04:50:00	0.453	0
895	2018-12-15	05:00:00	0.453	0
896	2018-12-15	05:10:00	0.453	0
897	2018-12-15	05:20:00	0.563	0
898	2018-12-15	05:30:00	0.674	0
899	2018-12-15	05:40:00	0.674	0
900	2018-12-15	05:50:00	0.784	0
901	2018-12-15	06:00:00	0.784	0
902	2018-12-15	06:10:00	0.784	0
903	2018-12-15	06:20:00	0.674	0
904	2018-12-15	06:30:00	0.674	0
905	2018-12-15	06:40:00	0.784	0
906	2018-12-15	06:50:00	0.784	0
907	2018-12-15	07:00:00	0.784	0
908	2018-12-15	07:10:00	0.784	0
909	2018-12-15	07:20:00	0.784	0
910	2018-12-15	07:30:00	0.784	0
911	2018-12-15	07:40:00	0.563	0
912	2018-12-15	07:50:00	0.563	10.8
913	2018-12-15	08:00:00	0.674	53.8
914	2018-12-15	08:10:00	0.453	129.2
915	2018-12-15	08:20:00	0.453	333.7
916	2018-12-15	08:30:00	0.563	990.3
917	2018-12-15	08:40:00	0.563	2583.4
918	2018-12-15	08:50:00	0.121	2238.9
919	2018-12-15	09:00:00	-0.102	2411.1
920	2018-12-15	09:10:00	0.121	3100
921	2018-12-15	09:20:00	0.343	3444.5
922	2018-12-15	09:30:00	0.563	4650
923	2018-12-15	09:40:00	0.893	4133.4
924	2018-12-15	09:50:00	0.893	4822.3
925	2018-12-15	10:00:00	1.221	5511.1
926	2018-12-15	10:10:00	1.656	6200
927	2018-12-15	10:20:00	1.98	6544.5
928	2018-12-15	10:30:00	2.195	6544.5
929	2018-12-15	10:40:00	2.41	7233.4
930	2018-12-15	10:50:00	2.088	6200
931	2018-12-15	11:00:00	1.764	5166.7
932	2018-12-15	11:10:00	1.656	5166.7
933	2018-12-15	11:20:00	1.548	5511.1
934	2018-12-15	11:30:00	1.872	5511.1
935	2018-12-15	11:40:00	1.872	6200
936	2018-12-15	11:50:00	1.98	5166.7
937	2018-12-15	12:00:00	1.872	4650
938	2018-12-15	12:10:00	1.764	4477.8
939	2018-12-15	12:20:00	1.656	4477.8
940	2018-12-15	12:30:00	1.548	4133.4
941	2018-12-15	12:40:00	1.548	3961.1
942	2018-12-15	12:50:00	1.764	3961.1
943	2018-12-15	13:00:00	2.088	3961.1
944	2018-12-15	13:10:00	1.872	3788.9
945	2018-12-15	13:20:00	1.656	3788.9
946	2018-12-15	13:30:00	1.548	4133.4
947	2018-12-15	13:40:00	1.764	4822.3
948	2018-12-15	13:50:00	1.872	4822.3
949	2018-12-15	14:00:00	2.088	5166.7
950	2018-12-15	14:10:00	2.517	7233.4
951	2018-12-15	14:20:00	2.624	5166.7
952	2018-12-15	14:30:00	2.195	4133.4
953	2018-12-15	14:40:00	1.872	4133.4
954	2018-12-15	14:50:00	1.872	3961.1
955	2018-12-15	15:00:00	1.764	3444.5
956	2018-12-15	15:10:00	1.33	2583.4
957	2018-12-15	15:20:00	1.003	2238.9
958	2018-12-15	15:30:00	0.784	2066.7
959	2018-12-15	15:40:00	0.563	1722.2
960	2018-12-15	15:50:00	0.232	1302.4
961	2018-12-15	16:00:00	0.01	893.4
962	2018-12-15	16:10:00	-0.213	785.8
963	2018-12-15	16:20:00	-0.437	570.5
964	2018-12-15	16:30:00	-0.549	322.9
965	2018-12-15	16:40:00	-0.774	129.2
966	2018-12-15	16:50:00	-0.887	21.5
967	2018-12-15	17:00:00	-1.001	0
968	2018-12-15	17:10:00	-1.114	0
969	2018-12-15	17:20:00	-1.228	0
970	2018-12-15	17:30:00	-1.228	0
971	2018-12-15	17:40:00	-1.341	0
972	2018-12-15	17:50:00	-1.341	0
973	2018-12-15	18:00:00	-1.456	0
974	2018-12-15	18:10:00	-1.57	0
975	2018-12-15	18:20:00	-1.57	0
976	2018-12-15	18:30:00	-1.684	0
977	2018-12-15	18:40:00	-1.914	0
978	2018-12-15	18:50:00	-1.799	0
979	2018-12-15	19:00:00	-1.684	0
980	2018-12-15	19:10:00	-1.684	0
981	2018-12-15	19:20:00	-1.57	0
982	2018-12-15	19:30:00	-1.799	0
983	2018-12-15	19:40:00	-2.03	0
984	2018-12-15	19:50:00	-2.03	0
985	2018-12-15	20:00:00	-2.03	0
986	2018-12-15	20:10:00	-2.145	0
987	2018-12-15	20:20:00	-2.03	0
988	2018-12-15	20:30:00	-1.914	0
989	2018-12-15	20:40:00	-2.03	0
990	2018-12-15	20:50:00	-1.114	0
991	2018-12-15	21:00:00	-1.456	0
992	2018-12-15	21:10:00	-1.799	0
993	2018-12-15	21:20:00	-1.914	0
994	2018-12-15	21:30:00	-1.684	0
995	2018-12-15	21:40:00	-1.456	0
996	2018-12-15	21:50:00	-1.456	0
997	2018-12-15	22:00:00	-1.341	0
998	2018-12-15	22:10:00	-1.114	0
999	2018-12-15	22:20:00	-0.887	0
1000	2018-12-15	22:30:00	-0.662	0
1001	2018-12-15	22:40:00	-0.662	0
1002	2018-12-15	22:50:00	-0.662	0
1003	2018-12-15	23:00:00	-0.662	0
1004	2018-12-15	23:10:00	-0.549	0
1005	2018-12-15	23:20:00	-0.549	0
1006	2018-12-15	23:30:00	-0.437	0
1007	2018-12-15	23:40:00	-0.437	0
1008	2018-12-15	23:50:00	-0.325	0
1009	2018-12-16	00:00:00	-0.213	0
1010	2018-12-16	00:10:00	-0.213	0
1011	2018-12-16	00:20:00	-0.213	0
1012	2018-12-16	00:30:00	-0.102	0
1013	2018-12-16	00:40:00	0.01	0
1014	2018-12-16	00:50:00	0.01	0
1015	2018-12-16	01:00:00	0.121	0
1016	2018-12-16	01:10:00	0.232	0
1017	2018-12-16	01:20:00	0.343	0
1018	2018-12-16	01:30:00	0.343	0
1019	2018-12-16	01:40:00	0.343	0
1020	2018-12-16	01:50:00	0.121	0
1021	2018-12-16	02:00:00	0.121	0
1022	2018-12-16	02:10:00	-0.102	0
1023	2018-12-16	02:20:00	-0.325	0
1024	2018-12-16	02:30:00	-0.437	0
1025	2018-12-16	02:40:00	-0.549	0
1026	2018-12-16	02:50:00	-0.662	0
1027	2018-12-16	03:00:00	-0.662	0
1028	2018-12-16	03:10:00	-0.549	0
1029	2018-12-16	03:20:00	-0.437	0
1030	2018-12-16	03:30:00	-0.437	0
1031	2018-12-16	03:40:00	-0.213	0
1032	2018-12-16	03:50:00	-0.102	0
1033	2018-12-16	04:00:00	0.01	0
1034	2018-12-16	04:10:00	0.121	0
1035	2018-12-16	04:20:00	0.121	0
1036	2018-12-16	04:30:00	0.121	0
1037	2018-12-16	04:40:00	0.232	0
1038	2018-12-16	04:50:00	0.232	0
1039	2018-12-16	05:00:00	0.343	0
1040	2018-12-16	05:10:00	0.343	0
1041	2018-12-16	05:20:00	0.343	0
1042	2018-12-16	05:30:00	0.343	0
1043	2018-12-16	05:40:00	0.343	0
1044	2018-12-16	05:50:00	0.343	0
1045	2018-12-16	06:00:00	0.343	0
1046	2018-12-16	06:10:00	0.343	0
1047	2018-12-16	06:20:00	0.232	0
1048	2018-12-16	06:30:00	0.232	0
1049	2018-12-16	06:40:00	0.232	0
1050	2018-12-16	06:50:00	0.343	0
1051	2018-12-16	07:00:00	0.453	0
1052	2018-12-16	07:10:00	0.453	0
1053	2018-12-16	07:20:00	0.563	0
1054	2018-12-16	07:30:00	0.563	0
1055	2018-12-16	07:40:00	0.563	0
1056	2018-12-16	07:50:00	0.784	0
1057	2018-12-16	08:00:00	1.003	10.8
1058	2018-12-16	08:10:00	1.221	21.5
1059	2018-12-16	08:20:00	1.548	43.1
1060	2018-12-16	08:30:00	1.656	129.2
1061	2018-12-16	08:40:00	1.872	850.4
1062	2018-12-16	08:50:00	2.195	516.7
1063	2018-12-16	09:00:00	2.303	958
1064	2018-12-16	09:10:00	2.624	1248.6
1065	2018-12-16	09:20:00	3.155	1894.5
1066	2018-12-16	09:30:00	3.578	2066.7
1067	2018-12-16	09:40:00	3.683	2152.8
1068	2018-12-16	09:50:00	3.998	4477.8
1069	2018-12-16	10:00:00	4.623	6544.5
1070	2018-12-16	10:10:00	4.831	4133.4
1071	2018-12-16	10:20:00	4.831	2583.4
1072	2018-12-16	10:30:00	5.141	4650
1073	2018-12-16	10:40:00	5.552	5166.7
1074	2018-12-16	10:50:00	5.757	4822.3
1075	2018-12-16	11:00:00	5.757	6544.5
1076	2018-12-16	11:10:00	6.268	5511.1
1077	2018-12-16	11:20:00	6.268	5511.1
1078	2018-12-16	11:30:00	6.573	5511.1
1079	2018-12-16	11:40:00	7.079	9644.5
1080	2018-12-16	11:50:00	7.682	9644.5
1081	2018-12-16	12:00:00	8.082	10677.8
1082	2018-12-16	12:10:00	8.182	9644.5
1083	2018-12-16	12:20:00	8.68	13089
1084	2018-12-16	12:30:00	9.176	10333.4
1085	2018-12-16	12:40:00	8.481	5511.1
1086	2018-12-16	12:50:00	7.682	4133.4
1087	2018-12-16	13:00:00	7.481	3616.7
1088	2018-12-16	13:10:00	7.381	3272.2
1089	2018-12-16	13:20:00	7.28	3100
1090	2018-12-16	13:30:00	7.179	3100
1091	2018-12-16	13:40:00	7.582	2927.8
1092	2018-12-16	13:50:00	7.882	2755.6
1093	2018-12-16	14:00:00	7.481	2755.6
1094	2018-12-16	14:10:00	7.28	2669.5
1095	2018-12-16	14:20:00	7.179	2583.4
1096	2018-12-16	14:30:00	7.179	2497.2
1097	2018-12-16	14:40:00	7.179	2411.1
1098	2018-12-16	14:50:00	6.877	2325
1099	2018-12-16	15:00:00	6.978	2066.7
1100	2018-12-16	15:10:00	6.674	2066.7
1101	2018-12-16	15:20:00	6.37	1722.2
1102	2018-12-16	15:30:00	6.268	1722.2
1103	2018-12-16	15:40:00	6.166	1550
1104	2018-12-16	15:50:00	5.86	1022.6
1105	2018-12-16	16:00:00	5.552	839.6
1106	2018-12-16	16:10:00	5.244	613.5
1107	2018-12-16	16:20:00	4.831	505.9
1108	2018-12-16	16:30:00	4.519	322.9
1109	2018-12-16	16:40:00	4.519	150.7
1110	2018-12-16	16:50:00	3.998	43.1
1111	2018-12-16	17:00:00	3.683	0
1112	2018-12-16	17:10:00	3.261	0
1113	2018-12-16	17:20:00	3.261	0
1114	2018-12-16	17:30:00	3.049	0
1115	2018-12-16	17:40:00	2.943	0
1116	2018-12-16	17:50:00	2.943	0
1117	2018-12-16	18:00:00	2.73	0
1118	2018-12-16	18:10:00	2.73	0
1119	2018-12-16	18:20:00	2.837	0
1120	2018-12-16	18:30:00	2.73	0
1121	2018-12-16	18:40:00	2.41	0
1122	2018-12-16	18:50:00	2.195	0
1123	2018-12-16	19:00:00	2.195	0
1124	2018-12-16	19:10:00	2.088	0
1125	2018-12-16	19:20:00	2.088	0
1126	2018-12-16	19:30:00	2.088	0
1127	2018-12-16	19:40:00	1.98	0
1128	2018-12-16	19:50:00	1.764	0
1129	2018-12-16	20:00:00	1.98	0
1130	2018-12-16	20:10:00	2.517	0
1131	2018-12-16	20:20:00	2.41	0
1132	2018-12-16	20:30:00	2.195	0
1133	2018-12-16	20:40:00	2.088	0
1134	2018-12-16	20:50:00	1.98	0
1135	2018-12-16	21:00:00	1.872	0
1136	2018-12-16	21:10:00	1.872	0
1137	2018-12-16	21:20:00	1.656	0
1138	2018-12-16	21:30:00	1.548	0
1139	2018-12-16	21:40:00	1.439	0
1140	2018-12-16	21:50:00	1.33	0
1141	2018-12-16	22:00:00	1.221	0
1142	2018-12-16	22:10:00	1.221	0
1143	2018-12-16	22:20:00	1.112	0
1144	2018-12-16	22:30:00	1.112	0
1145	2018-12-16	22:40:00	1.112	0
1146	2018-12-16	22:50:00	1.112	0
1147	2018-12-16	23:00:00	1.003	0
1148	2018-12-16	23:10:00	1.003	0
1149	2018-12-16	23:20:00	0.893	0
1150	2018-12-16	23:30:00	0.784	0
1151	2018-12-16	23:40:00	0.784	0
1152	2018-12-16	23:50:00	0.784	0
1153	2018-12-17	00:00:00	0.674	0
1154	2018-12-17	00:10:00	0.563	0
1155	2018-12-17	00:20:00	0.453	0
1156	2018-12-17	00:30:00	0.453	0
1157	2018-12-17	00:40:00	0.232	0
1158	2018-12-17	00:50:00	0.232	0
1159	2018-12-17	01:00:00	0.232	0
1160	2018-12-17	01:10:00	0.453	0
1161	2018-12-17	01:20:00	1.112	0
1162	2018-12-17	01:30:00	1.33	0
1163	2018-12-17	01:40:00	1.548	0
1164	2018-12-17	01:50:00	1.764	0
1165	2018-12-17	02:00:00	1.872	0
1166	2018-12-17	02:10:00	1.98	0
1167	2018-12-17	02:20:00	2.195	0
1168	2018-12-17	02:30:00	2.303	0
1169	2018-12-17	02:40:00	2.41	0
1170	2018-12-17	02:50:00	2.517	0
1171	2018-12-17	03:00:00	2.517	0
1172	2018-12-17	03:10:00	2.517	0
1173	2018-12-17	03:20:00	2.624	0
1174	2018-12-17	03:30:00	2.517	0
1175	2018-12-17	03:40:00	2.517	0
1176	2018-12-17	03:50:00	2.624	0
1177	2018-12-17	04:00:00	2.624	0
1178	2018-12-17	04:10:00	2.624	0
1179	2018-12-17	04:20:00	2.517	0
1180	2018-12-17	04:30:00	2.624	0
1181	2018-12-17	04:40:00	2.624	0
1182	2018-12-17	04:50:00	2.73	0
1183	2018-12-17	05:00:00	2.837	0
1184	2018-12-17	05:10:00	2.943	0
1185	2018-12-17	05:20:00	2.943	0
1186	2018-12-17	05:30:00	2.943	0
1187	2018-12-17	05:40:00	2.837	0
1188	2018-12-17	05:50:00	2.837	0
1189	2018-12-17	06:00:00	2.943	0
1190	2018-12-17	06:10:00	2.943	0
1191	2018-12-17	06:20:00	2.943	0
1192	2018-12-17	06:30:00	3.049	0
1193	2018-12-17	06:40:00	3.155	0
1194	2018-12-17	06:50:00	3.155	0
1195	2018-12-17	07:00:00	3.155	0
1196	2018-12-17	07:10:00	3.155	0
1197	2018-12-17	07:20:00	2.943	0
1198	2018-12-17	07:30:00	2.943	0
1199	2018-12-17	07:40:00	2.624	0
1200	2018-12-17	07:50:00	2.41	0
1201	2018-12-17	08:00:00	2.41	43.1
1202	2018-12-17	08:10:00	2.303	129.2
1203	2018-12-17	08:20:00	2.517	409
1204	2018-12-17	08:30:00	2.517	914.9
1205	2018-12-17	08:40:00	2.943	925.7
1206	2018-12-17	08:50:00	3.049	1722.2
1207	2018-12-17	09:00:00	3.261	2755.6
1208	2018-12-17	09:10:00	3.578	2755.6
1209	2018-12-17	09:20:00	3.998	3272.2
1210	2018-12-17	09:30:00	4.831	5166.7
1211	2018-12-17	09:40:00	5.655	7577.8
1212	2018-12-17	09:50:00	6.471	8611.2
1213	2018-12-17	10:00:00	6.978	6544.5
1214	2018-12-17	10:10:00	7.079	6544.5
1215	2018-12-17	10:20:00	7.079	7233.4
1216	2018-12-17	10:30:00	6.978	5511.1
1217	2018-12-17	10:40:00	7.179	5511.1
1218	2018-12-17	10:50:00	7.28	3788.9
1219	2018-12-17	11:00:00	6.978	1808.3
1220	2018-12-17	11:10:00	7.079	3616.7
1221	2018-12-17	11:20:00	7.079	1980.6
1222	2018-12-17	11:30:00	7.079	3272.2
1223	2018-12-17	11:40:00	7.079	3272.2
1224	2018-12-17	11:50:00	7.179	5166.7
1225	2018-12-17	12:00:00	7.28	4477.8
1226	2018-12-17	12:10:00	7.381	7233.4
1227	2018-12-17	12:20:00	7.682	6200
1228	2018-12-17	12:30:00	7.882	7233.4
1229	2018-12-17	12:40:00	7.983	6200
